""	"LMD_S14.vs.total_S14"
"GRMZM2G015793"	0
"GRMZM2G015795"	0
"GRMZM2G015801"	0
"GRMZM2G015804"	1.08053396271884
"GRMZM2G015805"	0
"GRMZM2G015818"	-1.15315767533658
"GRMZM2G015821"	0
"GRMZM2G015832"	-2.99382689752541
"GRMZM2G015833"	1.71681173665295
"GRMZM2G015844"	-3.63575840801262
"GRMZM2G015854"	-1.11772822235892
"GRMZM2G015856"	0
"GRMZM2G015859"	0
"GRMZM2G015861"	-0.0093763945389033
"GRMZM2G015869"	-0.13084578155963
"GRMZM2G015872"	-2.14218511569313
"GRMZM2G015875"	-1.26170648690416
"GRMZM2G015880"	-1.07934131210595
"GRMZM2G015881"	-0.612098835049457
"GRMZM2G015886"	-2.71316680473687
"GRMZM2G015889"	-0.149679633904439
"GRMZM2G015892"	0.28243715560472
"GRMZM2G015902"	-1.06478536139867
"GRMZM2G015903"	-4.74544258374033
"GRMZM2G015906"	0.0793131602152232
"GRMZM2G015908"	0.639348187060035
"GRMZM2G015912"	-2.97358795448402
"GRMZM2G015918"	0
"GRMZM2G015923"	0
"GRMZM2G015925"	-1.8556650752107
"GRMZM2G015933"	0
"GRMZM2G015940"	-3.82435165985205
"GRMZM2G015941"	-4.27947295873134
"GRMZM2G015943"	0
"GRMZM2G015945"	0
"GRMZM2G015955"	-1.77065721237023
"GRMZM2G015959"	-0.58175856434893
"GRMZM2G015967"	0.307122577180468
"GRMZM2G015972"	-0.762338135809593
"GRMZM2G015976"	0
"GRMZM2G015977"	0
"GRMZM2G015979"	4.56592195420653
"GRMZM2G015983"	-2.44654103359106
"GRMZM2G015985"	0
"GRMZM2G015989"	-2.42928556771269
"GRMZM2G015992"	0
"GRMZM2G015996"	-3.81588091039467
"GRMZM2G016004"	1.82216704911541
"GRMZM2G016008"	0
"GRMZM2G016020"	0
"GRMZM2G016028"	0
"GRMZM2G016039"	0
"GRMZM2G016066"	1.00954893790019
"GRMZM2G016068"	0
"GRMZM2G016079"	0
"GRMZM2G016084"	0.507611151576155
"GRMZM2G016088"	0.00770116565112812
"GRMZM2G016097"	0.00668513819031438
"GRMZM2G016106"	-0.581436905036851
"GRMZM2G016115"	0
"GRMZM2G016145"	0
"GRMZM2G016150"	-1.31160133576317
"GRMZM2G016153"	-1.5864140035412
"GRMZM2G016168"	-0.589283723911051
"GRMZM2G016173"	2.50015251879703
"GRMZM2G016176"	0
"GRMZM2G016180"	0.653502889589849
"GRMZM2G016184"	-1.12713138741412
"GRMZM2G016189"	-0.153746325657566
"GRMZM2G016210"	-2.10875170237541
"GRMZM2G016212"	3.86342004190935
"GRMZM2G016232"	1.19056980151429
"GRMZM2G016236"	-2.33466692874401
"GRMZM2G016240"	-0.58822324650953
"GRMZM2G016241"	-0.945133478916758
"GRMZM2G016250"	-0.252511850286625
"GRMZM2G016254"	0
"GRMZM2G016259"	0
"GRMZM2G016261"	-0.129152265021846
"GRMZM2G016264"	0
"GRMZM2G016275"	0.0999861035907088
"GRMZM2G016281"	0
"GRMZM2G016287"	0
"GRMZM2G016290"	-1.49891489876402
"GRMZM2G016296"	-1.32105427759883
"GRMZM2G016312"	-6.28973372274595
"GRMZM2G016318"	0
"GRMZM2G016323"	-1.61487816909211
"GRMZM2G016330"	1.7169720285532
"GRMZM2G016332"	-0.702104667274186
"GRMZM2G016338"	0
"GRMZM2G016346"	-4.69086514909221
"GRMZM2G016351"	3.84292386223966
"GRMZM2G016357"	0
"GRMZM2G016362"	-2.00707466398822
"GRMZM2G016368"	0
"GRMZM2G016370"	-4.81975154957525
"GRMZM2G016382"	-2.4940663695575
"GRMZM2G016385"	-1.88689859381596
"GRMZM2G016393"	0
"GRMZM2G016434"	-2.09607210836097
"GRMZM2G016435"	-1.83441442955811
"GRMZM2G016439"	-0.739422385994263
"GRMZM2G016443"	-2.13305619671438
"GRMZM2G016447"	-0.114211514256489
"GRMZM2G016449"	0
"GRMZM2G016457"	-1.29871339397255
"GRMZM2G016462"	-1.21593466453574
"GRMZM2G016477"	0
"GRMZM2G016480"	-5.43926415764885
"GRMZM2G016487"	-0.4996674954884
"GRMZM2G016503"	0.235547090914976
"GRMZM2G016511"	-0.0540372246222381
"GRMZM2G016513"	4.07675652417813
"GRMZM2G016516"	-1.38538778725698
"GRMZM2G016521"	-0.779145581433155
"GRMZM2G016546"	0.813426754354819
"GRMZM2G016551"	1.72738470172218
"GRMZM2G016558"	-0.339506690389823
"GRMZM2G016561"	-0.101363145942746
"GRMZM2G016564"	2.45850071354377
"GRMZM2G016574"	1.38703272134928
"GRMZM2G016576"	0
"GRMZM2G016583"	0
"GRMZM2G016586"	-4.84273273142836
"GRMZM2G016590"	0
"GRMZM2G016598"	0
"GRMZM2G016602"	-0.10699910177469
"GRMZM2G016605"	0
"GRMZM2G016613"	0
"GRMZM2G016622"	1.7770569131078
"GRMZM2G016637"	-3.88488774130747
"GRMZM2G016640"	0.654574666013321
"GRMZM2G016642"	0
"GRMZM2G016649"	-1.69357777429052
"GRMZM2G016655"	-8.3379160976459
"GRMZM2G016657"	-1.26726225316384
"GRMZM2G016660"	-3.90665880162223
"GRMZM2G016668"	2.07029120784554
"GRMZM2G016671"	-1.20044913888755
"GRMZM2G016677"	2.98810379317934
"GRMZM2G016705"	-0.12529986566842
"GRMZM2G016707"	-0.27166428705648
"GRMZM2G016720"	0
"GRMZM2G016722"	0
"GRMZM2G016727"	0
"GRMZM2G016732"	0
"GRMZM2G016734"	-0.366134625787428
"GRMZM2G016738"	0
"GRMZM2G016741"	0
"GRMZM2G016744"	0
"GRMZM2G016749"	0.264967975960743
"GRMZM2G016754"	0
"GRMZM2G016756"	-4.81752879514315
"GRMZM2G016774"	-0.715632939822267
"GRMZM2G016777"	1.69699239850218
"GRMZM2G016802"	-1.47388495882548
"GRMZM2G016805"	-1.04895612049173
"GRMZM2G016817"	-0.700854361194198
"GRMZM2G016819"	-3.13195597337299
"GRMZM2G016827"	-1.09478789535164
"GRMZM2G016836"	2.44282418718601
"GRMZM2G016841"	-0.67057103393804
"GRMZM2G016844"	0.419104266987141
"GRMZM2G016845"	-2.52824054325951
"GRMZM2G016855"	0
"GRMZM2G016858"	-5.87580093429311
"GRMZM2G016861"	0
"GRMZM2G016866"	-1.31093346720711
"GRMZM2G016875"	-0.702308807082151
"GRMZM2G016878"	-0.347346478635074
"GRMZM2G016886"	0.447325880436957
"GRMZM2G016890"	-0.82407367195107
"GRMZM2G016892"	0.468043582539432
"GRMZM2G016894"	-2.00909687561207
"GRMZM2G016915"	0
"GRMZM2G016922"	-2.18542200727257
"GRMZM2G016923"	-4.1954743647843
"GRMZM2G016926"	0.8467333626383
"GRMZM2G016928"	0.0452416642679719
"GRMZM2G016930"	-1.36377394864622
"GRMZM2G016933"	-3.00723566857115
"GRMZM2G016936"	0
"GRMZM2G016939"	-3.34254956057258
"GRMZM2G016941"	0
"GRMZM2G016948"	-1.74367275163271
"GRMZM2G016958"	0.523083092660795
"GRMZM2G016971"	0
"GRMZM2G016973"	0
"GRMZM2G016990"	0
"GRMZM2G016992"	0
"GRMZM2G016997"	1.70636730788555
"GRMZM2G016999"	-2.18542200727257
"GRMZM2G017001"	2.96743143307675
"GRMZM2G017008"	0
"GRMZM2G017010"	0
"GRMZM2G017011"	0
"GRMZM2G017013"	-2.6166697830794
"GRMZM2G017016"	-0.40939964741387
"GRMZM2G017022"	-2.48233973067927
"GRMZM2G017026"	0
"GRMZM2G017031"	-0.209018256086453
"GRMZM2G017033"	0
"GRMZM2G017044"	-3.21723898525372
"GRMZM2G017045"	0.356456864088039
"GRMZM2G017047"	-5.83893074655042
"GRMZM2G017052"	0
"GRMZM2G017054"	0
"GRMZM2G017060"	0
"GRMZM2G017068"	0
"GRMZM2G017077"	0.64644921536142
"GRMZM2G017080"	1.03594393122166
"GRMZM2G017081"	-0.255501563964088
"GRMZM2G017086"	-0.139246449576043
"GRMZM2G017087"	-2.96821153137695
"GRMZM2G017089"	-0.631052135021111
"GRMZM2G017091"	-2.18578571685146
"GRMZM2G017103"	0
"GRMZM2G017106"	0
"GRMZM2G017110"	0.0259011359931416
"GRMZM2G017113"	-2.02534659588243
"GRMZM2G017116"	0
"GRMZM2G017137"	0
"GRMZM2G017142"	-3.8267424481555
"GRMZM2G017145"	0.237239368223055
"GRMZM2G017148"	-0.886363249188683
"GRMZM2G017157"	0
"GRMZM2G017159"	-0.25346347345364
"GRMZM2G017164"	-2.47775408322062
"GRMZM2G017170"	0
"GRMZM2G017186"	-0.527570931379869
"GRMZM2G017187"	-0.451329757981444
"GRMZM2G017193"	-0.896884164512662
"GRMZM2G017197"	-4.02367548178817
"GRMZM2G017204"	-2.96731814242897
"GRMZM2G017223"	-2.16164365107503
"GRMZM2G017229"	-5.57450897822707
"GRMZM2G017232"	0
"GRMZM2G017237"	0
"GRMZM2G017244"	-2.177041263196
"GRMZM2G017249"	-1.30078024453564
"GRMZM2G017254"	0.0180590517169641
"GRMZM2G017257"	-0.908538381100468
"GRMZM2G017266"	-0.416285876385375
"GRMZM2G017268"	-5.19626757120025
"GRMZM2G017269"	0.623004618987223
"GRMZM2G017271"	0
"GRMZM2G017285"	1.66945301105246
"GRMZM2G017290"	1.70996012414634
"GRMZM2G017299"	-3.51701716900302
"GRMZM2G017305"	0.244513074197132
"GRMZM2G017318"	0
"GRMZM2G017319"	-0.406069074775633
"GRMZM2G017321"	0
"GRMZM2G017324"	0
"GRMZM2G017326"	1.24120248385465
"GRMZM2G017328"	0
"GRMZM2G017329"	-0.181642145825463
"GRMZM2G017334"	-5.92654103323348
"GRMZM2G017337"	0
"GRMZM2G017340"	1.09685372698626
"GRMZM2G017349"	-2.15414074909569
"GRMZM2G017351"	0.138382468860559
"GRMZM2G017355"	1.16715637974387
"GRMZM2G017365"	0.63399787412555
"GRMZM2G017368"	-2.07859514562157
"GRMZM2G017382"	-2.1113781335225
"GRMZM2G017384"	-0.859481227900517
"GRMZM2G017386"	-2.03923567838241
"GRMZM2G017388"	-1.23452108815679
"GRMZM2G017393"	1.69713018301882
"GRMZM2G017397"	0
"GRMZM2G017400"	2.40867315055479
"GRMZM2G017404"	-0.695809755407143
"GRMZM2G017405"	-1.4698379260338
"GRMZM2G017409"	-0.590245188169426
"GRMZM2G017411"	-1.31498121238726
"GRMZM2G017414"	-2.88723858690144
"GRMZM2G017416"	0
"GRMZM2G017418"	0
"GRMZM2G017419"	-0.141965173024784
"GRMZM2G017421"	-1.09933665394415
"GRMZM2G017426"	-1.07076165884269
"GRMZM2G017429"	1.42937923454055
"GRMZM2G017460"	-0.219139833668935
"GRMZM2G017470"	-6.11740198184497
"GRMZM2G017474"	2.94134879970988
"GRMZM2G017486"	-0.901604020075677
"GRMZM2G017520"	-2.53060516418963
"GRMZM2G017522"	-3.13941395026426
"GRMZM2G017525"	-1.08806261945706
"GRMZM2G017528"	0
"GRMZM2G017532"	0.247679520978427
"GRMZM2G017533"	-5.18765134421328
"GRMZM2G017536"	0
"GRMZM2G017537"	0.0908357097585293
"GRMZM2G017550"	0
"GRMZM2G017555"	0
"GRMZM2G017557"	-2.31441697294885
"GRMZM2G017578"	-0.139761309835833
"GRMZM2G017584"	0.117404787576638
"GRMZM2G017586"	-0.0779091228413421
"GRMZM2G017593"	0.295338867302936
"GRMZM2G017603"	-2.68234836338442
"GRMZM2G017606"	1.19953912232133
"GRMZM2G017607"	-2.18543098880007
"GRMZM2G017616"	-5.68186144873536
"GRMZM2G017624"	-3.38614533414006
"GRMZM2G017629"	0
"GRMZM2G017634"	-0.310283173909636
"GRMZM2G017636"	-0.530226108313876
"GRMZM2G017643"	0
"GRMZM2G017647"	0.408235664676787
"GRMZM2G017654"	-6.3097984350396
"GRMZM2G017663"	0
"GRMZM2G017666"	-4.82341111278302
"GRMZM2G017670"	-5.30874871751707
"GRMZM2G017671"	-1.68990969634577
"GRMZM2G017678"	-2.70354116670423
"GRMZM2G017682"	-1.62922573652188
"GRMZM2G017685"	1.40110602335828
"GRMZM2G017692"	0
"GRMZM2G017695"	-0.293581575884505
"GRMZM2G017703"	0
"GRMZM2G017709"	-4.70474382114373
"GRMZM2G017719"	0
"GRMZM2G017730"	-3.94900073177607
"GRMZM2G017739"	-1.50094589597577
"GRMZM2G017741"	-0.839965459706121
"GRMZM2G017752"	0
"GRMZM2G017754"	-0.41207925464208
"GRMZM2G017759"	0
"GRMZM2G017761"	0
"GRMZM2G017772"	0
"GRMZM2G017780"	2.4412434054833
"GRMZM2G017784"	-3.27707886778222
"GRMZM2G017789"	-1.9235300439918
"GRMZM2G017792"	-0.593019864217348
"GRMZM2G017793"	0
"GRMZM2G017802"	0
"GRMZM2G017804"	-0.0971806332165725
"GRMZM2G017805"	-2.52253101133334
"GRMZM2G017809"	-2.11473174133501
"GRMZM2G017815"	-2.05762422670353
"GRMZM2G017817"	0
"GRMZM2G017821"	-0.575874381458837
"GRMZM2G017831"	-0.286095732616594
"GRMZM2G017835"	-0.568885120615042
"GRMZM2G017845"	-1.23396558710194
"GRMZM2G017847"	-0.0595081278964725
"GRMZM2G017849"	0
"GRMZM2G017852"	0
"GRMZM2G017853"	1.8121051255457
"GRMZM2G017856"	0.546126779917792
"GRMZM2G017862"	0
"GRMZM2G017865"	-0.879546326005555
"GRMZM2G017868"	-1.20322473205583
"GRMZM2G017869"	0
"GRMZM2G017882"	-1.97076243621473
"GRMZM2G017894"	-1.87691580066232
"GRMZM2G017897"	0
"GRMZM2G017901"	0
"GRMZM2G017921"	0
"GRMZM2G017923"	-1.03265941057412
"GRMZM2G017925"	-2.25798804770948
"GRMZM2G017933"	-1.60888339266252
"GRMZM2G017940"	-0.710987253058357
"GRMZM2G017941"	-0.444957775823463
"GRMZM2G017957"	0.597368927661533
"GRMZM2G017959"	0
"GRMZM2G017961"	-0.0421424127498227
"GRMZM2G017966"	-2.29724090208989
"GRMZM2G017977"	1.88104228827537
"GRMZM2G017982"	-2.88879805981112
"GRMZM2G017984"	0
"GRMZM2G017991"	0.390222278865937
"GRMZM2G018000"	0
"GRMZM2G018004"	1.75887189994152
"GRMZM2G018006"	0.18769826702625
"GRMZM2G018018"	4.46986009970909
"GRMZM2G018020"	-0.612707500993204
"GRMZM2G018022"	1.64336719951261
"GRMZM2G018027"	-1.28051101113783
"GRMZM2G018030"	-0.912739673528016
"GRMZM2G018037"	0
"GRMZM2G018044"	0
"GRMZM2G018046"	0
"GRMZM2G018048"	0
"GRMZM2G018059"	-4.55687397284662
"GRMZM2G018062"	-3.21806517040313
"GRMZM2G018070"	1.69325453732629
"GRMZM2G018074"	-0.425273188703612
"GRMZM2G018080"	-0.618393882029816
"GRMZM2G018082"	-4.76651355534045
"GRMZM2G018088"	-3.22382513052416
"GRMZM2G018099"	0
"GRMZM2G018103"	-0.489310181152052
"GRMZM2G018105"	-2.12756585803705
"GRMZM2G018108"	-2.008631439933
"GRMZM2G018121"	0
"GRMZM2G018126"	-0.736621764506628
"GRMZM2G018138"	-3.55308886685732
"GRMZM2G018142"	-6.3490872946637
"GRMZM2G018143"	2.53256470331858
"GRMZM2G018146"	0.94797163707317
"GRMZM2G018148"	0
"GRMZM2G018150"	1.1724562488196
"GRMZM2G018162"	0
"GRMZM2G018166"	0
"GRMZM2G018177"	-0.222341254836823
"GRMZM2G018189"	-1.02106636070122
"GRMZM2G018193"	0
"GRMZM2G018197"	-9.06899345940033
"GRMZM2G018204"	0
"GRMZM2G018206"	0
"GRMZM2G018212"	0
"GRMZM2G018217"	0.144118195845333
"GRMZM2G018223"	-1.70953077224501
"GRMZM2G018228"	0.459268065127312
"GRMZM2G018229"	-0.654472501296484
"GRMZM2G018238"	0
"GRMZM2G018241"	-7.54517406565425
"GRMZM2G018243"	1.64289410095536
"GRMZM2G018245"	1.71681173665295
"GRMZM2G018251"	-1.40677760591366
"GRMZM2G018254"	-3.67545811213493
"GRMZM2G018262"	-2.1397170136338
"GRMZM2G018274"	0
"GRMZM2G018275"	3.78862551555388
"GRMZM2G018280"	-3.51106291005129
"GRMZM2G018281"	0.208054094920325
"GRMZM2G018309"	0
"GRMZM2G018314"	0
"GRMZM2G018318"	0
"GRMZM2G018336"	0
"GRMZM2G018353"	0
"GRMZM2G018356"	-1.27193241648824
"GRMZM2G018366"	-4.17287987907651
"GRMZM2G018369"	2.12306292555565
"GRMZM2G018372"	0
"GRMZM2G018375"	1.35191003732098
"GRMZM2G018385"	-1.06539372214185
"GRMZM2G018392"	0
"GRMZM2G018398"	-0.437936506566769
"GRMZM2G018403"	0.606514116053481
"GRMZM2G018410"	0
"GRMZM2G018414"	-0.434617039296941
"GRMZM2G018416"	-1.54916330710349
"GRMZM2G018417"	0.370682620928275
"GRMZM2G018424"	-5.05658769854495
"GRMZM2G018436"	-6.39508534642938
"GRMZM2G018441"	-0.498885188231186
"GRMZM2G018447"	0.041720332234643
"GRMZM2G018450"	0.289140754234797
"GRMZM2G018462"	-0.377968533847308
"GRMZM2G018464"	1.71696179285124
"GRMZM2G018472"	0
"GRMZM2G018484"	-0.253222769265853
"GRMZM2G018485"	-2.15414944069413
"GRMZM2G018487"	-1.28708987639299
"GRMZM2G018499"	0
"GRMZM2G018508"	-0.24717321694618
"GRMZM2G018514"	0
"GRMZM2G018523"	0.187729268117139
"GRMZM2G018527"	0
"GRMZM2G018530"	0
"GRMZM2G018553"	0
"GRMZM2G018558"	-3.54722716021912
"GRMZM2G018566"	-2.77875292068728
"GRMZM2G018573"	-2.74439343435645
"GRMZM2G018578"	0
"GRMZM2G018579"	-0.38110529997064
"GRMZM2G018586"	0.929102923336265
"GRMZM2G018589"	0
"GRMZM2G018593"	0
"GRMZM2G018595"	-1.00774025882682
"GRMZM2G018605"	0
"GRMZM2G018607"	-0.622954184207454
"GRMZM2G018612"	-4.6345934732927
"GRMZM2G018615"	0
"GRMZM2G018619"	-0.411400440394903
"GRMZM2G018627"	-0.828876686982583
"GRMZM2G018631"	-2.38125346455416
"GRMZM2G018637"	0
"GRMZM2G018646"	0
"GRMZM2G018647"	0
"GRMZM2G018649"	-4.40216387751711
"GRMZM2G018652"	0
"GRMZM2G018664"	0
"GRMZM2G018666"	0
"GRMZM2G018667"	0
"GRMZM2G018670"	0
"GRMZM2G018673"	-0.499677073037107
"GRMZM2G018678"	0.552712276473472
"GRMZM2G018686"	0
"GRMZM2G018688"	0
"GRMZM2G018689"	-0.790927767983188
"GRMZM2G018692"	0
"GRMZM2G018695"	0.134781026788324
"GRMZM2G018697"	-0.101185022201146
"GRMZM2G018706"	1.09868135186874
"GRMZM2G018707"	0
"GRMZM2G018712"	0.330126693660114
"GRMZM2G018716"	2.40378880391015
"GRMZM2G018721"	-2.1847444349538
"GRMZM2G018728"	-0.0780311021423677
"GRMZM2G018746"	0
"GRMZM2G018756"	0
"GRMZM2G018757"	-5.84506552106503
"GRMZM2G018760"	-4.12161800782406
"GRMZM2G018770"	-0.902629704325757
"GRMZM2G018771"	-0.281217396775673
"GRMZM2G018775"	-6.47986897247063
"GRMZM2G018780"	0.201023694654881
"GRMZM2G018782"	0
"GRMZM2G018786"	0.245940327818367
"GRMZM2G018793"	-1.27738390536962
"GRMZM2G018798"	-1.5497268173992
"GRMZM2G018800"	-0.503326150541487
"GRMZM2G018806"	-0.39213955001439
"GRMZM2G018813"	-2.44172764881718
"GRMZM2G018820"	-4.18448106521016
"GRMZM2G018822"	-2.16383226599345
"GRMZM2G018823"	-3.80253545166667
"GRMZM2G018837"	-0.11426192160657
"GRMZM2G018849"	-1.05140519690594
"GRMZM2G018855"	1.66949003999198
"GRMZM2G018868"	-5.14447824027577
"GRMZM2G018869"	-2.41737179587874
"GRMZM2G018873"	-0.162407059237446
"GRMZM2G018876"	-6.8565659356863
"GRMZM2G018885"	-3.15781688752
"GRMZM2G018901"	0.849737568140868
"GRMZM2G018923"	-0.0635730370843131
"GRMZM2G018926"	-1.11796295693164
"GRMZM2G018929"	-0.318121362190721
"GRMZM2G018939"	-3.67190432119721
"GRMZM2G018941"	0.627757967212576
"GRMZM2G018943"	0.723961336174373
"GRMZM2G018946"	0
"GRMZM2G018947"	0.437750052649624
"GRMZM2G018950"	-4.71058726590317
"GRMZM2G018951"	0.460825012241491
"GRMZM2G018954"	0
"GRMZM2G018955"	-2.06951383105179
"GRMZM2G018959"	0
"GRMZM2G018962"	-0.540897985587025
"GRMZM2G018971"	-0.425951102040633
"GRMZM2G018974"	0
"GRMZM2G018976"	-2.18509850078736
"GRMZM2G018984"	-1.81246828314783
"GRMZM2G018988"	-6.38447355087812
"GRMZM2G018990"	0
"GRMZM2G018992"	0
"GRMZM2G019006"	0.662518017213779
"GRMZM2G019018"	-3.3078808040851
"GRMZM2G019019"	0
"GRMZM2G019026"	0
"GRMZM2G019027"	0
"GRMZM2G019029"	-2.19243343232606
"GRMZM2G019039"	0
"GRMZM2G019050"	-3.84716367098337
"GRMZM2G019051"	0.496888807760624
"GRMZM2G019056"	0.182046184160645
"GRMZM2G019060"	0
"GRMZM2G019071"	0
"GRMZM2G019075"	0
"GRMZM2G019084"	-0.377746860513515
"GRMZM2G019085"	0
"GRMZM2G019090"	0
"GRMZM2G019095"	0
"GRMZM2G019106"	-0.121419207459603
"GRMZM2G019119"	-1.93667903406409
"GRMZM2G019121"	-1.22156134343276
"GRMZM2G019144"	-3.38407504996204
"GRMZM2G019150"	0
"GRMZM2G019166"	-0.254887331608791
"GRMZM2G019171"	-1.78595933499064
"GRMZM2G019173"	-0.357646973252967
"GRMZM2G019177"	-0.46345258815221
"GRMZM2G019180"	1.1048907764891
"GRMZM2G019183"	-1.50453447616215
"GRMZM2G019185"	-1.59363824821654
"GRMZM2G019187"	0
"GRMZM2G019197"	0
"GRMZM2G019200"	-0.238406210999312
"GRMZM2G019207"	0
"GRMZM2G019209"	-2.28841240386291
"GRMZM2G019225"	-3.27838568323657
"GRMZM2G019236"	-0.979999061915555
"GRMZM2G019239"	0
"GRMZM2G019243"	0
"GRMZM2G019246"	-1.08687873124007
"GRMZM2G019251"	0.146919157534397
"GRMZM2G019257"	0.230693169879939
"GRMZM2G019260"	-1.7564002968195
"GRMZM2G019266"	-3.89433970861943
"GRMZM2G019267"	-1.0581803298321
"GRMZM2G019274"	0
"GRMZM2G019280"	-0.473998302750717
"GRMZM2G019284"	-0.745751747838758
"GRMZM2G019291"	-0.43717296601524
"GRMZM2G019307"	-0.98233743057326
"GRMZM2G019312"	0
"GRMZM2G019314"	-3.82097538493943
"GRMZM2G019317"	-1.30315062614915
"GRMZM2G019325"	-0.303262363731901
"GRMZM2G019328"	-0.609697905058534
"GRMZM2G019335"	-0.281626609640878
"GRMZM2G019338"	-2.18543098880007
"GRMZM2G019340"	0
"GRMZM2G019342"	0
"GRMZM2G019353"	1.88047217995687
"GRMZM2G019356"	0
"GRMZM2G019358"	-1.32158463001579
"GRMZM2G019359"	-1.44968396593708
"GRMZM2G019361"	-0.0378593502862176
"GRMZM2G019363"	1.21670020124382
"GRMZM2G019367"	0
"GRMZM2G019373"	0.260701002856933
"GRMZM2G019383"	0
"GRMZM2G019386"	0.112583363958285
"GRMZM2G019391"	-4.00548179200265
"GRMZM2G019393"	0
"GRMZM2G019398"	0
"GRMZM2G019404"	-0.507500864946204
"GRMZM2G019411"	-3.62429821799418
"GRMZM2G019413"	-2.98835153218173
"GRMZM2G019419"	3.21767947707087
"GRMZM2G019430"	-2.9954927402811
"GRMZM2G019434"	-1.27228365803735
"GRMZM2G019437"	-1.62361058589639
"GRMZM2G019443"	0
"GRMZM2G019446"	-0.367658252137544
"GRMZM2G019450"	-1.0157053603183
"GRMZM2G019456"	0
"GRMZM2G019468"	2.46181143338184
"GRMZM2G019491"	0
"GRMZM2G019500"	-7.45196386741123
"GRMZM2G019501"	-1.57053483838735
"GRMZM2G019510"	1.71817302056953
"GRMZM2G019515"	-0.00194028489243315
"GRMZM2G019532"	1.71695992303103
"GRMZM2G019538"	0.579166711339669
"GRMZM2G019553"	-0.63441025702705
"GRMZM2G019562"	-2.15938967986722
"GRMZM2G019567"	-0.389458014420929
"GRMZM2G019571"	-0.87864771180892
"GRMZM2G019574"	0
"GRMZM2G019578"	0
"GRMZM2G019583"	0
"GRMZM2G019586"	1.69626332494379
"GRMZM2G019591"	-2.23188364859033
"GRMZM2G019596"	0.13936102941064
"GRMZM2G019597"	-1.25146291253463
"GRMZM2G019612"	3.58474062866861
"GRMZM2G019619"	-1.42525364301791
"GRMZM2G019621"	0
"GRMZM2G019626"	0
"GRMZM2G019639"	1.50639531228378
"GRMZM2G019641"	-2.69839719610054
"GRMZM2G019644"	0
"GRMZM2G019648"	0
"GRMZM2G019651"	0
"GRMZM2G019666"	-2.52744392279364
"GRMZM2G019673"	-0.707674906889065
"GRMZM2G019681"	1.55091471343335
"GRMZM2G019686"	-3.29764509758709
"GRMZM2G019688"	-2.93612870143312
"GRMZM2G019689"	-3.88996841034696
"GRMZM2G019695"	-0.377891099084354
"GRMZM2G019708"	0
"GRMZM2G019721"	0.530781075682444
"GRMZM2G019734"	0
"GRMZM2G019738"	-0.273357767394834
"GRMZM2G019740"	0
"GRMZM2G019742"	0
"GRMZM2G019744"	-1.00453773567107
"GRMZM2G019746"	-0.129447168046458
"GRMZM2G019760"	0
"GRMZM2G019771"	-3.79016607646388
"GRMZM2G019777"	-0.951501087785517
"GRMZM2G019783"	-0.871860897373507
"GRMZM2G019799"	-2.97304983380094
"GRMZM2G019806"	-2.29831697137076
"GRMZM2G019807"	1.24092321309247
"GRMZM2G019810"	-0.434905735784819
"GRMZM2G019812"	0.228714998524661
"GRMZM2G019817"	0
"GRMZM2G019819"	-2.52738370396457
"GRMZM2G019833"	0
"GRMZM2G019838"	0.0681045169667041
"GRMZM2G019859"	0
"GRMZM2G019863"	-0.705290536053649
"GRMZM2G019866"	7.00791503775983
"GRMZM2G019868"	1.71695992303103
"GRMZM2G019872"	2.21786766633791
"GRMZM2G019874"	-2.93043283843996
"GRMZM2G019876"	1.33499130406817
"GRMZM2G019879"	-1.42665055670448
"GRMZM2G019894"	0
"GRMZM2G019898"	0
"GRMZM2G019901"	0.283310053696476
"GRMZM2G019905"	0
"GRMZM2G019907"	-1.26218664573992
"GRMZM2G019912"	-5.6130037723866
"GRMZM2G019916"	-2.14904550334383
"GRMZM2G019919"	-2.29555316018136
"GRMZM2G019923"	-2.50520262441742
"GRMZM2G019926"	-0.61123984223384
"GRMZM2G019929"	0
"GRMZM2G019945"	2.4176473519455
"GRMZM2G019956"	0
"GRMZM2G019958"	-1.02922280901111
"GRMZM2G019961"	0
"GRMZM2G019965"	0
"GRMZM2G019971"	-0.770590606771995
"GRMZM2G019974"	-2.91196278873323
"GRMZM2G019979"	0.256220195955634
"GRMZM2G019986"	-2.65955659545094
"GRMZM2G019991"	-1.28101015714589
"GRMZM2G019993"	0
"GRMZM2G019996"	0
"GRMZM2G019999"	-0.6334359975656
"GRMZM2G020002"	-1.20215972624145
"GRMZM2G020008"	-1.5265032643792
"GRMZM2G020014"	0
"GRMZM2G020016"	-1.17664376650412
"GRMZM2G020034"	-1.13243011234151
"GRMZM2G020040"	-1.60301302836626
"GRMZM2G020043"	-3.17588229640764
"GRMZM2G020054"	0.764785809855761
"GRMZM2G020066"	0
"GRMZM2G020073"	-2.55775994404607
"GRMZM2G020081"	-1.0861431912286
"GRMZM2G020091"	-1.83352136606205
"GRMZM2G020096"	-1.19511089668268
"GRMZM2G020098"	-0.266629265090581
"GRMZM2G020100"	0
"GRMZM2G020104"	-2.15037791317581
"GRMZM2G020106"	0
"GRMZM2G020126"	0
"GRMZM2G020130"	0
"GRMZM2G020131"	0
"GRMZM2G020135"	0
"GRMZM2G020140"	0.628602172766392
"GRMZM2G020142"	-0.601103380003959
"GRMZM2G020146"	-1.15133586403214
