""	"LMD_S14.vs.total_S14"
"GRMZM2G094127"	0
"GRMZM2G094158"	-0.858749863377944
"GRMZM2G094159"	-3.38683223969536
"GRMZM2G094165"	-0.636564584025643
"GRMZM2G094168"	-2.24145273626694
"GRMZM2G094189"	0
"GRMZM2G094210"	-0.808233398347987
"GRMZM2G094224"	0.0611546762211044
"GRMZM2G094236"	2.4176473519455
"GRMZM2G094240"	0.373229796021612
"GRMZM2G094241"	0
"GRMZM2G094252"	0.34072184698764
"GRMZM2G094255"	-0.53395870445383
"GRMZM2G094269"	0
"GRMZM2G094273"	-0.36848958928545
"GRMZM2G094286"	0
"GRMZM2G094296"	0
"GRMZM2G094300"	0
"GRMZM2G094304"	-3.26797518705516
"GRMZM2G094309"	0
"GRMZM2G094322"	0
"GRMZM2G094328"	0
"GRMZM2G094350"	0
"GRMZM2G094352"	-3.35727904965959
"GRMZM2G094353"	-1.39320164422461
"GRMZM2G094356"	-2.02856364293244
"GRMZM2G094360"	0
"GRMZM2G094375"	0
"GRMZM2G094388"	0.642923297831351
"GRMZM2G094390"	-0.0169070592119363
"GRMZM2G094396"	-0.515652017030627
"GRMZM2G094398"	-3.91360085519551
"GRMZM2G094404"	0
"GRMZM2G094418"	-4.59115906187017
"GRMZM2G094428"	-3.02777033787489
"GRMZM2G094444"	-0.0329147218764782
"GRMZM2G094452"	-0.125310165385342
"GRMZM2G094473"	0
"GRMZM2G094490"	4.28052655280567
"GRMZM2G094497"	-0.77226968240276
"GRMZM2G094500"	-1.66599921284159
"GRMZM2G094510"	-0.284612091523685
"GRMZM2G094514"	0
"GRMZM2G094523"	0
"GRMZM2G094526"	0.452967619804028
"GRMZM2G094532"	0.182149194582593
"GRMZM2G094535"	0
"GRMZM2G094541"	-0.44223981289976
"GRMZM2G094543"	2.2168753954816
"GRMZM2G094558"	-0.639214999044899
"GRMZM2G094563"	0
"GRMZM2G094579"	-1.31229640084214
"GRMZM2G094581"	-6.47185193692114
"GRMZM2G094586"	-1.7810319248431
"GRMZM2G094589"	-1.48540142024838
"GRMZM2G094592"	-2.16755487436491
"GRMZM2G094595"	-0.140675226519662
"GRMZM2G094599"	-1.70601019831165
"GRMZM2G094602"	1.28045363472964
"GRMZM2G094614"	-3.60661266043186
"GRMZM2G094620"	0
"GRMZM2G094632"	0.12874246793604
"GRMZM2G094639"	1.6575813993221
"GRMZM2G094641"	0
"GRMZM2G094655"	-0.0745008042662072
"GRMZM2G094662"	-0.156931503201042
"GRMZM2G094664"	-4.38957199417364
"GRMZM2G094666"	-2.44179829888908
"GRMZM2G094692"	0
"GRMZM2G094698"	-0.38670468560769
"GRMZM2G094699"	-8.14908890006929
"GRMZM2G094703"	0
"GRMZM2G094705"	-0.229959297209379
"GRMZM2G094712"	-1.78925355573478
"GRMZM2G094713"	0
"GRMZM2G094716"	0
"GRMZM2G094723"	-0.946553806618307
"GRMZM2G094736"	3.23454156032599
"GRMZM2G094738"	-5.02037222302549
"GRMZM2G094742"	0.391908043567873
"GRMZM2G094744"	0
"GRMZM2G094757"	0
"GRMZM2G094762"	0
"GRMZM2G094765"	-2.18477634649179
"GRMZM2G094768"	-3.82930833362467
"GRMZM2G094771"	-2.00276239186685
"GRMZM2G094781"	-1.87661824082797
"GRMZM2G094783"	0
"GRMZM2G094792"	-6.38347070556175
"GRMZM2G094808"	-1.55614528282357
"GRMZM2G094811"	0
"GRMZM2G094828"	-2.18509414318326
"GRMZM2G094831"	-0.241139097755578
"GRMZM2G094837"	0
"GRMZM2G094850"	1.662779076922
"GRMZM2G094856"	0
"GRMZM2G094860"	0
"GRMZM2G094863"	1.31745202925888
"GRMZM2G094867"	-0.574254171804838
"GRMZM2G094871"	-0.662442930978603
"GRMZM2G094873"	0
"GRMZM2G094879"	0.348814634304034
"GRMZM2G094884"	-1.09305641491972
"GRMZM2G094886"	0
"GRMZM2G094892"	-3.65530951489633
"GRMZM2G094893"	-2.50168811294444
"GRMZM2G094900"	-4.65425579500301
"GRMZM2G094928"	-4.12105982706927
"GRMZM2G094934"	0
"GRMZM2G094935"	-2.99204693655284
"GRMZM2G094937"	-2.15831401919561
"GRMZM2G094939"	-0.262749394795809
"GRMZM2G094941"	0
"GRMZM2G094944"	0
"GRMZM2G094951"	-3.72636878322374
"GRMZM2G094955"	-1.53833706738624
"GRMZM2G094959"	-1.97970924205542
"GRMZM2G094978"	0.0767989117997167
"GRMZM2G094988"	1.06843823342216
"GRMZM2G094990"	0.810583219237639
"GRMZM2G094996"	-3.68038528509115
"GRMZM2G094999"	0
"GRMZM2G095005"	-1.89805743876275
"GRMZM2G095020"	-4.45338978373382
"GRMZM2G095025"	-2.5501937926154
"GRMZM2G095037"	-0.958650257874225
"GRMZM2G095039"	-1.00192684274009
"GRMZM2G095043"	-1.04856658508215
"GRMZM2G095068"	-2.21294779823398
"GRMZM2G095069"	-3.21770903358995
"GRMZM2G095078"	0.457134938385042
"GRMZM2G095082"	-1.14484824294062
"GRMZM2G095084"	-0.900905225904146
"GRMZM2G095090"	-0.107693610801778
"GRMZM2G095094"	2.41926271386646
"GRMZM2G095095"	0
"GRMZM2G095104"	-0.904919751820966
"GRMZM2G095114"	0.682984697775524
"GRMZM2G095115"	0
"GRMZM2G095124"	-1.05919433078356
"GRMZM2G095126"	-2.75445989445746
"GRMZM2G095141"	-0.303483531985591
"GRMZM2G095144"	-3.22672581545942
"GRMZM2G095147"	0.836391767548573
"GRMZM2G095164"	-2.59186105097551
"GRMZM2G095185"	-2.32495289922909
"GRMZM2G095194"	-3.62381209371936
"GRMZM2G095201"	0.735118714086782
"GRMZM2G095204"	0
"GRMZM2G095206"	-1.51470206445245
"GRMZM2G095209"	-0.878305070861959
"GRMZM2G095211"	-0.301588446178969
"GRMZM2G095219"	-2.77925200370285
"GRMZM2G095239"	-0.0594162793779497
"GRMZM2G095244"	0
"GRMZM2G095252"	-0.806952495409474
"GRMZM2G095254"	0
"GRMZM2G095255"	0
"GRMZM2G095261"	2.42623726940858
"GRMZM2G095265"	0
"GRMZM2G095280"	-3.48807557565085
"GRMZM2G095286"	0
"GRMZM2G095287"	2.40854044147726
"GRMZM2G095289"	0
"GRMZM2G095299"	-0.0707276564496805
"GRMZM2G095302"	-3.60551000144693
"GRMZM2G095305"	0.184069169699755
"GRMZM2G095308"	-0.217415436139579
"GRMZM2G095318"	-2.52812628138787
"GRMZM2G095322"	0
"GRMZM2G095323"	-0.577184507740661
"GRMZM2G095326"	-5.191573283203
"GRMZM2G095327"	0
"GRMZM2G095331"	-5.0693816842205
"GRMZM2G095333"	0.017642962255183
"GRMZM2G095337"	0
"GRMZM2G095340"	0
"GRMZM2G095348"	-0.342361511711269
"GRMZM2G095350"	-3.67616299810178
"GRMZM2G095354"	0
"GRMZM2G095363"	1.0021739354123
"GRMZM2G095366"	0
"GRMZM2G095372"	0
"GRMZM2G095382"	1.6615034063726
"GRMZM2G095384"	0
"GRMZM2G095389"	2.88734327317931
"GRMZM2G095392"	-0.502493323989841
"GRMZM2G095397"	-2.0682003040328
"GRMZM2G095400"	-0.242953837197147
"GRMZM2G095404"	-3.98849778557955
"GRMZM2G095406"	0
"GRMZM2G095411"	-2.36801298669481
"GRMZM2G095415"	0
"GRMZM2G095421"	0
"GRMZM2G095441"	0
"GRMZM2G095452"	0
"GRMZM2G095462"	0
"GRMZM2G095464"	-2.85961713969902
"GRMZM2G095469"	0
"GRMZM2G095489"	0
"GRMZM2G095492"	-3.08060807669767
"GRMZM2G095510"	-1.46112332762537
"GRMZM2G095511"	0.151017780212603
"GRMZM2G095519"	0
"GRMZM2G095523"	0
"GRMZM2G095525"	0
"GRMZM2G095534"	-0.665144581470815
"GRMZM2G095535"	0
"GRMZM2G095538"	-3.67790682681091
"GRMZM2G095540"	0.365037158162929
"GRMZM2G095541"	-1.07629508135105
"GRMZM2G095552"	-1.41880366261784
"GRMZM2G095562"	-0.834315442088398
"GRMZM2G095568"	0
"GRMZM2G095576"	1.64263324881789
"GRMZM2G095579"	-0.276714518414509
"GRMZM2G095588"	-1.26518871171398
"GRMZM2G095593"	0.595276808919366
"GRMZM2G095595"	0.0139994175029538
"GRMZM2G095598"	2.53916762518544
"GRMZM2G095611"	0.137549043806551
"GRMZM2G095616"	-1.70029749449273
"GRMZM2G095628"	0
"GRMZM2G095631"	-0.4655699776056
"GRMZM2G095634"	-1.16093740040782
"GRMZM2G095636"	0
"GRMZM2G095643"	1.66941930215761
"GRMZM2G095646"	0
"GRMZM2G095648"	0
"GRMZM2G095655"	-3.67968441061913
"GRMZM2G095657"	0.347539926102074
"GRMZM2G095663"	0
"GRMZM2G095666"	0
"GRMZM2G095670"	1.11724888159871
"GRMZM2G095689"	0.353793837072215
"GRMZM2G095695"	-1.73785432497287
"GRMZM2G095698"	-1.5087579520997
"GRMZM2G095699"	-2.47853130484647
"GRMZM2G095701"	1.14711452423621
"GRMZM2G095709"	-3.44569822151854
"GRMZM2G095724"	-6.79424029528774
"GRMZM2G095725"	3.38594869678689
"GRMZM2G095727"	-0.808705255977668
"GRMZM2G095732"	0
"GRMZM2G095744"	0
"GRMZM2G095757"	-0.500624090088326
"GRMZM2G095763"	-0.625564434042902
"GRMZM2G095772"	0
"GRMZM2G095778"	-0.239165979491931
"GRMZM2G095782"	0.388746549518256
"GRMZM2G095786"	0.618323772798848
"GRMZM2G095792"	0
"GRMZM2G095798"	1.66590024903562
"GRMZM2G095806"	0.00485900323476058
"GRMZM2G095807"	-1.7844395690297
"GRMZM2G095810"	-0.111980074000133
"GRMZM2G095811"	-5.2984998102397
"GRMZM2G095822"	0
"GRMZM2G095826"	2.17061502470584
"GRMZM2G095839"	0.930797725957517
"GRMZM2G095851"	-2.95508567288855
"GRMZM2G095861"	-2.23517166299319
"GRMZM2G095863"	1.29544507112159
"GRMZM2G095865"	-0.718846399075564
"GRMZM2G095868"	-2.53045483348434
"GRMZM2G095873"	-0.0233771479068464
"GRMZM2G095887"	-0.75898306695003
"GRMZM2G095892"	0
"GRMZM2G095895"	0
"GRMZM2G095898"	3.3977399374498
"GRMZM2G095899"	0
"GRMZM2G095904"	-1.86859007108709
"GRMZM2G095905"	-6.86733446824514
"GRMZM2G095915"	0
"GRMZM2G095921"	-1.26993326767229
"GRMZM2G095924"	-0.542274431503112
"GRMZM2G095931"	-0.938509428999581
"GRMZM2G095961"	0
"GRMZM2G095964"	0.259154071379753
"GRMZM2G095968"	1.34246114519632
"GRMZM2G095969"	-1.76872528012649
"GRMZM2G095982"	-0.199926927464267
"GRMZM2G095989"	0.510856251522215
"GRMZM2G095992"	0
"GRMZM2G096002"	0
"GRMZM2G096008"	-4.73414873529382
"GRMZM2G096010"	-1.28176228292561
"GRMZM2G096016"	3.8273527801609
"GRMZM2G096020"	-1.73485355805143
"GRMZM2G096026"	0
"GRMZM2G096029"	-2.19127004882608
"GRMZM2G096036"	0.187729268117139
"GRMZM2G096037"	0.70995422389158
"GRMZM2G096048"	2.97702443952002
"GRMZM2G096051"	-0.962128113066001
"GRMZM2G096064"	0
"GRMZM2G096070"	-0.280090183170801
"GRMZM2G096082"	-5.44344764333723
"GRMZM2G096086"	0
"GRMZM2G096088"	2.86731521301872
"GRMZM2G096090"	-4.52673324105534
"GRMZM2G096092"	-1.90793790591996
"GRMZM2G096100"	0
"GRMZM2G096106"	-4.82172872640196
"GRMZM2G096107"	-1.32486627229873
"GRMZM2G096115"	-3.16999540440933
"GRMZM2G096118"	0
"GRMZM2G096121"	0
"GRMZM2G096123"	0.967697785902108
"GRMZM2G096135"	1.45742944410039
"GRMZM2G096140"	0
"GRMZM2G096143"	-6.83171114807698
"GRMZM2G096146"	0
"GRMZM2G096153"	0.42118699032209
"GRMZM2G096161"	0
"GRMZM2G096165"	0.281324185710147
"GRMZM2G096169"	-0.735630475394557
"GRMZM2G096171"	-0.505477069303036
"GRMZM2G096174"	-2.18578571685146
"GRMZM2G096184"	0.0778767486287038
"GRMZM2G096193"	0
"GRMZM2G096204"	0
"GRMZM2G096205"	-2.42958647412573
"GRMZM2G096211"	-0.61256701513067
"GRMZM2G096228"	-0.732725551291276
"GRMZM2G096231"	2.59472847955109
"GRMZM2G096234"	0
"GRMZM2G096240"	-1.36956931060199
"GRMZM2G096241"	0.880957233444536
"GRMZM2G096247"	1.70750451427236
"GRMZM2G096249"	0
"GRMZM2G096252"	-2.62964634496227
"GRMZM2G096256"	0
"GRMZM2G096261"	0.448176525335184
"GRMZM2G096264"	0
"GRMZM2G096265"	0
"GRMZM2G096268"	-1.78546794130942
"GRMZM2G096269"	3.25579047198565
"GRMZM2G096271"	0
"GRMZM2G096279"	0
"GRMZM2G096281"	0
"GRMZM2G096300"	-3.79422321842493
"GRMZM2G096302"	-2.19163795231765
"GRMZM2G096303"	-1.46330300868774
"GRMZM2G096331"	-4.02744064152358
"GRMZM2G096343"	-0.285410937114714
"GRMZM2G096348"	0
"GRMZM2G096352"	-1.15358649214525
"GRMZM2G096355"	-2.52062273709418
"GRMZM2G096358"	0.684998891638367
"GRMZM2G096363"	-0.127678624354198
"GRMZM2G096365"	-0.897864439477927
"GRMZM2G096367"	-4.43202197443689
"GRMZM2G096370"	-6.46723812969451
"GRMZM2G096372"	-1.18850419239332
"GRMZM2G096389"	-0.969149631709463
"GRMZM2G096391"	0.469772254094542
"GRMZM2G096395"	-0.461597483154318
"GRMZM2G096398"	0
"GRMZM2G096401"	0
"GRMZM2G096403"	0
"GRMZM2G096407"	1.22541820522272
"GRMZM2G096412"	-2.27446554265914
"GRMZM2G096416"	0
"GRMZM2G096422"	1.69330145582527
"GRMZM2G096424"	0.0301223224915517
"GRMZM2G096426"	0
"GRMZM2G096427"	0
"GRMZM2G096431"	0
"GRMZM2G096435"	-3.17803806079949
"GRMZM2G096448"	-1.72845786077892
"GRMZM2G096454"	0
"GRMZM2G096458"	1.89022076205366
"GRMZM2G096464"	-0.442222428732623
"GRMZM2G096470"	-2.20520528721595
"GRMZM2G096475"	-3.23921530485054
"GRMZM2G096480"	-0.740892374521749
"GRMZM2G096486"	-0.449466538842014
"GRMZM2G096491"	-0.0375901135176019
"GRMZM2G096509"	0
"GRMZM2G096518"	0
"GRMZM2G096525"	0
"GRMZM2G096534"	0
"GRMZM2G096546"	-2.55024686009351
"GRMZM2G096548"	-0.195893143060216
"GRMZM2G096553"	0
"GRMZM2G096577"	1.88593660936791
"GRMZM2G096585"	-0.378865525587574
"GRMZM2G096591"	-0.956433496639233
"GRMZM2G096596"	-2.78357218497151
"GRMZM2G096600"	-5.19274126125399
"GRMZM2G096602"	-0.488572709305666
"GRMZM2G096604"	0.870932946661859
"GRMZM2G096610"	-0.367765860571823
"GRMZM2G096622"	-1.14816807194733
"GRMZM2G096647"	-0.805539834326707
"GRMZM2G096653"	3.61055749747848
"GRMZM2G096655"	1.02606289199685
"GRMZM2G096662"	-5.70146159649822
"GRMZM2G096663"	-0.699211252268947
"GRMZM2G096665"	-3.0147676785136
"GRMZM2G096675"	0
"GRMZM2G096680"	0
"GRMZM2G096682"	-1.84412622012853
"GRMZM2G096683"	-2.26617567343848
"GRMZM2G096686"	0
"GRMZM2G096688"	0
"GRMZM2G096690"	0
"GRMZM2G096693"	1.66396284122998
"GRMZM2G096695"	0.0616854296168999
"GRMZM2G096704"	0
"GRMZM2G096705"	-0.915668917562698
"GRMZM2G096709"	-1.21898517732303
"GRMZM2G096713"	0
"GRMZM2G096717"	-0.492934561572546
"GRMZM2G096745"	0
"GRMZM2G096753"	-0.97856443863438
"GRMZM2G096759"	-0.146112143933986
"GRMZM2G096764"	-0.56152067091507
"GRMZM2G096779"	0
"GRMZM2G096783"	0
"GRMZM2G096792"	-1.01267147254711
"GRMZM2G096802"	-1.19053840638061
"GRMZM2G096806"	-2.03099683830166
"GRMZM2G096812"	0
"GRMZM2G096814"	-3.19206318819033
"GRMZM2G096815"	-0.484756816122553
"GRMZM2G096824"	0.000134852577083729
"GRMZM2G096831"	1.44558759557129
"GRMZM2G096858"	1.64289410095536
"GRMZM2G096868"	0
"GRMZM2G096876"	0
"GRMZM2G096877"	-0.489489486059863
"GRMZM2G096886"	-5.08569969141408
"GRMZM2G096897"	0
"GRMZM2G096902"	1.66949003999198
"GRMZM2G096904"	-1.62163207624392
"GRMZM2G096905"	0
"GRMZM2G096907"	0
"GRMZM2G096909"	-0.899884568871272
"GRMZM2G096920"	-0.394897631343063
"GRMZM2G096944"	-1.43864825921827
"GRMZM2G096946"	-1.57541668238069
"GRMZM2G096952"	-0.653641719831733
"GRMZM2G096958"	-0.0694423497791629
"GRMZM2G096962"	-1.18056253553349
"GRMZM2G096965"	0
"GRMZM2G096972"	-1.11682973555388
"GRMZM2G096984"	-3.35206650802485
"GRMZM2G096988"	2.45858117946858
"GRMZM2G096996"	-3.19743040003945
"GRMZM2G097015"	0.563117126271949
"GRMZM2G097021"	0.388864213207339
"GRMZM2G097030"	0
"GRMZM2G097032"	1.42464928329757
"GRMZM2G097034"	0
"GRMZM2G097037"	0
"GRMZM2G097040"	0.318018851356388
"GRMZM2G097043"	-3.42198557512314
"GRMZM2G097048"	0
"GRMZM2G097050"	0
"GRMZM2G097052"	-3.22077265309112
"GRMZM2G097053"	0
"GRMZM2G097059"	0
"GRMZM2G097064"	3.28387607035868
"GRMZM2G097068"	0.23937531462793
"GRMZM2G097072"	0
"GRMZM2G097075"	-1.20944029797394
"GRMZM2G097078"	-1.20986414273409
"GRMZM2G097081"	-3.81783728708165
"GRMZM2G097084"	0
"GRMZM2G097085"	0
"GRMZM2G097089"	-0.850269986560599
"GRMZM2G097098"	0.114135493718234
"GRMZM2G097103"	0.1270259651414
"GRMZM2G097106"	0.244697531966085
"GRMZM2G097109"	0.117845010625389
"GRMZM2G097113"	0
"GRMZM2G097116"	0.906147362432051
"GRMZM2G097122"	0
"GRMZM2G097129"	-0.20634555176087
"GRMZM2G097132"	0
"GRMZM2G097135"	-1.88312787536655
"GRMZM2G097137"	0
"GRMZM2G097141"	0.779133773243465
"GRMZM2G097144"	3.11666252486906
"GRMZM2G097164"	0.835661913859614
"GRMZM2G097170"	-1.51127847472567
"GRMZM2G097180"	1.47835912569686
"GRMZM2G097182"	0
"GRMZM2G097188"	0
"GRMZM2G097190"	-1.02740271822759
"GRMZM2G097207"	-0.835295964333142
"GRMZM2G097226"	-4.29769549568522
"GRMZM2G097229"	0
"GRMZM2G097240"	0
"GRMZM2G097245"	0
"GRMZM2G097249"	-1.01566944995499
"GRMZM2G097253"	-2.90109133926343
"GRMZM2G097258"	-2.27078196401781
"GRMZM2G097270"	-3.15655908512076
"GRMZM2G097275"	-0.597480704884439
"GRMZM2G097277"	-2.71797646441038
"GRMZM2G097282"	-0.655120165729276
"GRMZM2G097283"	0.0627162616378732
"GRMZM2G097286"	0
"GRMZM2G097289"	-2.24201095965713
"GRMZM2G097297"	0
"GRMZM2G097313"	0
"GRMZM2G097316"	0
"GRMZM2G097340"	0
"GRMZM2G097342"	-2.19164745576884
"GRMZM2G097349"	0.424841301406287
"GRMZM2G097353"	0
"GRMZM2G097364"	1.03395633539964
"GRMZM2G097381"	0
"GRMZM2G097395"	-0.735019044750668
"GRMZM2G097401"	0
"GRMZM2G097404"	-2.13032292549028
"GRMZM2G097406"	0
"GRMZM2G097410"	-2.1813569839398
"GRMZM2G097417"	0
"GRMZM2G097421"	-0.777404274091019
"GRMZM2G097426"	0.838017204443859
"GRMZM2G097434"	-2.57816209857178
"GRMZM2G097444"	0
"GRMZM2G097454"	0
"GRMZM2G097456"	-4.62777505670116
"GRMZM2G097457"	-1.20092542367022
"GRMZM2G097468"	-2.16708307026759
"GRMZM2G097469"	-2.48721100806662
"GRMZM2G097481"	0
"GRMZM2G097483"	0
"GRMZM2G097493"	0
"GRMZM2G097499"	-0.372689360899899
"GRMZM2G097502"	-2.46937149631717
"GRMZM2G097504"	-0.0814153303165382
"GRMZM2G097505"	-2.93403737144738
"GRMZM2G097509"	-4.28521155814498
"GRMZM2G097511"	0
"GRMZM2G097515"	0
"GRMZM2G097520"	0
"GRMZM2G097524"	0
"GRMZM2G097527"	0
"GRMZM2G097533"	0
"GRMZM2G097568"	0.769473876273165
"GRMZM2G097571"	-2.70342481753138
"GRMZM2G097573"	1.8535946117005
"GRMZM2G097589"	0
"GRMZM2G097592"	2.4176473519455
"GRMZM2G097593"	-3.95969218162698
"GRMZM2G097605"	-0.840189497851462
"GRMZM2G097607"	-3.58665534496546
"GRMZM2G097618"	1.71696053043386
"GRMZM2G097620"	0.329855408066937
"GRMZM2G097623"	0
"GRMZM2G097626"	2.34596098989293
"GRMZM2G097628"	0
"GRMZM2G097636"	0
"GRMZM2G097638"	0
"GRMZM2G097640"	0.247076583754444
"GRMZM2G097641"	-0.382515323045181
"GRMZM2G097647"	0
"GRMZM2G097651"	0
"GRMZM2G097653"	0
"GRMZM2G097659"	0
"GRMZM2G097662"	-1.34261084336166
"GRMZM2G097669"	0
"GRMZM2G097674"	-0.178211602889458
"GRMZM2G097681"	0
"GRMZM2G097683"	0
"GRMZM2G097688"	1.64289410095536
"GRMZM2G097691"	0
"GRMZM2G097694"	0
"GRMZM2G097699"	0
"GRMZM2G097704"	-1.15809419071769
"GRMZM2G097706"	-4.30701581407065
"GRMZM2G097718"	0
"GRMZM2G097719"	0
"GRMZM2G097726"	-0.0720310248389528
"GRMZM2G097728"	-0.670159288374832
"GRMZM2G097736"	2.86684356657485
"GRMZM2G097738"	-4.8990165289187
"GRMZM2G097739"	-0.930256674693584
"GRMZM2G097743"	0
"GRMZM2G097746"	-0.88736776852973
"GRMZM2G097747"	-4.41572061495934
"GRMZM2G097750"	0
"GRMZM2G097756"	0.345270532962782
"GRMZM2G097766"	6.41204713156444
"GRMZM2G097768"	-0.800138879004573
"GRMZM2G097770"	0
"GRMZM2G097775"	-1.8759668700219
"GRMZM2G097788"	-3.89677522861492
"GRMZM2G097789"	0.837404125045096
"GRMZM2G097795"	0
"GRMZM2G097802"	0.876652249235157
"GRMZM2G097804"	-0.695319576263376
"GRMZM2G097805"	-6.17728499173486
"GRMZM2G097808"	-2.96821153137695
"GRMZM2G097812"	-0.299947209076013
"GRMZM2G097813"	3.25801833020988
"GRMZM2G097820"	0.863204752203214
"GRMZM2G097821"	-0.0708617232330674
"GRMZM2G097827"	-5.6593581638083
"GRMZM2G097841"	-1.86829483980369
"GRMZM2G097843"	-4.16703261281233
"GRMZM2G097846"	0
"GRMZM2G097848"	0.805897349369447
"GRMZM2G097851"	0
"GRMZM2G097854"	-3.92509562714618
"GRMZM2G097856"	0
"GRMZM2G097858"	0
"GRMZM2G097872"	-2.18473995814284
"GRMZM2G097878"	-0.137581578621596
"GRMZM2G097880"	0
"GRMZM2G097884"	3.52579846966704
"GRMZM2G097896"	-0.491565204498734
"GRMZM2G097898"	-0.152167985354184
"GRMZM2G097900"	-0.105425077421013
"GRMZM2G097904"	0
"GRMZM2G097916"	-0.58122333457823
"GRMZM2G097926"	-0.00744217672912457
"GRMZM2G097929"	0
"GRMZM2G097934"	0
"GRMZM2G097955"	0.125270333618163
"GRMZM2G097959"	0.238687700566743
"GRMZM2G097967"	-1.21469653672215
"GRMZM2G097972"	-0.218211525033487
"GRMZM2G097976"	0
"GRMZM2G097977"	-0.643699866501474
"GRMZM2G097981"	-0.55839083318707
"GRMZM2G097983"	-0.408900262881154
"GRMZM2G097987"	0.00949627996116016
"GRMZM2G097989"	-0.663706009033254
"GRMZM2G097995"	0.00477730175198657
"GRMZM2G098006"	0
"GRMZM2G098011"	-0.654817040584763
"GRMZM2G098015"	-0.0440822764885319
"GRMZM2G098031"	-6.0028153779772
"GRMZM2G098037"	-2.18477205282167
"GRMZM2G098039"	-0.131908068375762
"GRMZM2G098042"	-1.29868865849855
"GRMZM2G098047"	0
"GRMZM2G098056"	0
"GRMZM2G098058"	-0.55800065622083
"GRMZM2G098061"	0
"GRMZM2G098063"	-2.18475748488139
"GRMZM2G098076"	-5.23806522152329
"GRMZM2G098078"	-3.89339429472509
"GRMZM2G098079"	-0.414716689659887
"GRMZM2G098084"	0.600369166596589
"GRMZM2G098088"	-2.12213029581308
"GRMZM2G098099"	2.94582303795225
"GRMZM2G098102"	0
"GRMZM2G098107"	0
"GRMZM2G098128"	0
"GRMZM2G098129"	-2.52559576876924
"GRMZM2G098153"	-0.668968401183518
"GRMZM2G098167"	0.77270038384818
"GRMZM2G098174"	-1.16112187013345
"GRMZM2G098175"	0
"GRMZM2G098179"	-2.25882788401507
"GRMZM2G098182"	0
"GRMZM2G098187"	-5.5797257386864
"GRMZM2G098203"	0
"GRMZM2G098208"	-0.842216074882334
"GRMZM2G098209"	0
"GRMZM2G098212"	-1.66214335560144
"GRMZM2G098214"	0.145872022660617
"GRMZM2G098215"	-3.67734670640668
"GRMZM2G098218"	0
"GRMZM2G098226"	0
"GRMZM2G098227"	-0.0108667384673928
"GRMZM2G098236"	-1.59223782927296
"GRMZM2G098237"	0.425281896933388
"GRMZM2G098239"	0
"GRMZM2G098250"	-4.91999839878997
"GRMZM2G098253"	0
"GRMZM2G098255"	-4.33132230722357
"GRMZM2G098260"	-4.41496048520021
"GRMZM2G098278"	-4.71790683001476
"GRMZM2G098279"	-7.70412086704216
"GRMZM2G098290"	-0.0430898002208462
"GRMZM2G098298"	-0.871340739356533
"GRMZM2G098301"	-2.48730409670635
"GRMZM2G098305"	-1.231180165775
"GRMZM2G098314"	0
"GRMZM2G098319"	0
"GRMZM2G098326"	0
"GRMZM2G098331"	-0.562032073063799
"GRMZM2G098333"	0
"GRMZM2G098335"	-0.587920031917268
"GRMZM2G098346"	-1.0702054290429
"GRMZM2G098347"	0
"GRMZM2G098355"	0
"GRMZM2G098368"	0
"GRMZM2G098370"	-1.06425764424722
"GRMZM2G098377"	0
"GRMZM2G098391"	0
"GRMZM2G098397"	-1.25208339465142
"GRMZM2G098401"	0
"GRMZM2G098410"	0
"GRMZM2G098413"	0
"GRMZM2G098415"	0
"GRMZM2G098420"	-0.191299915723448
"GRMZM2G098423"	0.452197569871271
"GRMZM2G098434"	-1.65777866768166
"GRMZM2G098438"	0
"GRMZM2G098442"	-1.84083477032966
"GRMZM2G098443"	0
"GRMZM2G098460"	0.430962086549831
"GRMZM2G098468"	0
"GRMZM2G098474"	2.79390128099812
"GRMZM2G098483"	0
"GRMZM2G098494"	-1.56023734262159
"GRMZM2G098496"	-0.132209660766322
"GRMZM2G098517"	-1.57731231330274
"GRMZM2G098520"	1.53999068011317
"GRMZM2G098527"	-0.589424926955267
"GRMZM2G098542"	0
"GRMZM2G098545"	-0.701495833107502
"GRMZM2G098557"	-1.70054327537947
"GRMZM2G098568"	1.75025549661351
"GRMZM2G098569"	-1.00760791643381
"GRMZM2G098577"	-2.36912531476138
"GRMZM2G098583"	-1.52340574667445
"GRMZM2G098588"	0
"GRMZM2G098594"	-3.67881013931473
"GRMZM2G098596"	-6.49571036816214
"GRMZM2G098603"	-0.895134580042579
"GRMZM2G098606"	-1.70760672957596
"GRMZM2G098622"	-3.27947000340473
"GRMZM2G098637"	-1.3797396202059
"GRMZM2G098643"	-3.24935850083331
"GRMZM2G098648"	-0.166507659380783
"GRMZM2G098656"	-4.81637805617473
"GRMZM2G098662"	-3.67673682634075
"GRMZM2G098667"	0.00562316060000743
"GRMZM2G098674"	-5.29697648661443
"GRMZM2G098676"	-0.99193016020107
"GRMZM2G098677"	-7.35976782830324
"GRMZM2G098679"	-3.3131415312554
"GRMZM2G098696"	-2.35905594277626
"GRMZM2G098697"	-1.79337655344087
"GRMZM2G098704"	0
"GRMZM2G098712"	-1.96635752386571
"GRMZM2G098714"	0
"GRMZM2G098721"	1.00245856536458
"GRMZM2G098731"	0
"GRMZM2G098739"	0.243583736680362
"GRMZM2G098744"	0
"GRMZM2G098747"	-2.86216837031564
