""	"Tausta_2014.M.Section_4.1"	"Tausta_2014.M.Section_4.2"	"Tausta_2014.M.Section_9.1"	"Tausta_2014.M.Section_9.2"	"Tausta_2014.M.Section_14.1"	"Tausta_2014.M.Section_14.2"	"Tausta_2014.BS.Section_4.1"	"Tausta_2014.BS.Section_4.2"	"Tausta_2014.BS.Section_9.1"	"Tausta_2014.BS.Section_9.2"	"Tausta_2014.BS.Section_14.1"	"Tausta_2014.BS.Section_14.2"
"GRMZM5G834335"	22	18	123	116	210	163	40	34	104	74	83	91
"GRMZM5G834344"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834345"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834354"	0	0	0	0	1	0	1	0	0	0	1	0
"GRMZM5G834377"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834380"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834385"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834386"	2	2	5	11	1	1	6	8	6	6	2	0
"GRMZM5G834387"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834421"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834439"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834455"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834458"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834459"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM5G834462"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834469"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834477"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834495"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834507"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834518"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834532"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834539"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834544"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834553"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834560"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834566"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834568"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834593"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834595"	0	0	0	1	0	0	0	0	0	0	1	0
"GRMZM5G834596"	69	115	277	296	113	89	167	199	993	221	54	63
"GRMZM5G834604"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834605"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834658"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834666"	4	0	5	5	4	1	15	10	12	1	3	6
"GRMZM5G834669"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834679"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834691"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834697"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834702"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834734"	0	3	3	6	0	1	1	2	0	7	1	1
"GRMZM5G834737"	2	0	0	0	0	3	10	10	2	2	0	0
"GRMZM5G834747"	0	0	0	0	2	1	0	0	0	0	5	4
"GRMZM5G834758"	875	803	606	681	1320	1228	1267	1249	1998	1753	608	576
"GRMZM5G834759"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834778"	4	8	18	14	0	0	10	5	9	15	0	0
"GRMZM5G834795"	0	0	0	0	0	0	0	0	0	1	1	0
"GRMZM5G834813"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834825"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834830"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834833"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834837"	0	0	1	2	1	0	0	3	0	0	1	0
"GRMZM5G834842"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G834869"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834874"	0	1	0	0	0	2	0	1	0	0	6	6
"GRMZM5G834883"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834894"	73	94	257	232	162	139	110	101	136	146	66	86
"GRMZM5G834897"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834908"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834941"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834942"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834952"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834983"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834992"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834995"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835031"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835034"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835036"	3	4	3	4	2	1	1	3	2	5	2	1
"GRMZM5G835039"	3	4	6	5	6	4	13	9	25	27	4	6
"GRMZM5G835064"	23	17	100	105	19	20	36	32	18	16	5	0
"GRMZM5G835074"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835117"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835118"	16	10	8	13	11	4	28	21	3	13	5	7
"GRMZM5G835128"	169	81	51	59	5	3	26	34	8	7	0	2
"GRMZM5G835157"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835161"	245	238	602	592	227	176	373	256	1100	791	163	459
"GRMZM5G835196"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835207"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835213"	14	17	90	86	68	54	14	17	74	73	71	100
"GRMZM5G835222"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835235"	240	217	3660	3075	1934	1604	379	230	1859	2632	701	893
"GRMZM5G835264"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835269"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835276"	1	0	0	0	0	0	0	3	1	0	0	0
"GRMZM5G835278"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835286"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835291"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835309"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835312"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835323"	365	352	1917	1760	1759	1321	673	609	4537	3627	1887	2587
"GRMZM5G835330"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835362"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835364"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835373"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835378"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835409"	1	0	1	0	0	0	0	1	0	0	0	0
"GRMZM5G835413"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835418"	0	1	7	7	4	4	3	0	5	7	1	3
"GRMZM5G835433"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835451"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835452"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835463"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835477"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835516"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G835530"	45	42	168	210	84	68	43	66	207	190	40	49
"GRMZM5G835542"	24	40	91	81	159	207	32	44	109	119	128	155
"GRMZM5G835553"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835561"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835562"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835585"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835587"	1	6	22	18	5	6	0	0	136	85	21	35
"GRMZM5G835621"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835623"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835625"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G835629"	8	7	3	0	3	1	10	4	0	0	2	0
"GRMZM5G835634"	0	0	6	2	3	4	1	0	6	2	6	5
"GRMZM5G835658"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835671"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835672"	0	0	0	0	5	0	0	0	0	0	18	15
"GRMZM5G835677"	4680	7123	46261	49494	14206	15162	7980	7610	55908	38302	14342	22614
"GRMZM5G835684"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835691"	2	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G835704"	18	15	24	19	99	48	68	84	150	123	151	265
"GRMZM5G835721"	0	0	1	1	2	0	2	0	2	0	2	2
"GRMZM5G835736"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835747"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835772"	2	1	12	8	3	3	7	5	10	11	1	0
"GRMZM5G835775"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835779"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835781"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835794"	1	0	1	0	0	0	0	0	9	0	0	1
"GRMZM5G835806"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835810"	13	18	62	48	36	19	36	20	27	33	25	33
"GRMZM5G835835"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835858"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835873"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835877"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835903"	25	14	27	15	13	24	11	7	21	17	6	8
"GRMZM5G835904"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835910"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835920"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835933"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835958"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835985"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G835987"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836025"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836028"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836038"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836069"	5	8	43	45	0	0	9	12	43	34	0	0
"GRMZM5G836079"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836102"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836113"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G836128"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836141"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836144"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836157"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836162"	18	40	130	81	51	34	41	38	101	143	49	50
"GRMZM5G836166"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836167"	50	60	209	248	176	176	103	109	280	261	147	169
"GRMZM5G836174"	41	62	2131	2250	1215	985	23	17	2705	2138	532	589
"GRMZM5G836182"	231	321	1343	1091	1290	1284	705	623	3886	2994	1573	2530
"GRMZM5G836187"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM5G836190"	0	1	0	2	7	4	3	1	1	0	2	0
"GRMZM5G836205"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836222"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM5G836230"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836233"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836250"	3321	4545	30124	30750	8422	6811	2183	2016	13065	10344	3360	3691
"GRMZM5G836276"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836285"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836291"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836296"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836302"	0	1	0	2	2	2	8	19	87	59	15	15
"GRMZM5G836308"	2	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G836309"	0	0	0	1	1	0	2	2	1	0	0	0
"GRMZM5G836320"	1	3	2	3	3	3	0	0	3	7	6	2
"GRMZM5G836322"	0	0	0	0	0	0	2	0	3	2	0	0
"GRMZM5G836325"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836332"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G836338"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836341"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836342"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836353"	30	23	11	14	39	22	17	8	1	0	26	26
"GRMZM5G836376"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836378"	40	34	118	116	125	59	33	25	78	109	41	36
"GRMZM5G836389"	0	0	0	6	0	0	0	0	0	1	0	0
"GRMZM5G836406"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836424"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836426"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836429"	2	3	1	4	6	10	2	1	4	5	4	2
"GRMZM5G836444"	0	1	6	3	0	0	0	1	0	0	0	0
"GRMZM5G836454"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836460"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G836466"	3	4	5	0	6	4	5	4	0	0	2	0
"GRMZM5G836471"	51	84	177	147	90	80	67	52	165	127	51	51
"GRMZM5G836475"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836493"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G836500"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836501"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836516"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836539"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836544"	0	1	1	2	0	1	1	0	1	0	2	3
"GRMZM5G836567"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G836571"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM5G836588"	18	18	95	84	20	15	20	17	11	19	11	4
"GRMZM5G836606"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836610"	2	0	0	1	0	0	0	0	0	4	0	0
"GRMZM5G836628"	64	44	133	111	46	21	28	36	134	138	32	33
"GRMZM5G836644"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G836649"	1	1	3	0	0	0	1	0	0	0	0	2
"GRMZM5G836669"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836674"	0	0	0	1	1	0	0	0	1	0	0	0
"GRMZM5G836683"	0	1	4	6	0	0	9	8	3	3	0	0
"GRMZM5G836729"	0	0	1	3	0	0	0	1	2	1	1	0
"GRMZM5G836746"	0	0	0	1	1	0	1	0	0	0	0	1
"GRMZM5G836760"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836762"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G836767"	0	0	0	1	2	0	1	0	0	0	0	0
"GRMZM5G836786"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836807"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836810"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836814"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836824"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836827"	0	0	2	1	0	1	0	0	0	0	0	0
"GRMZM5G836834"	0	0	0	0	0	0	0	1	1	0	0	0
"GRMZM5G836844"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G836845"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836853"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836873"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836879"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836886"	0	0	1	3	2	2	0	1	0	0	0	0
"GRMZM5G836893"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM5G836897"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G836901"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836910"	5406	6334	37937	39691	12512	10366	2241	2088	10891	11476	3992	2672
"GRMZM5G836915"	1	2	0	1	0	1	4	5	0	0	0	0
"GRMZM5G836939"	25	19	42	59	42	35	53	28	124	49	39	40
"GRMZM5G836962"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836975"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836977"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G836984"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836990"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G836994"	22	14	39	34	6	2	17	9	18	12	2	10
"GRMZM5G837015"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837018"	9	6	21	17	6	3	5	2	5	4	3	5
"GRMZM5G837022"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837044"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837058"	25	32	135	101	64	27	41	61	68	83	24	40
"GRMZM5G837084"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837108"	889	848	1111	992	814	511	3001	2721	3765	4055	879	1208
"GRMZM5G837113"	0	0	2	0	0	3	0	0	0	1	0	0
"GRMZM5G837123"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837130"	0	2	0	0	0	0	9	1	0	2	0	0
"GRMZM5G837137"	0	0	2	0	0	0	1	0	0	0	0	0
"GRMZM5G837145"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837151"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837170"	44	64	151	129	104	86	54	60	178	203	80	81
"GRMZM5G837194"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837210"	6	12	40	50	7	10	20	28	52	53	33	54
"GRMZM5G837217"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837220"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837251"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837263"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837268"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837271"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837289"	6	2	12	10	1	4	3	4	0	4	0	3
"GRMZM5G837290"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837300"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G837318"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G837325"	0	0	0	0	0	1	0	0	2	0	0	0
"GRMZM5G837341"	1	0	0	0	0	0	1	1	0	1	1	1
"GRMZM5G837351"	0	0	1	0	0	0	0	0	1	0	0	0
"GRMZM5G837364"	23	25	56	61	73	51	29	31	55	65	59	141
"GRMZM5G837379"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837381"	0	0	0	1	1	1	0	0	1	0	0	0
"GRMZM5G837421"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837428"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837440"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837443"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837445"	21	18	51	52	3	5	31	41	206	29	6	3
"GRMZM5G837448"	0	0	0	0	4	0	0	0	0	0	3	2
"GRMZM5G837461"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G837476"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM5G837483"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837526"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837528"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837538"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM5G837542"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837555"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837563"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837568"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837572"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837589"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837595"	0	2	1	1	0	0	1	0	0	0	1	1
"GRMZM5G837606"	1	0	0	0	2	1	0	0	21	5	16	17
"GRMZM5G837621"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837626"	113	146	291	244	215	170	166	159	169	179	108	95
"GRMZM5G837651"	0	0	1	0	0	0	0	0	0	0	0	1
"GRMZM5G837663"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837664"	0	0	0	0	0	0	1	0	1	0	0	0
"GRMZM5G837673"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837682"	0	1	0	0	0	0	0	1	0	0	0	0
"GRMZM5G837685"	0	1	0	0	7	13	3	1	0	0	1	0
"GRMZM5G837689"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837690"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837720"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837732"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837739"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837754"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837822"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837838"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837841"	43	60	162	157	45	58	41	49	98	96	29	19
"GRMZM5G837869"	30	31	156	154	50	43	24	16	33	67	46	53
"GRMZM5G837872"	0	0	0	0	1	0	0	1	0	0	0	0
"GRMZM5G837876"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837898"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837932"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837955"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837962"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G837969"	1	0	1	0	0	0	1	0	0	1	0	0
"GRMZM5G837981"	0	0	0	0	0	0	0	0	0	0	7	8
"GRMZM5G837999"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838006"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838054"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838060"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838081"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838085"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G838094"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838098"	1	2	0	1	19	5	0	0	0	0	4	1
"GRMZM5G838100"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838134"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838137"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838140"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G838145"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838147"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838148"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838152"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838157"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838180"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838196"	586	624	2049	2579	256	405	2865	2229	8188	7821	1053	1972
"GRMZM5G838226"	5	19	28	32	6	6	13	19	20	25	3	11
"GRMZM5G838285"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838291"	2	0	6	9	0	0	1	1	0	5	0	0
"GRMZM5G838294"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838308"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838319"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838329"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838333"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838352"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G838367"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838388"	1	1	3	0	1	2	1	0	2	0	0	0
"GRMZM5G838396"	251	83	287	253	27	45	68	119	112	64	11	25
"GRMZM5G838403"	24	22	132	100	53	53	35	30	92	63	29	49
"GRMZM5G838410"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838413"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838414"	17	16	18	27	14	7	21	14	20	23	18	12
"GRMZM5G838419"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838420"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G838422"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G838433"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838435"	12	9	28	18	7	5	3	12	5	7	3	2
"GRMZM5G838475"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM5G838496"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838499"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G838511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838530"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838554"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838579"	0	0	0	1	1	0	0	0	0	2	0	1
"GRMZM5G838585"	1	1	1	0	0	0	0	0	0	0	0	0
"GRMZM5G838592"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM5G838638"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G838666"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838671"	51	58	230	204	22	20	86	91	151	182	16	7
"GRMZM5G838684"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838715"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G838727"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838732"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G838754"	5	8	43	45	11	9	7	9	45	19	7	6
"GRMZM5G838773"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G838778"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G838800"	0	0	0	0	0	0	0	0	0	0	0	0
