""	"BS.S4.vs.M.S4"	"BS.S9.vs.M.S9"	"BS.S14.vs.M.S14"
"AC211707.4_FG005"	0	0	0
"AC211735.5_FG008"	0	0	0
"AC211736.3_FG003"	0	0	0
"AC211737.3_FG012"	-5.707537154904	-2.22880540274978	-1.23024907628669
"AC211738.4_FG005"	0	0	0
"AC211740.3_FG005"	0	0	0
"AC211744.4_FG001"	0	0	0
"AC211744.4_FG002"	0	0	0
"AC211746.3_FG006"	0	0	0
"AC211749.4_FG007"	0	0	0
"AC211751.4_FG002"	0	0	0
"AC211753.5_FG001"	0	0	0
"AC211756.4_FG001"	0	0	0
"AC211758.4_FG005"	0	0	0
"AC211762.4_FG002"	0	-0.00340152575165717	2.68733893158491
"AC211762.4_FG003"	0	1.7042837093729	0
"AC211764.3_FG006"	0	0	0
"AC211764.3_FG010"	0	0	-0.0354142901473059
"AC211764.3_FG012"	0	0	0
"AC211785.2_FG003"	0	0	0
"AC211786.3_FG003"	2.0379063966585	-0.837212829822107	-2.6910190242808
"AC211786.3_FG009"	0	0	0
"AC211862.4_FG007"	0	0	0
"AC211873.3_FG004"	0	0	0
"AC211875.4_FG003"	0	0	0
"AC211876.3_FG001"	0	0	0
"AC211876.3_FG003"	0	0	0
"AC211876.3_FG004"	0	0	0
"AC211887.3_FG001"	0	0	0
"AC211887.3_FG004"	0	0	0
"AC211887.3_FG006"	3.11211491784164	0	0
"AC211887.3_FG007"	0	0	0
"AC211889.4_FG005"	0	0	0
"AC211891.4_FG001"	0	0	0
"AC211891.4_FG002"	0	0	0
"AC211891.4_FG003"	0	0	0
"AC211892.4_FG002"	3.09039941940961	0	-2.67419067332033
"AC211894.3_FG012"	0	0	0
"AC211903.4_FG004"	0	0	0
"AC211906.4_FG001"	0	0	0
"AC211907.3_FG006"	0	0	0
"AC211907.3_FG007"	0	0	0
"AC211908.5_FG001"	0	0	0
"AC211910.4_FG005"	0	0	0
"AC211913.3_FG001"	1.69830190499082	0.780937977394565	2.69263426434706
"AC211914.3_FG002"	0	0	0
"AC211914.3_FG009"	0	0	0
"AC211915.3_FG003"	0	0	0
"AC211917.4_FG003"	0	-1.71659708450271	0
"AC211920.3_FG002"	0	0	0
"AC211921.3_FG002"	0	0	0
"AC211931.3_FG001"	0	0	0
"AC211933.4_FG001"	0	0	0
"AC211939.3_FG004"	0	0	0
"AC211940.4_FG001"	0	0	0
"AC211942.3_FG006"	3.09058468376279	0	0
"AC211945.4_FG002"	3.09058468376279	0	0
"AC211945.4_FG003"	0	0	0
"AC211955.4_FG010"	0	0	0
"AC211955.4_FG012"	3.09058468376279	0	0
"AC211959.4_FG001"	0	0	0
"AC211959.4_FG004"	0	0	0
"AC211961.3_FG010"	0	1.7042837093729	0
"AC211965.4_FG003"	0	0	0
"AC211966.3_FG007"	0	0	0
"AC211971.3_FG007"	0	0	0
"AC211972.4_FG003"	0	0	0
"AC211975.4_FG003"	0	0	0
"AC211976.4_FG001"	0	1.7042837093729	0
"AC211976.4_FG002"	0	0	0
"AC211980.3_FG008"	0	0	0
"AC211993.3_FG003"	0	0	0
"AC211995.4_FG004"	-3.26945492766371	2.47639380203914	2.63813667186864
"AC211996.4_FG001"	0	0	0
"AC211996.4_FG002"	0	0	0
"AC211996.4_FG006"	0	0	0
"AC211998.4_FG004"	0	0	0
"AC211999.3_FG002"	0	-1.71659708450271	0
"AC212000.3_FG001"	0	-1.13046815456031	0
"AC212001.2_FG005"	0	0.778571308597183	0
"AC212001.2_FG009"	-2.0550027682901	0	-2.69699250785643
"AC212014.3_FG002"	0	0	0
"AC212015.4_FG003"	0	0	0
"AC212015.4_FG006"	0	0	0
"AC212015.4_FG015"	0	0	0
"AC212016.3_FG001"	0	1.7042837093729	0
"AC212016.3_FG005"	0	1.7042837093729	0
"AC212018.4_FG004"	0	0	0
"AC212018.4_FG005"	0	0	0
"AC212020.4_FG001"	0	0	0
"AC212023.4_FG002"	0	0	0
"AC212023.4_FG004"	0	0	0
"AC212023.4_FG006"	0	1.7042837093729	0
"AC212023.4_FG007"	0	0	0
"AC212026.5_FG003"	0	0	0
"AC212030.4_FG002"	0	0	0
"AC212035.3_FG007"	0	0	0
"AC212035.3_FG008"	0	0	0
"AC212040.2_FG001"	0	0	0
"AC212040.2_FG002"	0	0	0
"AC212040.2_FG005"	0	-1.70751405837224	0
"AC212040.2_FG006"	0	0	0
"AC212040.2_FG007"	0	0	0
"AC212042.4_FG002"	0	1.72457419206718	0
"AC212044.4_FG003"	0	0	0
"AC212046.2_FG003"	0	0	0
"AC212049.3_FG004"	0	0	0
"AC212057.3_FG017"	0	0	0
"AC212068.4_FG004"	3.99562572824513	0	0
"AC212068.4_FG005"	0.432748588833839	2.18175931058855	1.09788473642665
"AC212072.3_FG010"	3.09008045476026	-2.47323837338336	-2.69258260829706
"AC212078.3_FG006"	0	0	0
"AC212083.3_FG005"	0	0	0
"AC212086.4_FG003"	0	0	0
"AC212091.3_FG007"	0	0	0
"AC212095.3_FG006"	0	0	0
"AC212097.4_FG001"	0	-1.71659708450271	0
"AC212097.4_FG004"	0	0	0
"AC212100.3_FG001"	0	0	0
"AC212102.3_FG006"	0	-1.70751405837224	0
"AC212103.3_FG002"	0	0	0
"AC212104.3_FG001"	0	0	0
"AC212104.3_FG002"	0	0	0
"AC212105.3_FG001"	0	0	0
"AC212107.3_FG004"	0	0	0
"AC212112.4_FG002"	1.30786294912065	0.0970574115949732	0.359821023990118
"AC212113.6_FG001"	0	0	2.63914905451443
"AC212114.4_FG009"	0	0	0
"AC212117.3_FG003"	0	0	0
"AC212119.3_FG001"	0	0	0
"AC212121.5_FG002"	0	0	0
"AC212122.4_FG005"	0	0	0
"AC212123.4_FG004"	0	0	0
"AC212123.4_FG006"	0	0	0
"AC212123.4_FG007"	0	0	0
"AC212123.4_FG008"	0	0	0
"AC212128.3_FG002"	0	0	0
"AC212133.3_FG001"	0	0	0
"AC212133.3_FG005"	0	0	-0.94483359051691
"AC212134.3_FG006"	0	0	0
"AC212134.3_FG009"	0	0	0
"AC212140.3_FG003"	0	0	0
"AC212144.4_FG001"	0	0	0
"AC212144.4_FG002"	0	0	0
"AC212145.4_FG002"	0	-1.71659708450271	0
"AC212150.4_FG004"	0	0	0
"AC212156.4_FG008"	0	0	0
"AC212156.4_FG009"	0	1.7042837093729	0
"AC212184.3_FG007"	0	0	0
"AC212184.3_FG009"	0	0	0
"AC212184.3_FG010"	0	0	-0.0535020994640764
"AC212185.3_FG004"	-3.26849569319121	0	0
"AC212186.3_FG003"	0	0	2.68643907657701
"AC212186.3_FG011"	0	-1.70751405837224	0
"AC212187.4_FG001"	0	-1.70751405837224	0
"AC212188.3_FG001"	0	0	0
"AC212189.3_FG003"	0	0	0
"AC212191.4_FG001"	0	0	0
"AC212192.4_FG001"	0	0	0
"AC212209.2_FG009"	0	0	0
"AC212209.2_FG010"	0	1.72457419206718	0
"AC212210.2_FG001"	0	0	0
"AC212210.2_FG003"	0	0	0
"AC212211.4_FG004"	0	0	0
"AC212214.3_FG002"	0	0	0
"AC212216.4_FG003"	0	0	0
"AC212218.3_FG006"	0	0	0
"AC212219.3_FG005"	2.04173893836449	4.38879961441087	1.30112046565346
"AC212224.4_FG003"	0	0	0
"AC212225.3_FG001"	0	0	0
"AC212225.3_FG002"	0	0	0
"AC212226.3_FG002"	0	0	0
"AC212227.3_FG006"	0	0	0
"AC212228.3_FG001"	0	0	2.68643907657701
"AC212231.3_FG002"	0	0	0
"AC212231.3_FG003"	0	-1.70751405837224	0
"AC212236.3_FG002"	0	0	0
"AC212236.3_FG004"	0	2.49504129788027	0
"AC212237.2_FG004"	0	0	0
"AC212244.4_FG004"	0	0	0
"AC212245.3_FG001"	0	0	0
"AC212276.2_FG001"	0	1.7042837093729	0
"AC212277.4_FG003"	0	0	0
"AC212279.4_FG002"	0	0	0
"AC212279.4_FG009"	0	0	0
"AC212282.2_FG008"	0	0	0
"AC212284.3_FG010"	0	0	0
"AC212284.3_FG011"	0	0	0
"AC212285.2_FG002"	0	0	0
"AC212286.3_FG007"	0	0	0
"AC212287.4_FG002"	0	0	0
"AC212289.2_FG001"	0	0	0
"AC212290.3_FG002"	0	0	0
"AC212321.4_FG001"	0	0	0
"AC212321.4_FG003"	0	0	0
"AC212321.4_FG004"	0	0	0
"AC212323.4_FG002"	0	0	0
"AC212323.4_FG005"	0	0	0
"AC212323.4_FG007"	0	0	0
"AC212323.4_FG010"	0	0	0
"AC212331.4_FG001"	0	0	-2.67434797900699
"AC212332.2_FG001"	0	0	0
"AC212332.2_FG003"	-0.959107496629952	-0.563217154237101	0
"AC212333.4_FG001"	0	0	0
"AC212333.4_FG002"	0	0	0
"AC212339.4_FG001"	0	0	0
"AC212342.3_FG001"	0	0	0
"AC212343.3_FG002"	3.11211491784164	0	0
"AC212347.3_FG002"	0	0	0
"AC212348.3_FG001"	3.09058468376279	0	0
"AC212350.3_FG005"	0	0	0
"AC212351.4_FG001"	0	0	0
"AC212351.4_FG002"	0	1.7042837093729	0
"AC212351.4_FG003"	0	0	0
"AC212353.4_FG004"	1.04995825334777	0.738448001805726	0.271452844047525
"AC212353.4_FG005"	0	0	0
"AC212353.4_FG006"	-3.26849569319121	0	0
"AC212354.3_FG002"	0	0	0
"AC212356.3_FG006"	0	1.7042837093729	0
"AC212361.3_FG010"	0	0	0
"AC212362.3_FG003"	0	0	0
"AC212365.3_FG004"	0	0	0
"AC212365.3_FG005"	0	-1.71659708450271	0
"AC212367.3_FG003"	0	0	0
"AC212369.5_FG008"	0	0	0
"AC212379.4_FG002"	0	0	0
"AC212390.3_FG004"	0	0	0
"AC212394.4_FG006"	0	0	0
"AC212394.4_FG007"	0	0	0
"AC212394.4_FG010"	0	0	0
"AC212395.1_FG002"	0	0	0
"AC212401.3_FG003"	0	-1.70751405837224	0
"AC212404.3_FG001"	0	0	0
"AC212404.3_FG004"	0	0	0
"AC212404.3_FG005"	0	0	0
"AC212404.3_FG006"	4.59845721716545	0	-2.69262370005627
"AC212405.3_FG003"	0	0	0
"AC212405.3_FG005"	0	0	0
"AC212407.3_FG010"	0	0	0
"AC212408.3_FG001"	0	0	0
"AC212409.4_FG001"	0	0	0
"AC212413.3_FG003"	0	0	0
"AC212414.3_FG005"	0	0	0
"AC212447.3_FG001"	0	0	0
"AC212448.3_FG002"	0	0	0
"AC212448.3_FG005"	0	0	0
"AC212449.4_FG001"	0	0	0
"AC212449.4_FG002"	0	0	0
"AC212449.4_FG003"	0	0	0
"AC212449.4_FG004"	0	0	0
"AC212449.4_FG006"	0	0	0
"AC212449.4_FG007"	4.0519283657191	-0.558720875574711	-3.56737934540318
"AC212451.4_FG009"	0	0	0
"AC212451.4_FG010"	-0.158974077906131	-1.66222576537887	-0.000153777846611781
"AC212453.4_FG001"	0	0	0
"AC212454.4_FG002"	0	0	0
"AC212457.3_FG001"	0	0	0
"AC212461.4_FG003"	0	0	0
"AC212463.3_FG001"	0	1.7042837093729	0
"AC212463.3_FG009"	3.11251748000598	1.70394368883925	2.68739970631443
"AC212465.3_FG002"	0	0	0
"AC212465.3_FG003"	0	0	0
"AC212465.3_FG005"	0	0	0
"AC212465.3_FG006"	0	0	0
"AC212465.3_FG014"	0	0	0
"AC212467.3_FG001"	0	0	0
"AC212472.3_FG001"	0	0	0
"AC212472.3_FG003"	0	0	0
"AC212475.4_FG001"	0	0	0
"AC212475.4_FG003"	0	0	0
"AC212476.3_FG001"	0	0	0
"AC212476.3_FG007"	0	0	0
"AC212558.4_FG001"	0	0	0
"AC212558.4_FG003"	0	0	0
"AC212560.4_FG003"	0	0	0
"AC212560.4_FG006"	0	0	0
"AC212562.4_FG004"	0	0	0
"AC212564.2_FG001"	0	0	0
"AC212565.3_FG001"	-0.738555959624369	1.08089069820249	1.08746151659757
"AC212565.3_FG002"	3.09058468376279	0	0
"AC212565.3_FG003"	-4.20747479865628	2.47639466306958	0
"AC212567.3_FG003"	0	0	0
"AC212570.3_FG001"	0	0	0
"AC212570.3_FG002"	0	0	0
"AC212570.3_FG003"	0	0	-2.6921079684355
"AC212570.3_FG006"	0.822086871335883	-4.09326234997394	-1.08356402187076
"AC212572.3_FG007"	0	0	0
"AC212574.4_FG002"	0	0	0
"AC212575.3_FG002"	0	-1.70751405837224	0
"AC212575.3_FG003"	0.469429432314291	0.00284424072978434	0.77632244360545
"AC212576.4_FG001"	0	0	0
"AC212581.3_FG006"	0	0	0
"AC212581.3_FG009"	0	0	0
"AC212584.3_FG004"	0	0	-3.55043445053932
"AC212663.3_FG003"	0	0	0
"AC212667.3_FG005"	0	0	0
"AC212668.2_FG001"	0	0	0
"AC212668.2_FG005"	0	0	0
"AC212684.3_FG006"	-3.23650570120211	0.0071129463008782	-4.10419606008795
"AC212684.3_FG012"	0	0	0
"AC212685.3_FG001"	0	0	0
"AC212685.3_FG002"	0	0	0
"AC212690.3_FG004"	0	1.7042837093729	0
"AC212709.3_FG001"	-3.23401255848685	0	-2.67418998525178
"AC212709.3_FG002"	0	0	0
"AC212710.3_FG005"	0	0	0
"AC212711.3_FG001"	0	0	0
"AC212714.3_FG001"	0	0	0
"AC212717.3_FG002"	0	0	0
"AC212718.3_FG001"	0	0	-4.13335444940701
"AC212719.3_FG001"	0	0	0
"AC212720.3_FG006"	0	0	0
"AC212721.2_FG002"	0	0	0
"AC212728.3_FG001"	0	0	-2.93142887216109
"AC212732.4_FG005"	0	0	0
"AC212732.4_FG008"	0	0	0
"AC212733.4_FG003"	0	0	0
"AC212738.3_FG002"	0	0	0
"AC212738.3_FG003"	0	0	0
"AC212739.3_FG005"	0	0	0
"AC212742.2_FG001"	0	0	0
"AC212745.3_FG001"	0	-1.71659708450271	0
"AC212747.3_FG001"	0	1.7042837093729	0
"AC212747.3_FG005"	0	-1.70751405837224	0
"AC212754.3_FG004"	0	0	0
"AC212755.4_FG001"	0	0	0
"AC212755.4_FG002"	0	0	0
"AC212755.4_FG004"	0	3.35724638957476	0
"AC212758.3_FG012"	0	0	0
"AC212769.3_FG004"	3.11211491784164	0	0
"AC212771.3_FG001"	0	0	0
"AC212772.3_FG002"	0	0	0
"AC212775.1_FG004"	0	-2.47306169779516	-1.88220834302353
"AC212775.1_FG005"	0	0	0
"AC212776.3_FG003"	0	0	0
"AC212778.3_FG001"	0	0	0
"AC212779.3_FG002"	0	0	0
"AC212779.3_FG004"	0	0	-2.6921079684355
"AC212793.3_FG001"	0	0	0
"AC212808.3_FG002"	0	1.7042837093729	0
"AC212809.2_FG002"	0	0	0
"AC212811.3_FG004"	0	0	0
"AC212813.3_FG001"	0	0	0
"AC212817.3_FG004"	0	0	0
"AC212817.3_FG005"	0	-1.70751405837224	0
"AC212823.4_FG003"	0	0	0
"AC212823.4_FG005"	0	0	0
"AC212826.3_FG007"	0	0	0
"AC212827.3_FG005"	3.98072448581192	2.5103911312967	0.630238603504804
"AC212831.3_FG005"	0	0	0
"AC212831.3_FG006"	0	0	0
"AC212832.3_FG003"	0	0	0
"AC212835.3_FG001"	0	-1.70751405837224	0
"AC212835.3_FG002"	3.11211491784164	0	0
"AC212835.3_FG004"	0	0	0
"AC212835.3_FG005"	0	0	0
"AC212835.3_FG007"	-0.466067319346308	-0.848051690849672	-1.37246387354937
"AC212835.3_FG008"	-3.26882254285329	1.72477633175852	0
"AC212835.3_FG009"	0	0	0
"AC212835.3_FG010"	0	0	0
"AC212859.3_FG003"	0	2.4763564770562	0
"AC212859.3_FG004"	0	0	0
"AC212859.3_FG007"	0.77878929171747	0.62000336137713	2.10488458373581
"AC212859.3_FG008"	0.307508068409634	-1.8302731478629	-2.1048828316974
"AC212878.4_FG001"	0	0	0
"AC212883.3_FG002"	0	1.7042837093729	0
"AC212883.3_FG005"	0	0	0
"AC212885.5_FG005"	0	1.72457419206718	0
"AC212886.3_FG006"	0	1.72457419206718	0
"AC212886.3_FG007"	0	0	0
"AC212887.3_FG005"	0	0	0
"AC212892.3_FG011"	0	0	0
"AC212895.4_FG001"	0	0	0
"AC212896.3_FG004"	0	-1.71659708450271	0
"AC212898.2_FG006"	0	0	0
"AC212967.3_FG001"	0	0	0
"AC212967.3_FG005"	0	0	0
"AC212968.2_FG008"	0	0	0
"AC212969.2_FG002"	0	0	0
"AC212969.2_FG005"	0	0	0
"AC212970.3_FG001"	0	0	0
"AC212973.3_FG006"	3.09058468376279	0	0
"AC212976.3_FG003"	0	0	0
"AC212976.3_FG005"	0	0	0
"AC212978.4_FG002"	0	0	0
"AC212978.4_FG005"	0	1.72457419206718	0
"AC212979.2_FG006"	0	0	0
"AC212979.2_FG007"	0	1.72457419206718	0
"AC213001.4_FG002"	0	0	0
"AC213020.3_FG001"	0	-1.71659708450271	0
"AC213032.3_FG005"	0	0	0
"AC213035.3_FG004"	0	0	0
"AC213044.3_FG001"	0	0	0
"AC213044.3_FG002"	0	0	0
"AC213046.3_FG004"	0	0	0
"AC213050.3_FG001"	4.00027439274953	-1.9517331766152	-0.916475727568012
"AC213050.3_FG002"	0	0	0
"AC213051.3_FG004"	-4.14792523105145	-0.00232401859404307	0
"AC213053.3_FG001"	0	0	0
"AC213094.3_FG003"	0	0	0
"AC213099.3_FG001"	-0.671216933999765	-0.891506911791056	-0.362099070004638
"AC213099.3_FG002"	0.048628266711336	-0.222439176803659	0.540769316986429
"AC213311.3_FG004"	0	0	0
"AC213311.3_FG005"	0	-1.70751405837224	0
"AC213314.3_FG011"	0	0	0
"AC213347.4_FG001"	0	0	0
"AC213350.3_FG003"	0	0	0
"AC213350.3_FG005"	0	0	0
"AC213350.3_FG008"	0	0	0
"AC213351.4_FG005"	0	1.7042837093729	0
"AC213353.3_FG002"	0	0	0
"AC213353.3_FG004"	0	0	0
"AC213368.3_FG003"	0	0	0
"AC213387.3_FG002"	0	0	0
"AC213388.4_FG004"	0	2.45780872467784	0
"AC213388.4_FG005"	0	0	0
"AC213395.3_FG007"	0	0	0
"AC213397.4_FG003"	0	0	0
"AC213398.3_FG002"	0	1.72457419206718	0
"AC213398.3_FG004"	0	0	0
"AC213398.3_FG005"	0	0	0
"AC213398.3_FG006"	0.562495072474213	1.53020940404123	-4.1140730164495
"AC213398.3_FG007"	-3.26885306232297	0	-2.69228789672257
"AC213398.3_FG008"	0.422023910769184	0	0
"AC213399.3_FG009"	0	0	0
"AC213400.4_FG001"	0	0	0
"AC213400.4_FG003"	0	0	0
"AC213400.4_FG005"	0	0	0
"AC213400.4_FG006"	0	0	0
"AC213431.4_FG002"	0	0	0
"AC213431.4_FG005"	4.0141777399776	3.33961115357416	-2.6842393311784
"AC213432.2_FG001"	0	0	0
"AC213432.2_FG004"	0	1.7042837093729	0
"AC213452.3_FG001"	0	0	0
"AC213455.3_FG008"	0	0	0
"AC213460.3_FG001"	0	0	0
"AC213461.3_FG004"	0	0	0
"AC213463.3_FG002"	-0.070500099762429	0.289824693034809	-0.453171865036114
"AC213463.3_FG004"	-0.143611870463875	0	0
"AC213463.3_FG006"	0	-1.70751405837224	0
"AC213463.3_FG007"	0	0	-0.984883906635331
"AC213463.3_FG009"	-3.23429426976482	0	0
"AC213464.3_FG002"	0	0	0
"AC213519.4_FG001"	0	0	0
"AC213521.3_FG001"	0	0	0
"AC213521.3_FG002"	0	0	0
"AC213521.3_FG005"	-1.11099238789897	-1.23517851871259	-1.34571096709244
"AC213522.3_FG003"	0	0	0
"AC213524.3_FG003"	0	0	0
"AC213528.2_FG002"	0	0	0
"AC213528.2_FG003"	0	0	0
"AC213529.3_FG003"	0	0	0
"AC213588.4_FG001"	0	-1.70751405837224	0
"AC213592.2_FG002"	0	0	0
"AC213594.3_FG002"	0	0	0
"AC213595.2_FG001"	0	0	0
"AC213599.3_FG012"	0	0	0
"AC213600.3_FG001"	0	0	0
"AC213600.3_FG002"	0.759103336047868	1.58550213745273	0.652878580493646
"AC213600.3_FG004"	0	0	0
"AC213605.3_FG006"	0	0	0
"AC213607.3_FG004"	0	0	0
"AC213608.3_FG003"	3.11230934387836	-1.70743276548969	0
"AC213610.3_FG001"	-3.23429426976482	0	0
"AC213612.3_FG001"	-1.95317982823126	0	-2.66277664046791
"AC213612.3_FG002"	0.0901667686550348	1.06246587526603	2.09621540248484
"AC213613.3_FG001"	0	1.70411176110831	2.68689687364413
"AC213613.3_FG004"	0	0	0
"AC213614.3_FG001"	3.09186758526235	-0.0105775342235461	2.1364422663022
"AC213614.3_FG002"	0	0	0
"AC213615.3_FG001"	0	-0.0125448949814112	0
"AC213617.4_FG007"	0	0	0
"AC213618.3_FG005"	0	0	0
"AC213618.3_FG008"	0	0	0
"AC213619.3_FG002"	0	0	0
"AC213619.3_FG005"	0	0	0
"AC213620.3_FG001"	0	0	0
"AC213621.5_FG002"	0	0	0
"AC213621.5_FG004"	4.57977737341906	0	0
"AC213624.3_FG002"	0	1.72457419206718	0
"AC213628.3_FG004"	0	0	0
"AC213628.3_FG005"	0	0	0
"AC213629.3_FG002"	0	0	0
"AC213629.3_FG005"	0	0	0
"AC213629.3_FG007"	0	1.7042837093729	0
"AC213629.3_FG010"	0	0	0
"AC213631.2_FG010"	0	0	0
"AC213636.3_FG004"	0	0	0
"AC213638.3_FG001"	0	0	0
"AC213645.3_FG003"	0	0	0
"AC213651.3_FG005"	0	0	3.54660993032731
"AC213651.3_FG009"	0	0	0
"AC213652.4_FG002"	0	0	0
"AC213652.4_FG010"	0	0	0
"AC213654.3_FG001"	0.103458301975827	-0.690528322599163	0.34450972864655
"AC213654.3_FG003"	1.2701317536191	-0.72462597727755	1.67914943567477
"AC213654.3_FG004"	0	0	0
"AC213654.3_FG005"	0	-1.71659708450271	0
"AC213654.3_FG006"	0	1.7041141015903	-2.67420889171937
"AC213656.4_FG001"	0	0	0
"AC213656.4_FG002"	0	0	0
"AC213658.3_FG002"	0	0	0
"AC213663.4_FG001"	0	0	0
"AC213664.3_FG001"	0	0	0
"AC213664.3_FG002"	0	0	0
"AC213666.3_FG003"	0	0	0
"AC213667.2_FG007"	0	0	0
"AC213668.4_FG001"	0	0	0
"AC213668.4_FG005"	0	0	0
"AC213668.4_FG007"	0	0	0
"AC213668.4_FG008"	0	0	0
"AC213670.4_FG004"	0	0	0
"AC213674.3_FG007"	0	0	0
"AC213677.3_FG006"	0	0	0
"AC213683.3_FG001"	0	0	0
"AC213684.3_FG001"	0	0	0
"AC213689.3_FG002"	0	0	0
"AC213689.3_FG003"	0	0	0
"AC213691.4_FG001"	0	0	0
"AC213692.4_FG001"	0	0	0
"AC213693.3_FG003"	0	0	0
"AC213759.3_FG001"	0	0	0
"AC213759.3_FG002"	0	0	0
"AC213763.2_FG001"	0	0	0
"AC213763.2_FG002"	0	0	0
"AC213763.2_FG005"	0	0	0
"AC213765.4_FG001"	0	0	0
"AC213765.4_FG002"	0	0	0
"AC213765.4_FG003"	0	0	0
"AC213765.4_FG005"	0	0	0
"AC213766.3_FG004"	0	0	0
"AC213768.2_FG001"	0	0	0
"AC213769.3_FG001"	0	0	0
"AC213772.2_FG001"	0	0	0
"AC213773.4_FG003"	0	-1.70751405837224	0
"AC213779.3_FG009"	0	0	0
"AC213780.3_FG003"	0	0	0
"AC213781.3_FG019"	0	0	0
"AC213782.3_FG003"	0	0	0
"AC213783.2_FG004"	0	0	0
"AC213788.2_FG002"	4.01566851052521	0.734599248600092	0
"AC213788.2_FG004"	0	0	2.63914905451443
"AC213789.3_FG003"	0	0	0
"AC213791.3_FG003"	0	0	0
"AC213794.3_FG002"	0	0	-0.00533390025190253
"AC213798.2_FG004"	0	0	0
"AC213800.3_FG001"	0	0	0
"AC213800.3_FG003"	0	0	0
"AC213803.3_FG011"	0	0	0
"AC213803.3_FG013"	0	0	0
"AC213803.3_FG016"	0	0	0
"AC213804.4_FG002"	0	0	0
"AC213804.4_FG004"	0	0	0
"AC213827.3_FG009"	0	0	0
"AC213828.3_FG004"	0	0	2.68643907657701
"AC213834.3_FG005"	0	0	0
"AC213834.3_FG006"	0	0	0
"AC213836.3_FG001"	0	0	-2.67434797900699
"AC213839.3_FG004"	0	0	0
"AC213841.4_FG001"	0	0	0
"AC213843.4_FG007"	0	0	0
"AC213844.3_FG004"	0	1.7042837093729	0
"AC213846.4_FG003"	0	0	0
"AC213847.4_FG006"	0	0	0
"AC213847.4_FG008"	0	0	-2.67434797900699
"AC213848.3_FG004"	0	0	0
"AC213849.3_FG001"	0	0	0
"AC213850.3_FG004"	0	1.72457419206718	0
"AC213850.3_FG005"	0	0	0
"AC213852.3_FG001"	0	0	0
"AC213857.4_FG001"	0	0	0
"AC213857.4_FG003"	0	0	0
"AC213872.3_FG007"	0	0	0
"AC213884.3_FG001"	0.562688154202792	-0.334894242052244	-0.090738364247705
"AC213884.3_FG002"	3.09041643266635	-1.70743334691366	0
"AC213884.3_FG003"	0	0	0
"AC213884.3_FG006"	0	0	0
"AC213886.2_FG007"	0	0	0
"AC213886.2_FG008"	0	1.72457419206718	0
"AC213889.3_FG004"	0	0	0
"AC213890.4_FG003"	3.11211491784164	0	0
"AC213890.4_FG004"	0	0	0
"AC213890.4_FG005"	0	0	0
"AC213892.3_FG008"	0	0	0
"AC213896.2_FG005"	0	-1.71659708450271	0
"AC213897.4_FG001"	0	0	0
"AC213903.3_FG002"	0	0	0
"AC213903.3_FG003"	0	-1.71659708450271	0
"AC213980.3_FG003"	0.761600931111197	0	0
"AC213980.3_FG004"	0	0	0
"AC213981.3_FG001"	0	0	0
"AC213983.3_FG001"	0	0	-1.4304928146346
"AC213983.3_FG002"	0	0	0
"AC213983.3_FG005"	0	0	0
"AC213984.3_FG002"	0	0	0
"AC213985.2_FG007"	0	0	0
"AC213990.3_FG001"	0	0	0
"AC213990.3_FG002"	0	0	0
"AC214001.2_FG002"	0	0	0
"AC214001.2_FG007"	0	0	0
"AC214002.2_FG003"	0	0	0
"AC214038.2_FG002"	0	-1.71659708450271	0
"AC214038.2_FG005"	0	0	0
"AC214040.3_FG009"	0	0	0
"AC214041.3_FG003"	0	0	0
"AC214045.3_FG004"	0	0	0
"AC214046.4_FG005"	0	0	0
"AC214047.2_FG003"	0	1.7042837093729	0
"AC214048.4_FG001"	0	0	0
"AC214050.4_FG010"	3.11211491784164	0	0
"AC214051.3_FG003"	0	0	0
"AC214051.3_FG005"	3.09058468376279	0	0
"AC214109.2_FG008"	0	0	0
"AC214111.3_FG003"	0	0	0
"AC214114.3_FG003"	0	0	0
"AC214116.4_FG002"	0	0	0
"AC214116.4_FG003"	0	0	0
"AC214116.4_FG006"	0	-1.71659708450271	0
"AC214119.3_FG009"	2.10073777754437	-3.62774947093899	-1.36283258786324
"AC214120.4_FG002"	0	0	0
"AC214122.3_FG004"	0	0	0
"AC214125.5_FG001"	0	0	0
"AC214126.4_FG003"	0	1.72457419206718	0
"AC214130.3_FG001"	0	0	0
"AC214132.2_FG003"	0	0	0
"AC214132.2_FG006"	0	0	0
"AC214135.2_FG003"	0	0	0
"AC214137.3_FG003"	0	0	0
"AC214138.3_FG006"	0	0	0
"AC214138.3_FG007"	0	0	0
"AC214139.3_FG005"	3.11211491784164	0	0
"AC214139.3_FG008"	0.561987258832953	-1.70985696459821	0
"AC214142.3_FG001"	0	0	0
"AC214143.3_FG001"	0	0	0
"AC214144.3_FG002"	3.11211491784164	0	0
"AC214145.2_FG002"	0	0	0
"AC214146.3_FG007"	0	1.72476919331688	-2.67420599091057
"AC214147.3_FG002"	0	0	0
"AC214147.3_FG006"	0	1.72457419206718	0
"AC214150.3_FG001"	0	0	0
"AC214168.3_FG001"	-2.87585320277181	-0.92719226213315	-1.7329920995443
"AC214227.4_FG011"	0	0	0
"AC214227.4_FG012"	0	0	0
"AC214227.4_FG013"	0	0	0
"AC214228.4_FG001"	0	0	0
"AC214230.3_FG002"	0	0	0
"AC214231.3_FG002"	0	0	0
