""	"BS.S4.vs.M.S4"	"BS.S9.vs.M.S9"	"BS.S14.vs.M.S14"
"GRMZM2G001334"	0.310965988669558	0.848037698952673	0.93810199727452
"GRMZM2G001342"	1	1	1
"GRMZM2G001355"	1	1	1
"GRMZM2G001358"	1	1	1
"GRMZM2G001361"	1	0.714985264359781	0.623507042808231
"GRMZM2G001363"	0.284635153705631	0.360950541957221	0.00902535177141798
"GRMZM2G001375"	0.745755720463167	0.574128128081057	0.000723206684643504
"GRMZM2G001383"	1	1	1
"GRMZM2G001388"	1	1	1
"GRMZM2G001401"	0.802370901225815	0.00979353587478369	1
"GRMZM2G001405"	1	1	1
"GRMZM2G001411"	1	1	1
"GRMZM2G001415"	0.342804916696676	1	1
"GRMZM2G001421"	0.694576720586389	1	0.93810199727452
"GRMZM2G001424"	1	0.777211751604692	1
"GRMZM2G001426"	1	0.777211751604692	1
"GRMZM2G001427"	1	1	1
"GRMZM2G001444"	0.219507404440042	0.777211751604692	0.665097815403895
"GRMZM2G001447"	0.996451447015187	0.777211751604692	1
"GRMZM2G001451"	0.996451447015187	1	1
"GRMZM2G001454"	0.996451447015187	0.609747389234836	1
"GRMZM2G001457"	1	0.00761590159448423	0.0221074732891283
"GRMZM2G001462"	1	1	1
"GRMZM2G001466"	1	0.493116044568696	0.611206066897752
"GRMZM2G001497"	1	0.777211751604692	1
"GRMZM2G001500"	1	0.32221605158994	1
"GRMZM2G001508"	0.146337996826918	1	1
"GRMZM2G001514"	1	8.25009034154065e-15	0.00265907539003694
"GRMZM2G001524"	1	1	1
"GRMZM2G001530"	1	1	1
"GRMZM2G001541"	0.572383817555612	1	0.725597368829851
"GRMZM2G001546"	1	1	1
"GRMZM2G001547"	1	1	1
"GRMZM2G001550"	1	0.216026503915278	0.994784731781202
"GRMZM2G001551"	1	0.00282968121467296	0.175818297297913
"GRMZM2G001566"	1	0.777211751604692	1
"GRMZM2G001567"	1	1	1
"GRMZM2G001570"	1	1	1
"GRMZM2G001572"	1	1	1
"GRMZM2G001576"	1	1	1
"GRMZM2G001577"	0.0320147244378542	8.96229900184795e-07	0.457695911344192
"GRMZM2G001582"	1	1	1
"GRMZM2G001584"	1	1	1
"GRMZM2G001585"	1	1	1
"GRMZM2G001588"	1	1	1
"GRMZM2G001592"	0.996451447015187	1	0.193653414408139
"GRMZM2G001602"	1	0.109782588182152	0.93810199727452
"GRMZM2G001606"	1	0.777211751604692	0.93810199727452
"GRMZM2G001621"	1	1	1
"GRMZM2G001627"	1	0.777211751604692	1
"GRMZM2G001631"	0.996451447015187	0.951429146733569	0.000655426126122275
"GRMZM2G001639"	0.773117342842684	0.98654195654455	1
"GRMZM2G001645"	1	0.0147485421539965	0.00125436020997733
"GRMZM2G001648"	1	0.777211751604692	1
"GRMZM2G001652"	1	0.777211751604692	0.932149158656095
"GRMZM2G001653"	1	0.927477286447676	0.949819394594115
"GRMZM2G001660"	1	0.100024046063614	1
"GRMZM2G001661"	0.402232421673907	0.9081151178777	1
"GRMZM2G001663"	1	1	0.939315856938288
"GRMZM2G001668"	0.000212068255215333	1	0.433037593011887
"GRMZM2G001672"	0.996451447015187	1	1
"GRMZM2G001676"	0.770736323373455	1	1
"GRMZM2G001696"	1.13067083591076e-23	2.01249536922156e-45	8.48277919769432e-22
"GRMZM2G001699"	1	1	1
"GRMZM2G001708"	1	1	1
"GRMZM2G001713"	1	0.777211751604692	1
"GRMZM2G001718"	1	0.4110080231069	0.0358587285691724
"GRMZM2G001721"	0.686662943716398	0.777211751604692	1
"GRMZM2G001724"	1	1	0.845868966955171
"GRMZM2G001726"	1	1	1
"GRMZM2G001730"	1	1	1
"GRMZM2G001745"	1	1	1
"GRMZM2G001750"	1	0.0484841397936135	0.372288935907284
"GRMZM2G001755"	1	1	0.535213390788012
"GRMZM2G001764"	1	1	1
"GRMZM2G001772"	1	1	1
"GRMZM2G001777"	1	1	0.850912289063217
"GRMZM2G001784"	0.996451447015187	0.33380197614836	1
"GRMZM2G001788"	1	1	1
"GRMZM2G001799"	1	1	1
"GRMZM2G001803"	0.638833044119308	0.745202812778447	1
"GRMZM2G001805"	0.884280209564771	2.94273840146026e-05	1
"GRMZM2G001812"	1	1	1
"GRMZM2G001814"	1	0.139320731751296	1
"GRMZM2G001816"	8.27447150702484e-05	1	1
"GRMZM2G001820"	1	1	0.522107186930626
"GRMZM2G001824"	1	1	1
"GRMZM2G001827"	1	1	1
"GRMZM2G001845"	1	0.777211751604692	1
"GRMZM2G001850"	0.778363838638504	0.777211751604692	0.93810199727452
"GRMZM2G001853"	0.996451447015187	1	0.93810199727452
"GRMZM2G001867"	0.777800245203482	1	1
"GRMZM2G001869"	0.996451447015187	0.189798188177198	1
"GRMZM2G001875"	1	1	1
"GRMZM2G001877"	0.996451447015187	1	1
"GRMZM2G001882"	0.996451447015187	0.562154062702578	1
"GRMZM2G001887"	1	2.47040221816184e-05	6.66326141260719e-06
"GRMZM2G001889"	0.219406931444627	0.777211751604692	1
"GRMZM2G001895"	1	1	1
"GRMZM2G001898"	1	1	1
"GRMZM2G001904"	1	0.190255631707235	0.42500025793912
"GRMZM2G001905"	1.26055259619124e-11	6.55730149656888e-12	3.15819220656724e-09
"GRMZM2G001911"	1	1	1
"GRMZM2G001915"	1	0.748690245176439	1
"GRMZM2G001918"	0.0266302404919318	9.60752083574798e-06	0.00320478306553735
"GRMZM2G001924"	1	1	0.944919768517726
"GRMZM2G001925"	1	1	1
"GRMZM2G001930"	0.694072563611384	0.225413862384294	0.00120188281346757
"GRMZM2G001934"	0.51328596355917	1	1
"GRMZM2G001938"	1	1	1
"GRMZM2G001946"	1	1	0.392215253599977
"GRMZM2G001953"	1	0.752947708717771	0.0494332743565614
"GRMZM2G001956"	0.00133147259179485	5.01660390365151e-05	0.000112605751659255
"GRMZM2G001973"	0.00700224769722376	0.00132741924795187	0.0111155038134849
"GRMZM2G001977"	1	1	0.93810199727452
"GRMZM2G001981"	1	0.241660049994128	0.93810199727452
"GRMZM2G001991"	1	1	1
"GRMZM2G001994"	0.355298485242919	0.777211751604692	0.93810199727452
"GRMZM2G001998"	1	1	1
"GRMZM2G002002"	1	1	0.829410251024756
"GRMZM2G002010"	1	1	1
"GRMZM2G002012"	1	1	1
"GRMZM2G002023"	1	0.109236746853631	1
"GRMZM2G002034"	1	1	0.251824741399424
"GRMZM2G002043"	1	0.576231152875351	1
"GRMZM2G002053"	1	1	1
"GRMZM2G002055"	1	1	1
"GRMZM2G002059"	1	0.777211751604692	1
"GRMZM2G002062"	1	1	0.138464876612912
"GRMZM2G002075"	0.340581814485365	0.00732898247239206	0.00382012281051408
"GRMZM2G002077"	1	1	1
"GRMZM2G002100"	0.116487588246614	0.000448382362718536	0.138464876612912
"GRMZM2G002104"	0.028838235330624	1	1
"GRMZM2G002106"	1	0.562154062702578	1
"GRMZM2G002109"	0.996451447015187	0.777211751604692	0.93810199727452
"GRMZM2G002112"	0.996451447015187	1	1
"GRMZM2G002114"	1	1	1
"GRMZM2G002115"	1	0.29103779515962	1
"GRMZM2G002119"	1	1	1
"GRMZM2G002121"	0.00115838390766444	3.76723901468783e-06	0.623780103128505
"GRMZM2G002124"	0.996451447015187	0.864528761674689	0.473977720470494
"GRMZM2G002128"	1	0.777211751604692	0.93810199727452
"GRMZM2G002130"	1	1	0.0251386408070228
"GRMZM2G002131"	0.788845105998954	0.339626606517887	1
"GRMZM2G002135"	0.0545551689438413	0.0997402431913163	0.864001686715499
"GRMZM2G002138"	1	1	1
"GRMZM2G002142"	1	1	1
"GRMZM2G002143"	1	1	1
"GRMZM2G002147"	1	1	1
"GRMZM2G002149"	1	1	1
"GRMZM2G002154"	1	1	1
"GRMZM2G002161"	1	1	1
"GRMZM2G002165"	0.549481928440947	0.0673106932004037	1
"GRMZM2G002167"	1	0.777211751604692	0.624154840544396
"GRMZM2G002173"	0.53316046704461	1	1
"GRMZM2G002178"	4.3621565703857e-08	0.00625976393607901	0.194345061891888
"GRMZM2G002191"	1	0.777211751604692	1
"GRMZM2G002199"	1	1	1
"GRMZM2G002220"	1.99093597243772e-12	0.0147001720764196	1
"GRMZM2G002225"	1	1	1
"GRMZM2G002227"	1	1	1
"GRMZM2G002240"	1	1	1
"GRMZM2G002260"	0.996451447015187	1	0.93810199727452
"GRMZM2G002271"	1	0.777211751604692	1
"GRMZM2G002276"	0.84587536341541	1	1
"GRMZM2G002280"	1	1	1
"GRMZM2G002286"	0.665487857437441	1	0.326707123647495
"GRMZM2G002297"	1	0.777211751604692	0.313779877429989
"GRMZM2G002304"	0.996451447015187	0.242441533337572	1
"GRMZM2G002309"	1	1	0.777932913871381
"GRMZM2G002315"	0.996451447015187	0.777211751604692	1
"GRMZM2G002325"	0.420841021015411	0.812480608138153	0.340398173674128
"GRMZM2G002361"	0.0530195763734138	1	0.0932924130503189
"GRMZM2G002375"	1	1	1
"GRMZM2G002387"	1	0.832059962704032	1
"GRMZM2G002391"	1	7.66481619792652e-10	2.67982255928899e-06
"GRMZM2G002396"	1	1	1
"GRMZM2G002416"	1	0.562154062702578	0.93810199727452
"GRMZM2G002420"	0.00324977892367444	7.26019447075376e-06	0.0767061218894195
"GRMZM2G002427"	1	4.71433866400164e-07	0.00367434220408687
"GRMZM2G002430"	1	1	1
"GRMZM2G002440"	0.182889110919211	0.365944565757539	1
"GRMZM2G002461"	0.996451447015187	1	0.624154840544396
"GRMZM2G002465"	1	1	1
"GRMZM2G002472"	1	1	1
"GRMZM2G002473"	1	0.366217723663335	1
"GRMZM2G002483"	1	1	1
"GRMZM2G002492"	0.868516864597965	0.000589301539538098	0.699823323275504
"GRMZM2G002493"	0.790013677499824	0.777211751604692	1
"GRMZM2G002498"	1	0.777211751604692	1
"GRMZM2G002499"	1	1	1
"GRMZM2G002512"	1	0.777211751604692	1
"GRMZM2G002515"	1	0.00945101607479725	0.159310200579718
"GRMZM2G002523"	1	1	1
"GRMZM2G002529"	1	1	1
"GRMZM2G002531"	0.828699762514704	0.100153892449497	0.00818875911122907
"GRMZM2G002536"	1	1	1
"GRMZM2G002539"	1	1	1
"GRMZM2G002542"	0.686662943716398	1	1
"GRMZM2G002548"	0.327515483532756	0.00789679164502773	1
"GRMZM2G002555"	1	0.149115721455878	1
"GRMZM2G002559"	0.996451447015187	0.777211751604692	1
"GRMZM2G002568"	1	1	0.39569786013899
"GRMZM2G002569"	0.996451447015187	0.447136144566287	0.237060481393029
"GRMZM2G002578"	0.210634012594675	1	1
"GRMZM2G002595"	1	1	1
"GRMZM2G002606"	0.996451447015187	1	1
"GRMZM2G002614"	1	1	1
"GRMZM2G002616"	0.214876122104138	1	0.201863081372893
"GRMZM2G002617"	0.0321062817645646	5.99091047085056e-07	0.93810199727452
"GRMZM2G002626"	1	1	1
"GRMZM2G002627"	0.996451447015187	0.103656032730743	0.644978922734409
"GRMZM2G002630"	0.996451447015187	1.56250542801975e-08	1
"GRMZM2G002642"	1	4.73130427482429e-07	0.0855792774301788
"GRMZM2G002646"	1	1	1
"GRMZM2G002652"	1	0.777211751604692	1
"GRMZM2G002656"	0.751370770025059	0.000260581650060502	0.311954470210997
"GRMZM2G002668"	1	1	1
"GRMZM2G002669"	1	1	1
"GRMZM2G002678"	1	0.990608514761194	0.076872738251401
"GRMZM2G002686"	1	1	1
"GRMZM2G002687"	1	0.584145218787031	1
"GRMZM2G002694"	1	1	1
"GRMZM2G002699"	1	0.777211751604692	0.624659901241277
"GRMZM2G002704"	1	1	1
"GRMZM2G002748"	0.996451447015187	0.777211751604692	1
"GRMZM2G002754"	0.964967663813753	1	0.644978922734409
"GRMZM2G002756"	0.851190852963125	1	0.0336246568855909
"GRMZM2G002765"	1	0.798033204018397	0.529836527694152
"GRMZM2G002786"	1	1	0.296633865359192
"GRMZM2G002796"	1	1	1
"GRMZM2G002805"	1	1	1
"GRMZM2G002807"	1	0.0208116067918133	0.0735239917090878
"GRMZM2G002814"	0.996451447015187	1	1
"GRMZM2G002815"	1	1	1
"GRMZM2G002818"	1	1	0.399420312753169
"GRMZM2G002820"	1	1	0.682722462481961
"GRMZM2G002824"	0.3991677032549	0.777211751604692	0.658366146522584
"GRMZM2G002825"	0.790013677499824	1	1
"GRMZM2G002828"	1	0.0120294694167543	0.561321333448964
"GRMZM2G002830"	1	0.905507782376369	0.776289699788814
"GRMZM2G002851"	0.650157494988985	0.0116916827389651	0.881213549746322
"GRMZM2G002858"	0.908986916182848	0.423902985695714	0.750890601977456
"GRMZM2G002859"	1	1	0.93810199727452
"GRMZM2G002863"	0.996451447015187	0.0649030565805795	0.49224292955496
"GRMZM2G002871"	1	0.777211751604692	1
"GRMZM2G002874"	0.216761136984818	8.46361582065318e-07	0.000234909709954983
"GRMZM2G002879"	1	0.00204891576920387	1
"GRMZM2G002891"	1	1	1
"GRMZM2G002894"	1	1	0.93810199727452
"GRMZM2G002898"	1	1	1
"GRMZM2G002903"	0.996451447015187	0.77991576458905	0.483307392940537
"GRMZM2G002910"	0.996451447015187	3.11169083179731e-22	6.06944483333913e-12
"GRMZM2G002915"	0.0861462789740737	0.172190818040399	1.04073202673516e-13
"GRMZM2G002918"	1	0.849077234881427	0.214373476478097
"GRMZM2G002921"	0.996451447015187	1	1
"GRMZM2G002932"	1	1	1
"GRMZM2G002945"	1	1	1
"GRMZM2G002948"	1	0.777211751604692	1
"GRMZM2G002950"	1	0.562154062702578	1
"GRMZM2G002959"	0.00614047442946182	0.000159823867762409	1
"GRMZM2G002961"	1	1	1
"GRMZM2G002963"	1	1	1
"GRMZM2G002976"	1	0.777211751604692	1
"GRMZM2G002978"	1	0.808802508458863	0.0936399792318614
"GRMZM2G002993"	1	1	1
"GRMZM2G002999"	0.503759949019163	1	1
"GRMZM2G003002"	0.996451447015187	1	1
"GRMZM2G003004"	1	1	1
"GRMZM2G003014"	1	0.777211751604692	1
"GRMZM2G003022"	0.996451447015187	1	1
"GRMZM2G003023"	0.929088265174944	1	0.891847857614288
"GRMZM2G003028"	0.790013677499824	1	0.0837449733144623
"GRMZM2G003033"	1	1	1
"GRMZM2G003038"	0.26204746739419	0.084926361129851	0.647209703563719
"GRMZM2G003043"	0.659903490628336	0.169680353695753	3.5995764553949e-05
"GRMZM2G003048"	0.614981338248337	1	1
"GRMZM2G003057"	1	0.803802729252739	1
"GRMZM2G003059"	1	0.562154062702578	1
"GRMZM2G003064"	0.860327475474646	0.437157818568154	0.524500870701934
"GRMZM2G003068"	1	0.377104229202722	1
"GRMZM2G003076"	0.304583806498024	0.783561393621631	1
"GRMZM2G003090"	1	0.562154062702578	1
"GRMZM2G003092"	1	0.777211751604692	1
"GRMZM2G003096"	0.0287025578641797	0.449841021344465	0.911471039324629
"GRMZM2G003103"	1	1	1
"GRMZM2G003108"	0.312760278251967	0.0183533461972177	1
"GRMZM2G003109"	1	1	1
"GRMZM2G003115"	1	1	0.93810199727452
"GRMZM2G003124"	0.397489859946628	1	0.965036655996267
"GRMZM2G003138"	0.230199040907368	0.777211751604692	1
"GRMZM2G003157"	1	0.275348055145582	0.0629140141628919
"GRMZM2G003165"	1	0.0469330762015286	1
"GRMZM2G003167"	1	0.781790567713175	0.435453880874837
"GRMZM2G003172"	2.85660878983025e-05	1	1
"GRMZM2G003179"	0.29495567104183	0.822977755462993	0.996349422287332
"GRMZM2G003182"	1	1	1
"GRMZM2G003186"	1	1	1
"GRMZM2G003190"	0.9128357576689	1	1
"GRMZM2G003225"	1	1	0.93810199727452
"GRMZM2G003230"	0.996451447015187	1	1
"GRMZM2G003234"	1	1	1
"GRMZM2G003246"	0.834506745885224	1	4.78055792883456e-08
"GRMZM2G003252"	1	0.0665339094606919	0.906099563749999
"GRMZM2G003254"	1	1	1
"GRMZM2G003264"	0.996451447015187	1	1
"GRMZM2G003268"	1	1	1
"GRMZM2G003272"	1	1	1
"GRMZM2G003282"	1	1	1
"GRMZM2G003289"	1	0.937620648162825	0.652729880086961
"GRMZM2G003304"	1	1.0371158721638e-06	1
"GRMZM2G003306"	1	0.00046718856025705	0.00109954677747203
"GRMZM2G003307"	0.996451447015187	1	0.0207217031606651
"GRMZM2G003318"	1	0.167591588751298	0.418458114059009
"GRMZM2G003326"	1	1	0.639877758563123
"GRMZM2G003331"	1	0.42175514507084	1
"GRMZM2G003342"	0.0160946740659427	1	0.864708087705685
"GRMZM2G003354"	0.25926006579823	0.562154062702578	0.93810199727452
"GRMZM2G003368"	1	0.777211751604692	1
"GRMZM2G003377"	1	0.562154062702578	1
"GRMZM2G003379"	0.615870974438921	0.777211751604692	1
"GRMZM2G003384"	0.334034195618149	0.158375696864932	0.0778791124703023
"GRMZM2G003385"	0.00560259129794699	0.000226933745406791	0.0177442275954588
"GRMZM2G003389"	1	0.0653929158098791	0.874568472997495
"GRMZM2G003406"	1	0.837342329519067	1
"GRMZM2G003409"	1	1	1
"GRMZM2G003411"	0.790013677499824	0.777211751604692	1
"GRMZM2G003417"	1	0.626672639657488	0.533799869522183
"GRMZM2G003421"	1	0.777211751604692	1
"GRMZM2G003424"	1	0.777211751604692	1
"GRMZM2G003426"	3.72407883490576e-05	1.18878566070137e-07	0.000696978653298771
"GRMZM2G003433"	1	1	0.234978642653093
"GRMZM2G003438"	1	1	1
"GRMZM2G003440"	1	1	1
"GRMZM2G003461"	1	1	1
"GRMZM2G003466"	0.599454975714709	0.71516164836698	1
"GRMZM2G003473"	1	1	1
"GRMZM2G003476"	1	1	1
"GRMZM2G003488"	0.996451447015187	0.562154062702578	1
"GRMZM2G003489"	0.996451447015187	1	1
"GRMZM2G003493"	0.226154105465299	0.000455853697309055	0.0581776317114628
"GRMZM2G003496"	1	1	1
"GRMZM2G003501"	0.640008400708765	7.66434167519427e-05	0.0657485279878766
"GRMZM2G003506"	0.570257875981598	1	1
"GRMZM2G003507"	1	0.777211751604692	1
"GRMZM2G003509"	1	0.0393919332091345	0.682350251346581
"GRMZM2G003514"	1	1	1
"GRMZM2G003518"	0.694576720586389	1	1
"GRMZM2G003520"	1	1	1
"GRMZM2G003523"	0.790013677499824	1	1
"GRMZM2G003526"	1	1	0.93810199727452
"GRMZM2G003530"	1	0.0273710622209967	0.675441303891511
"GRMZM2G003532"	0.996451447015187	1	1
"GRMZM2G003538"	1	1	1
"GRMZM2G003539"	0.996451447015187	1	1
"GRMZM2G003550"	0.641045429080408	0.626258629578373	1
"GRMZM2G003551"	1	1	1
"GRMZM2G003558"	0.996451447015187	0.562154062702578	0.93810199727452
"GRMZM2G003563"	1	0.161612273678887	0.93810199727452
"GRMZM2G003565"	0.996451447015187	0.00935660820877474	0.0596933226502015
"GRMZM2G003576"	1	1	1
"GRMZM2G003584"	1	1	1
"GRMZM2G003589"	1	1	1
"GRMZM2G003595"	1	0.83723929173094	0.93810199727452
"GRMZM2G003607"	1	0.777211751604692	0.151700353238917
"GRMZM2G003625"	0.951835869338596	1	1
"GRMZM2G003631"	1	1	1
"GRMZM2G003635"	0.513687869994576	1	0.419427142159559
"GRMZM2G003638"	0.996451447015187	1	1
"GRMZM2G003640"	0.612912942242418	0.646113714627497	0.633662786943581
"GRMZM2G003642"	0.00524838210903114	0.00439612689457835	9.5830665452532e-07
"GRMZM2G003648"	1	1	1
"GRMZM2G003656"	1	0.350439773198741	1
"GRMZM2G003658"	1	0.253742081325	1
"GRMZM2G003662"	1	0.649706294205119	0.113320812856397
"GRMZM2G003663"	1	0.672827018707077	1
"GRMZM2G003669"	0.996451447015187	1	1
"GRMZM2G003679"	1	0.777211751604692	1
"GRMZM2G003682"	0.817653851534482	0.130485980895405	0.0300524630399345
"GRMZM2G003692"	0.0366404578228081	1	1
"GRMZM2G003708"	1	1	1
"GRMZM2G003711"	0.996451447015187	1	1
"GRMZM2G003715"	1	0.00129597769576178	0.0462859112236133
"GRMZM2G003718"	1	1	0.515733037845492
"GRMZM2G003720"	0.996451447015187	0.0706233033180815	0.0480423114432449
"GRMZM2G003724"	0.666718480607168	0.991442850526993	0.778033938122474
"GRMZM2G003725"	0.996451447015187	0.540085675115648	1
"GRMZM2G003732"	0.246064177522874	1	0.0446285222720142
"GRMZM2G003734"	1	1	0.0910690274511369
"GRMZM2G003738"	0.996451447015187	1	1
"GRMZM2G003742"	0.728584009111584	1	1
"GRMZM2G003750"	0.642756045441114	0.847764479605303	1
"GRMZM2G003752"	0.996451447015187	0.777211751604692	1
"GRMZM2G003754"	1	1	1
"GRMZM2G003755"	0.996451447015187	1	1
"GRMZM2G003759"	1	1	1
"GRMZM2G003762"	6.80754282310813e-06	1.89836009720278e-07	0.00251117678998545
"GRMZM2G003765"	0.807273726649922	1	0.398334673596706
"GRMZM2G003769"	3.35427426387837e-10	0.000733828989843817	0.230844011293241
"GRMZM2G003775"	1	1	1
"GRMZM2G003784"	0.996451447015187	1	0.267183893061937
"GRMZM2G003789"	0.0018118175740553	0.00382683936680912	0.000953517842571388
"GRMZM2G003794"	0.395655601640968	0.562154062702578	1
"GRMZM2G003796"	1	0.777211751604692	1
"GRMZM2G003804"	1	0.238559230086165	1
"GRMZM2G003814"	1	0.127707431708395	0.106371269587131
"GRMZM2G003821"	1	1	1
"GRMZM2G003835"	0.141005617692614	3.22894487351624e-05	1
"GRMZM2G003838"	1	1	1
"GRMZM2G003839"	1	1	0.397840593041588
"GRMZM2G003852"	1	1	0.123946074020924
"GRMZM2G003853"	0.996451447015187	1	0.93810199727452
"GRMZM2G003861"	1	1	0.0318685116117257
"GRMZM2G003863"	1	0.281803132145144	1
"GRMZM2G003869"	2.25460072979628e-06	1.59120640488722e-11	9.05100750450225e-10
"GRMZM2G003875"	0.000273186584929943	0.114495693972509	0.394953347252704
"GRMZM2G003883"	0.000565158074248035	0.00111123686333505	1
"GRMZM2G003897"	9.45709769025377e-10	1.86545106382125e-07	1
"GRMZM2G003909"	1	1	1
"GRMZM2G003916"	1	1	1
"GRMZM2G003917"	1	1	1
"GRMZM2G003927"	1	1	1
"GRMZM2G003930"	0.542879617975127	1	1
"GRMZM2G003933"	1	1	1
"GRMZM2G003937"	1	0.624034808530886	0.000514205163108699
"GRMZM2G003944"	1	0.562154062702578	1
"GRMZM2G003947"	1	1	1
"GRMZM2G003952"	1	0.777211751604692	1
"GRMZM2G003953"	1	1	1
"GRMZM2G003963"	0.812471209174315	1	0.609494072871587
"GRMZM2G003970"	0.0244866874725775	1	0.909059027636696
"GRMZM2G003979"	1	0.777211751604692	0.264887433583932
"GRMZM2G003984"	1	1	0.400893063991231
"GRMZM2G003988"	1	0.399697960631963	1
"GRMZM2G003992"	0.996451447015187	1	1
"GRMZM2G004006"	3.04246440852265e-06	6.17617645820014e-07	0.0124430598820155
"GRMZM2G004010"	0.996451447015187	1	0.624154840544396
"GRMZM2G004012"	0.520237128471346	1	1
"GRMZM2G004014"	1	0.177979533396857	1
"GRMZM2G004019"	1	1	1
"GRMZM2G004023"	1	1	0.93810199727452
"GRMZM2G004030"	1	1	1
"GRMZM2G004036"	1	0.166291105966237	0.111709616086547
"GRMZM2G004040"	0.895119734686754	0.777211751604692	0.93810199727452
"GRMZM2G004041"	1	1	1
"GRMZM2G004054"	1	1	1
"GRMZM2G004057"	0.000535660487995527	0.232366673601568	0.00122886525024911
"GRMZM2G004060"	0.514291254668304	9.27396393023687e-05	1
"GRMZM2G004078"	0.812471209174315	0.00772405083514287	0.93810199727452
"GRMZM2G004079"	0.282932553847275	0.927276559968619	0.93810199727452
"GRMZM2G004083"	1	1	0.957533863095235
"GRMZM2G004087"	0.835282518103946	0.0155617597078361	1
"GRMZM2G004090"	1	1	1
"GRMZM2G004092"	0.00234909270710717	1	0.962832149732355
"GRMZM2G004106"	1	0.588175012915392	1
"GRMZM2G004110"	1	1	1
"GRMZM2G004111"	0.0140447455968072	3.43127807706498e-06	0.734027227761918
"GRMZM2G004119"	1	0.777211751604692	1
"GRMZM2G004128"	1	1	0.0188833149696728
"GRMZM2G004131"	0.576327857324166	0.813517920729722	0.706513448967068
"GRMZM2G004138"	0.105465894225146	1.89440161959596e-08	0.00503837424742321
"GRMZM2G004140"	0.536825643460346	0.949430428862258	0.647209703563719
"GRMZM2G004150"	1	1	1
"GRMZM2G004157"	0.622639171972503	0.0742194798061923	1
"GRMZM2G004160"	1	0.103958965134299	1
"GRMZM2G004161"	0.14398789860982	0.0547531356204794	0.552031911287895
"GRMZM2G004163"	1	1	1
"GRMZM2G004172"	1	1	0.122480923863284
"GRMZM2G004177"	1	1	1
"GRMZM2G004180"	1	1	0.93810199727452
"GRMZM2G004182"	0.303576032284733	0.493242490933697	0.79583444007658
"GRMZM2G004183"	0.234880809270629	0.00384954160763211	1
"GRMZM2G004186"	0.996451447015187	1	0.93810199727452
"GRMZM2G004188"	1	0.20230792191707	1
"GRMZM2G004190"	1	1	1
"GRMZM2G004191"	1	1	1
"GRMZM2G004202"	1	1	0.93810199727452
"GRMZM2G004207"	1	1	1
"GRMZM2G004211"	0.100568886711934	3.77200664572088e-05	1
"GRMZM2G004215"	1	1	1
"GRMZM2G004222"	0.996451447015187	1	0.0772474919435397
"GRMZM2G004224"	0.380693890862282	4.49029919746743e-08	3.56632035757112e-12
"GRMZM2G004259"	0.576545473085417	1	1
"GRMZM2G004276"	1	1	1
"GRMZM2G004278"	1	0.777211751604692	1
"GRMZM2G004290"	0.771029971541416	1	1
"GRMZM2G004298"	1	1	1
"GRMZM2G004301"	1	1	1
"GRMZM2G004305"	1	0.190666881072101	4.18647986134434e-06
"GRMZM2G004314"	0.996451447015187	1	1
"GRMZM2G004317"	1	1	1
"GRMZM2G004320"	0.996451447015187	1	1
"GRMZM2G004330"	0.933892785489512	0.985228196164974	1
"GRMZM2G004334"	1	0.777211751604692	1
"GRMZM2G004349"	0.081567537068167	0.264859719552235	0.143317210368059
"GRMZM2G004352"	0.00029979573162014	4.86475368941362e-09	8.95811899599745e-07
"GRMZM2G004354"	0.996451447015187	1	1
"GRMZM2G004356"	6.53352999873649e-09	1.30818913399719e-14	4.49779674410265e-06
"GRMZM2G004362"	1	1	1
"GRMZM2G004370"	1	1	1
"GRMZM2G004375"	1	1	1
"GRMZM2G004377"	1	9.67248729348465e-06	8.09922201382492e-08
"GRMZM2G004380"	1	1	1
"GRMZM2G004382"	2.94747423661887e-07	4.47077640248339e-11	1
"GRMZM2G004384"	1	1	0.93810199727452
"GRMZM2G004385"	0.872038656545404	1	0.93810199727452
"GRMZM2G004392"	1	1	1
"GRMZM2G004396"	1	0.081449179091986	1.54701785304705e-05
"GRMZM2G004397"	0.317133530583301	3.46585213420052e-08	0.025886616728825
"GRMZM2G004408"	1	0.473909429271234	1
"GRMZM2G004412"	0.547340381451013	1	0.468915835417246
"GRMZM2G004414"	0.474174100059477	0.000992190828395752	1
"GRMZM2G004422"	0.683920287122931	0.0941122381264776	1
"GRMZM2G004435"	0.739442673801593	0.725271024677787	1
"GRMZM2G004440"	1	1	1
"GRMZM2G004445"	1	1	1
"GRMZM2G004455"	1.8152677575906e-06	2.60336494748442e-12	0.0916442947965649
"GRMZM2G004459"	1	0.425968016771449	1
"GRMZM2G004466"	0.638045665730286	1	1
"GRMZM2G004468"	1	1	0.93810199727452
"GRMZM2G004475"	1	0.777211751604692	1
"GRMZM2G004480"	0.787428103312211	0.0120294694167543	0.190993580293521
"GRMZM2G004483"	1	0.292166659216607	0.753782868738829
"GRMZM2G004487"	1	1	1
"GRMZM2G004500"	1	1	1
"GRMZM2G004511"	1.78072235038552e-06	0.35409897893239	2.53332199290799e-10
"GRMZM2G004516"	0.00744872684721223	0.000871521868072857	0.00407002609841405
"GRMZM2G004519"	0.973785913305129	0.202722677218815	0.368396867205542
"GRMZM2G004521"	1	1	1
"GRMZM2G004523"	0.383135984925197	8.71380324942082e-08	0.00229705426631961
"GRMZM2G004528"	1.81419218109432e-05	2.07293717177662e-06	8.02796848613665e-05
