""	"BS.S4.vs.M.S4"	"BS.S9.vs.M.S9"	"BS.S14.vs.M.S14"
"GRMZM2G083186"	1	1	1
"GRMZM2G083188"	1	0.00878049466285833	1
"GRMZM2G083190"	1	1	0.93810199727452
"GRMZM2G083195"	1	0.292862673205436	5.90052364940421e-07
"GRMZM2G083197"	1	1	1
"GRMZM2G083222"	1	0.229408320086894	0.93810199727452
"GRMZM2G083239"	1	1	1
"GRMZM2G083243"	1	1	0.690361574497756
"GRMZM2G083246"	0.996451447015187	1	1
"GRMZM2G083248"	0.996451447015187	1	1
"GRMZM2G083253"	2.07473334872582e-05	0.0384086746418864	0.158154536369748
"GRMZM2G083258"	0.996451447015187	0.777211751604692	1
"GRMZM2G083262"	1	0.002783572631677	1
"GRMZM2G083268"	1	1	1
"GRMZM2G083284"	0.890152842287474	1	1
"GRMZM2G083285"	1	1	0.374779903879926
"GRMZM2G083292"	1	1	1
"GRMZM2G083301"	0.996451447015187	0.875017531920547	0.0050688475074295
"GRMZM2G083309"	1	4.95986720507335e-06	0.180547448039445
"GRMZM2G083324"	0.554425415254581	0.777211751604692	1
"GRMZM2G083328"	0.00980211749159739	1	1
"GRMZM2G083338"	1	1	1
"GRMZM2G083344"	0.69836782894741	1	2.53069426541945e-10
"GRMZM2G083346"	1	1	0.965328636099346
"GRMZM2G083347"	1	0.777211751604692	1
"GRMZM2G083350"	1	0.777211751604692	1
"GRMZM2G083356"	0.996451447015187	0.777211751604692	1
"GRMZM2G083364"	0.996451447015187	1	1
"GRMZM2G083367"	1	0.234668476645593	0.413261674786053
"GRMZM2G083374"	0.996451447015187	1	1
"GRMZM2G083382"	0.218023448949107	1	0.972503120630182
"GRMZM2G083383"	1	1	1
"GRMZM2G083385"	1	0.562154062702578	0.93810199727452
"GRMZM2G083394"	1	0.601998407869981	0.643669325504929
"GRMZM2G083398"	1	1	1
"GRMZM2G083402"	1	0.777211751604692	1
"GRMZM2G083408"	0.665425034248187	0.0152771467775146	0.000720695110343106
"GRMZM2G083410"	1	0.0237585440987627	3.2324082659881e-06
"GRMZM2G083411"	0.996451447015187	1	1
"GRMZM2G083413"	1	1	1
"GRMZM2G083418"	1	0.568500475149097	0.940674034288165
"GRMZM2G083427"	0.996451447015187	0.120570076769345	0.93810199727452
"GRMZM2G083437"	0.047322346104324	0.0993647069400056	0.295595283147799
"GRMZM2G083442"	1	1	0.348517172867782
"GRMZM2G083444"	1	1	1
"GRMZM2G083453"	1	0.777211751604692	1
"GRMZM2G083456"	1	1	1
"GRMZM2G083459"	1	0.00613300950947023	1.44847319327564e-05
"GRMZM2G083464"	1	1	1
"GRMZM2G083470"	1	1	1
"GRMZM2G083474"	0.996451447015187	1	1
"GRMZM2G083475"	1	0.777211751604692	1
"GRMZM2G083477"	1	1	1
"GRMZM2G083483"	1	1	1
"GRMZM2G083488"	1	1	1
"GRMZM2G083497"	0.000293770326682864	0.78622835858569	0.499773721863705
"GRMZM2G083504"	0.0963390110764419	1.27302981472941e-06	1.17077895474761e-07
"GRMZM2G083510"	1	0.777211751604692	1
"GRMZM2G083515"	1	1	1
"GRMZM2G083518"	0.737881712318246	1	0.028721510640789
"GRMZM2G083524"	1	1	1
"GRMZM2G083526"	0.790013677499824	1	1
"GRMZM2G083529"	1	1	1
"GRMZM2G083538"	0.0131297117888289	3.33340527210039e-17	1.81646112091234e-15
"GRMZM2G083539"	0.996451447015187	0.948352960693173	1
"GRMZM2G083546"	0.789426079724155	0.453934261581436	0.00668677794540735
"GRMZM2G083551"	1	1	0.93810199727452
"GRMZM2G083555"	1	1	0.624154840544396
"GRMZM2G083572"	1	1	1
"GRMZM2G083574"	1	0.777211751604692	1
"GRMZM2G083580"	0.854373793767257	0.777211751604692	1
"GRMZM2G083581"	1	1	1
"GRMZM2G083590"	1	1	1
"GRMZM2G083599"	1	0.777211751604692	1
"GRMZM2G083605"	1	1	1
"GRMZM2G083620"	0.316081136760542	0.191676687758544	0.242815487536501
"GRMZM2G083629"	1	1	1
"GRMZM2G083635"	1	0.777211751604692	1
"GRMZM2G083642"	0.0113546331678326	1	0.176143804821418
"GRMZM2G083643"	0.996451447015187	0.777211751604692	1
"GRMZM2G083655"	0.996451447015187	1	1
"GRMZM2G083677"	1	0.263690358685544	1
"GRMZM2G083682"	0.996451447015187	0.777211751604692	1
"GRMZM2G083689"	1	1	0.350416865967498
"GRMZM2G083711"	1	0.586804779629209	1
"GRMZM2G083716"	0.0152941500561768	2.2665797497344e-05	0.000202939240800392
"GRMZM2G083717"	1	1	0.393075270755039
"GRMZM2G083725"	1	0.777211751604692	0.624154840544396
"GRMZM2G083732"	1	1	0.93810199727452
"GRMZM2G083738"	1	1	1
"GRMZM2G083741"	1	1	1
"GRMZM2G083745"	0.8724109648618	1	1
"GRMZM2G083749"	0.000556735609370742	1.04796605842261e-17	1.50679790005751e-05
"GRMZM2G083755"	0.246244188078778	0.777211751604692	0.225218547700707
"GRMZM2G083759"	0.695373727003505	0.0203550074348749	1
"GRMZM2G083763"	1	0.0847027496833142	1
"GRMZM2G083771"	1	1	1
"GRMZM2G083783"	0.790013677499824	1	0.93810199727452
"GRMZM2G083788"	2.86643331287847e-07	0.777211751604692	1.05682958238419e-11
"GRMZM2G083797"	0.0282468777641878	0.00473659968316838	1
"GRMZM2G083803"	0.204594485089112	1	0.653511551118384
"GRMZM2G083810"	6.07110807790867e-14	0.0423907945472672	4.93198724159635e-05
"GRMZM2G083812"	1	0.0027901524860499	0.000239401023971408
"GRMZM2G083813"	1	1	1
"GRMZM2G083820"	0.177827122896599	0.483765487335863	0.995334238089198
"GRMZM2G083822"	1	1	1
"GRMZM2G083834"	1	0.470631449211927	1
"GRMZM2G083836"	0.0054736859833259	0.625089049333412	1
"GRMZM2G083841"	0.00543380661117461	1.69486960373929e-05	0.00314494873449692
"GRMZM2G083844"	1	1	1
"GRMZM2G083847"	0.866976695064665	0.843581520408978	0.0030830931427147
"GRMZM2G083850"	0.996451447015187	0.366961371430299	1
"GRMZM2G083855"	1	1	1
"GRMZM2G083875"	1	1	1
"GRMZM2G083886"	0.427145170505991	0.265554727060858	1
"GRMZM2G083888"	1	1	1
"GRMZM2G083894"	1	0.00876808306934693	0.254790388931048
"GRMZM2G083907"	1	1	1
"GRMZM2G083915"	1	1	1
"GRMZM2G083921"	1	1	1
"GRMZM2G083930"	1	1	1
"GRMZM2G083932"	1	0.000721647504603813	1
"GRMZM2G083935"	0.834285238380426	1	2.64376391238351e-08
"GRMZM2G083950"	1	0.777211751604692	1
"GRMZM2G083961"	1	0.559802321230408	1
"GRMZM2G083964"	0.00689564034474055	0.000228252752266272	0.00113628434215013
"GRMZM2G083972"	0.790013677499824	0.777211751604692	1
"GRMZM2G083975"	0.996451447015187	0.777211751604692	1
"GRMZM2G083977"	0.768428702268935	0.0193832296353907	1
"GRMZM2G083980"	0.996451447015187	0.562154062702578	1
"GRMZM2G083984"	1	1	1
"GRMZM2G084005"	0.00807202161709223	2.16660589607338e-11	9.69053243415916e-11
"GRMZM2G084011"	1	1	1
"GRMZM2G084014"	0.809460863301262	0.586173478112575	0.150594623003157
"GRMZM2G084021"	1	1	0.414680682469877
"GRMZM2G084034"	1	1	1
"GRMZM2G084035"	1	1	0.932251943391177
"GRMZM2G084037"	1	1	1
"GRMZM2G084046"	1	0.0781964212821555	0.93810199727452
"GRMZM2G084051"	1	1	1
"GRMZM2G084054"	1	1	1
"GRMZM2G084062"	1	0.00418751482877061	0.388500309183005
"GRMZM2G084063"	1	1	0.822870258524219
"GRMZM2G084083"	1	1	1
"GRMZM2G084086"	1	1	1
"GRMZM2G084116"	1	0.000373752614572052	0.116680015861263
"GRMZM2G084119"	1	1	1
"GRMZM2G084125"	1	1	0.93810199727452
"GRMZM2G084130"	1	1	0.93810199727452
"GRMZM2G084132"	0.169930364779606	0.561501556752224	1
"GRMZM2G084134"	0.520237128471346	1	1
"GRMZM2G084142"	0.300345037379572	0.000978312064456242	0.0360156779247671
"GRMZM2G084149"	0.544827812716135	0.199665315894362	0.0229990499675746
"GRMZM2G084156"	1	1	1
"GRMZM2G084158"	1	1	1
"GRMZM2G084160"	1	1	1
"GRMZM2G084164"	0.661954802682293	1	1
"GRMZM2G084168"	1	0.777211751604692	1
"GRMZM2G084173"	1	0.777211751604692	1
"GRMZM2G084176"	1	1	1
"GRMZM2G084181"	1	5.45237316293699e-10	0.0482998598853274
"GRMZM2G084185"	1	1	1
"GRMZM2G084192"	0.102289997954918	0.446714343771065	1
"GRMZM2G084195"	0.996451447015187	0.322049353379142	1
"GRMZM2G084208"	0.996451447015187	0.777211751604692	0.624154840544396
"GRMZM2G084227"	1	1	1
"GRMZM2G084232"	1	1	1
"GRMZM2G084242"	1	0.777211751604692	1
"GRMZM2G084248"	0.996451447015187	0.379960232361393	0.873464640794231
"GRMZM2G084249"	1	1	1
"GRMZM2G084252"	1	1	1
"GRMZM2G084254"	1	0.777211751604692	1
"GRMZM2G084261"	1	0.777211751604692	1
"GRMZM2G084264"	1	1	1
"GRMZM2G084274"	0.487360877323836	0.0655112152925713	0.344336352648017
"GRMZM2G084276"	0.996451447015187	1	1
"GRMZM2G084279"	2.66004450708503e-06	0.513824390263809	0.93810199727452
"GRMZM2G084286"	1	1.39216576250485e-08	0.38345010559586
"GRMZM2G084296"	0.591480601098211	1	1
"GRMZM2G084315"	1	1	1
"GRMZM2G084320"	1	0.777211751604692	1
"GRMZM2G084325"	0.996451447015187	0.387153348464038	0.662167779009097
"GRMZM2G084327"	0.85729333810634	1	0.000698105752246125
"GRMZM2G084347"	1	0.777211751604692	0.618598654901598
"GRMZM2G084356"	1	1	1
"GRMZM2G084369"	1	0.307611275823225	1
"GRMZM2G084389"	0.790013677499824	1	1
"GRMZM2G084391"	1	0.800565530948018	1
"GRMZM2G084397"	1	0.985845646155586	0.93810199727452
"GRMZM2G084406"	1	0.456285927233539	0.820292763172888
"GRMZM2G084407"	0.0108547998092349	1.65093783219461e-06	0.00199467353278072
"GRMZM2G084421"	1.36898078560272e-07	4.51811744861877e-09	1
"GRMZM2G084429"	3.02033481421804e-09	3.40841649644315e-15	0.44780012199877
"GRMZM2G084440"	1	0.777211751604692	1
"GRMZM2G084445"	1	0.443939120257939	0.93810199727452
"GRMZM2G084453"	0.996451447015187	0.777211751604692	1
"GRMZM2G084457"	1	1	1
"GRMZM2G084462"	1	1	1
"GRMZM2G084463"	0.646508429284881	0.561471433541121	1
"GRMZM2G084465"	0.661954802682293	0.307500684218097	0.047766374331258
"GRMZM2G084470"	1	1	1
"GRMZM2G084473"	1	0.94926066618307	1
"GRMZM2G084477"	0.996451447015187	0.777211751604692	0.93810199727452
"GRMZM2G084483"	1	0.0104898265376543	0.00395328473865753
"GRMZM2G084486"	0.790013677499824	0.639051700825497	1
"GRMZM2G084489"	1	0.177871296014638	1
"GRMZM2G084491"	0.213768918930447	0.000137986955651852	0.155845980074083
"GRMZM2G084496"	1	1	1
"GRMZM2G084498"	0.553486968157332	0.000154035740734158	0.0233716918331709
"GRMZM2G084499"	0.996451447015187	1	1
"GRMZM2G084513"	0.996451447015187	0.00552576426399109	1
"GRMZM2G084515"	1	6.26261656360358e-05	0.21794147082661
"GRMZM2G084521"	0.701392553957847	0.188812957511177	0.0352161603627409
"GRMZM2G084525"	1	0.990459833297142	0.526698185808789
"GRMZM2G084532"	1	1	1
"GRMZM2G084534"	1	0.777211751604692	1
"GRMZM2G084540"	1	0.777211751604692	1
"GRMZM2G084547"	1	0.785633970048082	1
"GRMZM2G084549"	1	1	1
"GRMZM2G084568"	1	1	1
"GRMZM2G084570"	1	0.777211751604692	1
"GRMZM2G084576"	0.493537054104916	0.17582348896367	1
"GRMZM2G084583"	1	0.0508092131845189	0.0853439891952858
"GRMZM2G084586"	1	0.577687287566412	0.125775249978823
"GRMZM2G084587"	0.686662943716398	0.684497549296113	1
"GRMZM2G084597"	1	0.777211751604692	1
"GRMZM2G084606"	1	0.777211751604692	0.00030573909420142
"GRMZM2G084609"	1	1	0.714443850733578
"GRMZM2G084647"	0.396876596084386	0.138655814118832	1
"GRMZM2G084670"	1	1	1
"GRMZM2G084684"	1	0.0889402592318861	0.727337791388319
"GRMZM2G084694"	0.434150690865218	0.0505906278058568	1
"GRMZM2G084695"	1	1	1
"GRMZM2G084703"	1	1	1
"GRMZM2G084716"	0.996451447015187	1	1
"GRMZM2G084717"	1	0.0195517473023591	0.837194737281221
"GRMZM2G084719"	0.325985574189238	0.0141653660256264	0.000559212501556224
"GRMZM2G084727"	0.0816362310405412	0.00607268154889374	0.0292774973376931
"GRMZM2G084729"	0.527979363963549	1	0.0281596028014013
"GRMZM2G084733"	1	1	1
"GRMZM2G084739"	0.298685213918027	0.166513652944829	1
"GRMZM2G084756"	1	1	1
"GRMZM2G084757"	0.0166387208864007	3.20386933018948e-12	2.93608502572946e-05
"GRMZM2G084759"	1	0.777211751604692	1
"GRMZM2G084762"	0.996451447015187	0.952445209825645	1
"GRMZM2G084765"	1	1	1
"GRMZM2G084767"	0.819008351374227	1	1
"GRMZM2G084774"	1	1	1
"GRMZM2G084779"	1	1	1
"GRMZM2G084783"	1	0.222563956086869	1
"GRMZM2G084786"	1	1	1
"GRMZM2G084788"	1	0.780296460351133	0.0101515184580824
"GRMZM2G084791"	1.42816846981022e-09	5.32805793798689e-11	4.18049156431135e-05
"GRMZM2G084794"	0.996451447015187	1	1
"GRMZM2G084795"	0.790013677499824	0.617487739218263	0.624154840544396
"GRMZM2G084799"	1	1	1
"GRMZM2G084802"	0.301400290416058	0.562154062702578	1
"GRMZM2G084806"	1	0.0400586304302934	0.117698112167189
"GRMZM2G084812"	1	1.74199307390105e-09	0.00182756243342403
"GRMZM2G084816"	1	1	1
"GRMZM2G084819"	1	1	0.624154840544396
"GRMZM2G084821"	1	1	1
"GRMZM2G084825"	1	0.777211751604692	0.610481638116169
"GRMZM2G084829"	1	1	1
"GRMZM2G084859"	1	1	1
"GRMZM2G084863"	0.47066437526604	1	0.664665734014027
"GRMZM2G084868"	0.043051706279291	0.116104270170189	0.000268265586252707
"GRMZM2G084881"	1	1	0.50118199777383
"GRMZM2G084885"	1	1	0.93810199727452
"GRMZM2G084891"	0.957192964379327	0.792596698176059	1
"GRMZM2G084899"	1	0.132462117448431	0.0886153370037097
"GRMZM2G084904"	1	1	1
"GRMZM2G084914"	1	1	1
"GRMZM2G084928"	1	0.328207914537957	1
"GRMZM2G084935"	7.05453442922113e-13	4.18228619309481e-27	3.09305904046207e-05
"GRMZM2G084938"	0.996451447015187	0.641477123593855	0.220628100470771
"GRMZM2G084940"	1	0.384721909208852	1
"GRMZM2G084942"	0.116558579419202	0.0029416769661991	8.07980306593132e-08
"GRMZM2G084944"	1	1	1
"GRMZM2G084947"	1	4.85638992345258e-07	0.835961348999238
"GRMZM2G084958"	0.0510861818211793	1	1
"GRMZM2G084964"	1	1	1
"GRMZM2G084968"	1	0.00586328154372218	0.475944325568012
"GRMZM2G084969"	0.996451447015187	0.777211751604692	1
"GRMZM2G084971"	1	0.777211751604692	1
"GRMZM2G084979"	1	1	1
"GRMZM2G084984"	0.102425371725174	0.777211751604692	1
"GRMZM2G085000"	0.996451447015187	1	0.0809004258632026
"GRMZM2G085005"	0.0220380487621793	0.576894471875643	0.0730766541568075
"GRMZM2G085019"	1.49072985230429e-18	2.27726670334567e-41	2.06461983152262e-17
"GRMZM2G085022"	1	1	1
"GRMZM2G085035"	1	1	1
"GRMZM2G085038"	1	1	0.93810199727452
"GRMZM2G085042"	1	1	0.554719172439236
"GRMZM2G085049"	1	4.95936235520886e-06	0.103076711377492
"GRMZM2G085054"	1	8.25719168736671e-09	0.45958905448306
"GRMZM2G085068"	1	1	1
"GRMZM2G085078"	0.764024286536777	4.66838804059817e-07	0.579084846134082
"GRMZM2G085083"	1	1	1
"GRMZM2G085086"	1	1	0.178255354310254
"GRMZM2G085089"	1	0.111561277471607	1
"GRMZM2G085100"	1	1	1
"GRMZM2G085109"	1	1	1
"GRMZM2G085111"	0.592469670906153	0.0342973626917756	2.8251044422977e-05
"GRMZM2G085113"	1	1	1
"GRMZM2G085116"	1	0.118743506321075	1
"GRMZM2G085117"	0.00327930630280201	0.00407865040779737	0.00575454310140589
"GRMZM2G085119"	1	1	1
"GRMZM2G085123"	0.000152004011902958	1	1
"GRMZM2G085136"	1	1	1
"GRMZM2G085137"	1	1	1
"GRMZM2G085153"	0.996451447015187	0.000555074830321075	0.000550290654230842
"GRMZM2G085160"	1	1	1
"GRMZM2G085176"	1	1	0.393075270755039
"GRMZM2G085183"	1	1	1
"GRMZM2G085189"	0.00178010796380554	2.79805438054038e-05	0.000378503901976183
"GRMZM2G085194"	0.996451447015187	1	1
"GRMZM2G085198"	0.00178522586872224	0.00249563855397106	1
"GRMZM2G085199"	1	0.777211751604692	0.11476074546702
"GRMZM2G085210"	1	1	1
"GRMZM2G085218"	0.0349673624455175	8.72325409637261e-07	1
"GRMZM2G085236"	0.921549897186351	1	0.746766179080896
"GRMZM2G085238"	1	1	1
"GRMZM2G085243"	1	1	1
"GRMZM2G085246"	0.293151311490914	6.12253878638296e-12	2.43342534444764e-08
"GRMZM2G085249"	1	1	1
"GRMZM2G085254"	1	0.777211751604692	1
"GRMZM2G085255"	1	1	1
"GRMZM2G085260"	1	1	1
"GRMZM2G085266"	1	1	1
"GRMZM2G085279"	1	0.777211751604692	0.93810199727452
"GRMZM2G085297"	1	1	0.622835129346506
"GRMZM2G085301"	0.594704419675977	0.000134868209552367	0.0747135040637883
"GRMZM2G085303"	1	1	0.450529685836663
"GRMZM2G085320"	1	0.739273786408232	1
"GRMZM2G085330"	1	1	1
"GRMZM2G085336"	1	1	1
"GRMZM2G085338"	1	1	0.93810199727452
"GRMZM2G085341"	1	1	1
"GRMZM2G085361"	1	1	1
"GRMZM2G085364"	0.996451447015187	1	1
"GRMZM2G085375"	0.996451447015187	1	1
"GRMZM2G085378"	1	0.354041349455668	0.819809768930249
"GRMZM2G085381"	0.47664171736918	3.01166836928491e-08	1
"GRMZM2G085387"	1	1	1
"GRMZM2G085392"	1	0.635751446929722	1
"GRMZM2G085402"	1	0.331424567751944	0.00905065385790223
"GRMZM2G085405"	0.996451447015187	0.777211751604692	0.93810199727452
"GRMZM2G085408"	0.996451447015187	0.128384103528541	1
"GRMZM2G085409"	1	1	1
"GRMZM2G085411"	0.0281886451670884	0.589767814192414	0.995334238089198
"GRMZM2G085420"	1	1	1
"GRMZM2G085423"	1	1	1
"GRMZM2G085427"	1	1	0.643706677492757
"GRMZM2G085433"	1	0.562154062702578	1
"GRMZM2G085438"	0.358172122841852	0.849999312593954	0.290459796602629
"GRMZM2G085442"	1	1	0.248709594843924
"GRMZM2G085449"	0.957732051770822	0.947780832570813	0.126966988951503
"GRMZM2G085460"	1	0.621127875926269	0.910387142582571
"GRMZM2G085467"	1	0.110956688841175	1
"GRMZM2G085469"	1	0.720994601109619	1
"GRMZM2G085474"	0.777369100049987	0.00410941855424457	3.94310609874646e-07
"GRMZM2G085476"	1	0.562154062702578	1
"GRMZM2G085483"	1	1	0.624154840544396
"GRMZM2G085486"	1	1	1
"GRMZM2G085491"	1	1	1
"GRMZM2G085501"	1	1	1
"GRMZM2G085504"	0.996451447015187	1	1
"GRMZM2G085508"	1	1	1
"GRMZM2G085509"	1	0.67151161648599	1
"GRMZM2G085513"	1	1	0.93810199727452
"GRMZM2G085530"	0.89548842306677	0.777211751604692	0.93810199727452
"GRMZM2G085538"	1	1	1
"GRMZM2G085547"	1	0.962421035113721	1
"GRMZM2G085550"	0.724374256139832	3.26580511886305e-13	0.0265430386453898
"GRMZM2G085563"	0.686662943716398	0.777211751604692	1
"GRMZM2G085568"	1	1	1
"GRMZM2G085572"	1	1	1
"GRMZM2G085573"	1	1	0.876655932025372
"GRMZM2G085577"	3.88786581067281e-17	4.2025762213266e-43	1.71506877538687e-19
"GRMZM2G085582"	1	0.0171408700414589	1
"GRMZM2G085587"	1	0.777211751604692	1
"GRMZM2G085593"	1	1	1
"GRMZM2G085595"	1	1	1
"GRMZM2G085600"	0.216074313271004	0.00332064065204758	0.0488053504965321
"GRMZM2G085602"	0.85883071414234	1	1
"GRMZM2G085604"	0.583925803793641	1	0.641233596665438
"GRMZM2G085613"	1	0.562154062702578	0.103858501662331
"GRMZM2G085615"	1	1	1
"GRMZM2G085630"	0.27093090910556	0.103845710563455	0.93810199727452
"GRMZM2G085641"	1	1	1
"GRMZM2G085646"	0.996451447015187	0.535726448329823	0.93810199727452
"GRMZM2G085653"	1	1	1
"GRMZM2G085656"	1	1	1
"GRMZM2G085660"	1	0.324147882788995	1
"GRMZM2G085661"	0.000993860051905602	5.49925022218111e-06	4.10280603275008e-09
"GRMZM2G085664"	1	0.379960232361393	1
"GRMZM2G085670"	1	1	1
"GRMZM2G085675"	0.0626239594475699	0.0836289397845752	1
"GRMZM2G085678"	1	1	1
"GRMZM2G085691"	1	0.777211751604692	1
"GRMZM2G085705"	1	0.0572016164587455	0.939315856938288
"GRMZM2G085711"	0.00690411136584649	0.443206227502653	0.707807950398297
"GRMZM2G085713"	1	0.433361587120846	0.603133215962598
"GRMZM2G085718"	1	0.943646737197479	0.428779169205845
"GRMZM2G085728"	1	1	1
"GRMZM2G085747"	0.0014982197155457	8.88391998207823e-05	0.500826132787424
"GRMZM2G085750"	0.00383733762692674	2.71938672149091e-05	0.712955150562892
"GRMZM2G085751"	1	1	1
"GRMZM2G085753"	1	1	1
"GRMZM2G085763"	1	0.940524515180943	1
"GRMZM2G085777"	0.00574930128207878	6.08283824987186e-16	5.31109856471879e-17
"GRMZM2G085782"	1	1	1
"GRMZM2G085806"	0.764942191998413	0.924499098036711	0.613947940124275
"GRMZM2G085812"	1	1	1
"GRMZM2G085824"	1	1	1
"GRMZM2G085825"	1	0.777211751604692	0.118606293225567
"GRMZM2G085827"	0.378823844842194	0.331187927907338	1
"GRMZM2G085833"	0.251500239885453	1.19706466133201e-05	0.0174967461291087
"GRMZM2G085836"	0.996451447015187	0.777211751604692	1
"GRMZM2G085841"	1	1	1
"GRMZM2G085845"	0.996451447015187	1.03193605595256e-07	1.70658743357537e-06
"GRMZM2G085849"	0.206416543114547	1	0.396142332838621
"GRMZM2G085854"	0.0825513542750181	0.777211751604692	0.944162604925963
"GRMZM2G085856"	0.996451447015187	1	1
"GRMZM2G085864"	1	1	1
"GRMZM2G085872"	1	0.562154062702578	1
"GRMZM2G085873"	0.790013677499824	1	1
"GRMZM2G085878"	1	1	1
"GRMZM2G085881"	1	1	1
"GRMZM2G085885"	0.0042784044201448	0.000113174327324838	6.72357503339618e-07
"GRMZM2G085892"	0.154158409111799	0.777211751604692	0.268497614040189
"GRMZM2G085908"	1	0.777211751604692	1
"GRMZM2G085909"	0.00210339539083343	0.0142762694627154	0.0932064163136674
"GRMZM2G085916"	1	1	0.0919674407132151
"GRMZM2G085921"	1	0.605134762711207	0.93810199727452
"GRMZM2G085924"	1	1	1
"GRMZM2G085926"	0.192074976774863	0.00142500572549133	0.00013156239621081
"GRMZM2G085932"	1.76309806287721e-05	0.00460827658634945	0.0915994860081026
"GRMZM2G085934"	1	1	1
"GRMZM2G085939"	1	0.777211751604692	1
"GRMZM2G085941"	1	0.777211751604692	0.0359355491492833
"GRMZM2G085945"	0.411781817121864	6.30133719797475e-06	0.00587663469688172
"GRMZM2G085948"	1	0.1679232237458	1
"GRMZM2G085949"	1	1	1
"GRMZM2G085960"	1	1	0.93810199727452
"GRMZM2G085964"	1	0.358132020335778	1
"GRMZM2G085967"	1	0.0901733710935845	0.0438871258077558
"GRMZM2G085970"	1	0.503988375595948	1
"GRMZM2G085974"	1	1	1
"GRMZM2G085975"	1	0.703819375890726	0.625845997200524
"GRMZM2G085987"	1	0.562154062702578	0.93810199727452
"GRMZM2G085998"	1	0.323511800900714	0.639522302361674
"GRMZM2G086003"	1	1	0.425036162010711
"GRMZM2G086015"	1	1	1
"GRMZM2G086020"	1	0.777211751604692	1
"GRMZM2G086022"	0.329690123838653	0.066848200497459	1
"GRMZM2G086027"	1	1	1
"GRMZM2G086030"	0.223420932776805	0.419094354179542	0.19173986809645
"GRMZM2G086032"	1	0.00689457142447012	0.952742252471276
"GRMZM2G086045"	1	1	1
"GRMZM2G086052"	0.864739005575508	0.166239882425888	1
"GRMZM2G086066"	1	1	0.93810199727452
"GRMZM2G086069"	1	1	0.93810199727452
"GRMZM2G086072"	1	1	1
"GRMZM2G086088"	1	1	1
"GRMZM2G086093"	1	0.0302834989416237	0.913039298067692
"GRMZM2G086116"	1	0.621923339316253	1
"GRMZM2G086117"	0.996451447015187	1	1
"GRMZM2G086119"	1	0.777211751604692	1
"GRMZM2G086123"	1	0.184893980675985	0.0714465120614097
"GRMZM2G086132"	1	0.777211751604692	1
"GRMZM2G086136"	0.996451447015187	1	1
"GRMZM2G086138"	1	1	1
"GRMZM2G086163"	1	0.562154062702578	1
"GRMZM2G086179"	0.73799596743111	7.19972813801836e-05	0.924047927673834
"GRMZM2G086190"	0.996451447015187	1	1
"GRMZM2G086202"	0.138554892495371	1	0.164787230598732
"GRMZM2G086210"	0.996451447015187	1	1
"GRMZM2G086231"	1	1	1
"GRMZM2G086236"	1	0.58828745861596	1
"GRMZM2G086237"	1	0.272428849425206	0.00489586440726701
"GRMZM2G086242"	0.210162636022128	1.51963267002218e-07	1
"GRMZM2G086243"	1	1	1
"GRMZM2G086246"	1	1	1
"GRMZM2G086258"	8.26365045187511e-34	7.60539542166589e-59	1.05698084672636e-29
"GRMZM2G086267"	0.996451447015187	1	0.0502226177101286
"GRMZM2G086269"	1	0.394723973550518	1
"GRMZM2G086272"	1	1	1
"GRMZM2G086277"	1	0.650634163295418	0.744658116108122
"GRMZM2G086281"	1	0.777211751604692	1
"GRMZM2G086285"	0.0365581970759809	2.75940848277875e-15	1
"GRMZM2G086287"	0.375284798516153	0.777211751604692	1
"GRMZM2G086294"	1	0.777211751604692	1
"GRMZM2G086298"	1	0.8969201874982	0.6702624271973
"GRMZM2G086300"	1	1	1
"GRMZM2G086303"	1	1	1
"GRMZM2G086308"	1	1	1
"GRMZM2G086334"	1	1	1
"GRMZM2G086340"	1	1	0.93810199727452
"GRMZM2G086342"	1	1	1
"GRMZM2G086346"	1	1	1
"GRMZM2G086361"	1	0.777211751604692	1
"GRMZM2G086365"	0.996451447015187	0.00041189756304704	0.347336526224629
"GRMZM2G086371"	1	0.131101206087308	1
"GRMZM2G086389"	6.50284454401223e-05	0.0122764761271533	0.00336210128652202
"GRMZM2G086398"	1	1	1
"GRMZM2G086401"	1	0.777211751604692	1
"GRMZM2G086403"	0.360321227533898	4.7202161491839e-06	0.93810199727452
"GRMZM2G086410"	1	1	1
"GRMZM2G086418"	0.31419424349778	0.562154062702578	0.00151318185647008
"GRMZM2G086430"	0.970692163538357	1	0.248203561677175
"GRMZM2G086441"	1	1	1
"GRMZM2G086450"	0.929903331056251	1	1
"GRMZM2G086464"	0.162184842151876	0.59821651662383	0.000424950919266332
"GRMZM2G086474"	1	1	1
"GRMZM2G086476"	1	0.777266594646968	0.0912531170882638
"GRMZM2G086484"	0.425919783584704	1	0.580671147808713
"GRMZM2G086486"	1	0.777211751604692	0.00552567968652541
"GRMZM2G086489"	1	0.00086542465565383	0.671981844627021
"GRMZM2G086496"	1	4.75882599503825e-13	0.0887902897085726
"GRMZM2G086497"	9.02762331240653e-05	0.00499299722745872	1
"GRMZM2G086502"	0.996451447015187	0.777211751604692	1
"GRMZM2G086522"	1	1	1
"GRMZM2G086524"	0.996451447015187	1	1
"GRMZM2G086530"	1	1	1
"GRMZM2G086541"	1	1	1
"GRMZM2G086553"	0.070481315880178	0.000424440805689269	0.0039219911107755
"GRMZM2G086564"	1	1	1
