""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"GRMZM2G070015"	1	1	1	0.961894057903391	0.386664561874522
"GRMZM2G070034"	0.246869623241594	5.93048515588935e-05	0.00013235977836052	0.00282165904433048	0.423091900335021
"GRMZM2G070038"	1	1	1	0.317187966939941	1
"GRMZM2G070041"	1	1	1	1	1
"GRMZM2G070045"	1	1	1	0.3250208611107	1
"GRMZM2G070047"	0.157443031937928	0.02112981293758	0.00100889640364412	5.83987359497351e-06	0.00115217533886543
"GRMZM2G070051"	1	1	1	0.840982438127983	1
"GRMZM2G070054"	1	1	1	0.221939595227194	1
"GRMZM2G070058"	1	1	1	0.557800174409024	1
"GRMZM2G070061"	1	0.418987984693144	1	0.49226372261071	1
"GRMZM2G070068"	1	0.401270171541859	0.309846615367744	0.662312792413596	1
"GRMZM2G070072"	1	1	0.0301836283825838	1	0.366231437168125
"GRMZM2G070075"	1	1	1	1	1
"GRMZM2G070079"	1	1	1	1	1
"GRMZM2G070087"	1	1	1	1	1
"GRMZM2G070092"	0.501495764041408	1	0.90006555724373	1	1
"GRMZM2G070109"	1	1	1	1	1
"GRMZM2G070111"	1	1	1	0.9069480997725	1
"GRMZM2G070113"	1	1	0.667773929194789	1	1
"GRMZM2G070115"	1	1	1	1	1
"GRMZM2G070126"	1	1	1	0.62559541959098	1
"GRMZM2G070138"	0.810866355172391	0.634966534804946	0.390195006895698	0.0312345309137531	0.00105572324437124
"GRMZM2G070139"	1	1	1	1	1
"GRMZM2G070163"	1	1	1	0.273639639679301	1
"GRMZM2G070167"	1	1	1	1	1
"GRMZM2G070172"	1	1	1	1	1
"GRMZM2G070178"	1	1	1	0.225482342666841	0.812213263727815
"GRMZM2G070192"	1	1	1	0.904238468994488	0.706045538421972
"GRMZM2G070199"	0.00854855573016071	3.46077566060628e-06	6.65230451451181e-10	6.54475874122878e-13	1.99881449448102e-08
"GRMZM2G070207"	1	1	1	1	1
"GRMZM2G070211"	0.870257654533374	1	1	0.736010274185749	0.928546169685616
"GRMZM2G070218"	1	1	1	1	1
"GRMZM2G070226"	1	1	1	1	1
"GRMZM2G070232"	1	1	1	0.899734666198548	0.782619934183916
"GRMZM2G070239"	1	1	1	1	1
"GRMZM2G070242"	1	1	1	1	1
"GRMZM2G070252"	1	1	0.244651657043317	1.60656750410127e-06	5.51270402796757e-05
"GRMZM2G070255"	1	1	1	0.887980036526595	0.0542621926649702
"GRMZM2G070259"	1	0.760513856509229	1	0.759003576471277	1
"GRMZM2G070264"	1	0.657864746288038	1	0.0891312076552991	1
"GRMZM2G070271"	1	1	1	0.356010275668449	1
"GRMZM2G070273"	1	0.896166737976564	1	0.0200746021775334	1
"GRMZM2G070276"	1	1	1	0.791478554096556	1
"GRMZM2G070279"	0.679284009841391	1	1	0.840982438127983	1
"GRMZM2G070284"	1	1	1	0.417317586998308	1
"GRMZM2G070287"	1	1	0.415944332173794	1	1
"GRMZM2G070295"	1	1	1	1	1
"GRMZM2G070302"	1	0.819772481119962	1	0.120119672799383	1
"GRMZM2G070304"	1	0.43240105930197	0.866804998342742	1	1
"GRMZM2G070305"	1	1	1	0.0841318677808113	1
"GRMZM2G070307"	1	1	1	1	1
"GRMZM2G070310"	1	1	1	1	1
"GRMZM2G070312"	1	1	1	0.668033894397822	1
"GRMZM2G070315"	0.616828876932488	0.175842470159506	0.0761312313949901	0.0272999809044294	0.0687145899816336
"GRMZM2G070322"	1	1	1	1	1
"GRMZM2G070323"	1	1	1	0.399597383476053	1
"GRMZM2G070343"	1	0.75144440795481	1	0.103143654892419	1
"GRMZM2G070348"	0.865158984820821	1	0.846215631815105	0.656361968958338	0.470991583973004
"GRMZM2G070351"	1	0.357941970588146	1	1	1
"GRMZM2G070356"	1	1	0.781404608029843	0.722714201395898	0.964473769325383
"GRMZM2G070360"	1	1	0.864742011410745	1	1
"GRMZM2G070369"	1	1	1	0.788376104774171	1
"GRMZM2G070371"	1	1	1	1	1
"GRMZM2G070374"	1	1	1	1	1
"GRMZM2G070375"	0.807403696908247	1	1	0.0721118110188851	1
"GRMZM2G070378"	1	0.168587377264103	0.157789674792097	0.876280729464796	0.358634080580588
"GRMZM2G070381"	1	1	0.987287999556838	1	1
"GRMZM2G070389"	1	1	1	1	1
"GRMZM2G070392"	1	1	1	0.32485983665405	1
"GRMZM2G070394"	1	1	1	1	1
"GRMZM2G070399"	1	1	1	1	1
"GRMZM2G070405"	1	1	1	1	1
"GRMZM2G070418"	1	1	1	1	1
"GRMZM2G070422"	0.97997708524879	1	1	1	1
"GRMZM2G070424"	1	1	1	1	1
"GRMZM2G070429"	1	1	1	0.158460318422493	1
"GRMZM2G070432"	1	0.800199081574524	1	0.0349831665735664	1
"GRMZM2G070434"	1	1	1	1	1
"GRMZM2G070442"	1	1	1	1	1
"GRMZM2G070444"	1	1	0.89591991601246	1	1
"GRMZM2G070446"	1	1	1	0.304042356792748	1
"GRMZM2G070448"	0.97997708524879	1	1	0.840982438127983	1
"GRMZM2G070451"	1	1	1	1	1
"GRMZM2G070454"	1	1	1	1	1
"GRMZM2G070455"	1	1	1	1	1
"GRMZM2G070462"	1	1	1	1	1
"GRMZM2G070465"	1	1	1	1	1
"GRMZM2G070468"	1	1	1	1	1
"GRMZM2G070474"	1	1	1	1	1
"GRMZM2G070475"	0.87770222400178	1	1	0.504240779918888	1
"GRMZM2G070487"	1	1	1	0.00398243071680914	1
"GRMZM2G070494"	1	1	1	1	1
"GRMZM2G070500"	1	1	1	1	1
"GRMZM2G070503"	1	1	0.828434532297114	1	0.377478021703498
"GRMZM2G070508"	1	1	1	0.994489271723248	0.849526455976167
"GRMZM2G070514"	1	1	1	0.165475544487464	1
"GRMZM2G070515"	1	0.566613350958144	1	0.177983841054424	1
"GRMZM2G070520"	0.796305315599605	1	1	0.407899206833032	1
"GRMZM2G070521"	1	1	1	1	1
"GRMZM2G070523"	1	1	1	0.840982438127983	1
"GRMZM2G070526"	1	1	1	1	0.615940063437457
"GRMZM2G070542"	1	1	0.477871902237512	0.840982438127983	1
"GRMZM2G070550"	1	1	1	1	1
"GRMZM2G070553"	0.597196905489536	1	1	0.870323387706827	1
"GRMZM2G070555"	1	1	1	0.758673706784102	1
"GRMZM2G070562"	0.925164395411701	1	1	0.0791987824463141	1
"GRMZM2G070563"	1	1	1	0.42965665072389	1
"GRMZM2G070565"	1	0.728372266238071	1	1	1
"GRMZM2G070571"	1	0.832436661936034	1	1	1
"GRMZM2G070573"	1	1	1	0.851883392138643	1
"GRMZM2G070575"	1	1	1	1	1
"GRMZM2G070577"	1	1	1	1	1
"GRMZM2G070582"	1	1	1	1	1
"GRMZM2G070588"	1	1	0.922530731145452	0.341965315939752	1
"GRMZM2G070591"	1	1	1	1	1
"GRMZM2G070594"	1	1	1	0.840982438127983	1
"GRMZM2G070603"	1	0.969699730893873	1	1	1
"GRMZM2G070605"	1	1	1	0.410017337458057	1
"GRMZM2G070607"	1	1	1	1	1
"GRMZM2G070620"	1	1	1	1	1
"GRMZM2G070628"	1	1	0.829212541831702	0.851883392138643	0.45236216912869
"GRMZM2G070633"	1	0.798842910019064	1	0.131178378107942	1
"GRMZM2G070639"	0.438716258905941	1	0.142903770184142	1	0.4968109183783
"GRMZM2G070649"	1	1	0.95599241564575	0.858891040185997	1
"GRMZM2G070659"	0.973386585493563	1	0.942710050141677	0.0112094143333511	0.0414878062492317
"GRMZM2G070664"	1	1	1	1	1
"GRMZM2G070673"	1	1	1	1	1
"GRMZM2G070685"	1	1	1	1	1
"GRMZM2G070690"	1	1	1	1	1
"GRMZM2G070693"	0.894778147807324	0.849007473602523	0.881404420965605	0.873913290891172	1
"GRMZM2G070696"	1	1	1	1	1
"GRMZM2G070704"	1	1	1	0.482722920023281	0.829739643903388
"GRMZM2G070708"	1	0.596153277483384	0.00590130283513773	1	1
"GRMZM2G070713"	1	1	1	1	1
"GRMZM2G070716"	1	0.297026618281428	1	0.488125691592834	1
"GRMZM2G070717"	1	1	1	1	1
"GRMZM2G070723"	1	0.87229936424593	1	0.00552298614757735	0.868223813235062
"GRMZM2G070744"	0.488402105703907	0.0942064010355462	0.00482657510589609	0.000154045784274063	0.0571157804598859
"GRMZM2G070747"	1	1	1	0.348959179094653	1
"GRMZM2G070761"	1	1	1	0.694492397869883	1
"GRMZM2G070765"	1	1	1	1	1
"GRMZM2G070775"	1	1	1	1	1
"GRMZM2G070780"	1	1	1	0.794311354620483	1
"GRMZM2G070784"	1	1	1	1	1
"GRMZM2G070797"	0.0462859505291765	0.000120404469700568	0.000212858834126093	0.000466237366483927	0.000104826339470561
"GRMZM2G070804"	1	0.770957437380064	1	1	1
"GRMZM2G070807"	1	1	1	0.17955264003714	1
"GRMZM2G070818"	1	1	1	1	1
"GRMZM2G070825"	1	1	1	0.851883392138643	0.558556175939989
"GRMZM2G070831"	1	1	1	1	1
"GRMZM2G070837"	1	1	1	0.906993640545662	1
"GRMZM2G070840"	1	1	1	1	1
"GRMZM2G070841"	1	1	1	1	1
"GRMZM2G070847"	1	1	1	0.840982438127983	0.030472691048221
"GRMZM2G070849"	0.153025661581707	1	1	0.768128131692447	0.879274289691971
"GRMZM2G070863"	0.88839060205264	1	1	1	1
"GRMZM2G070865"	1	0.0790216033881264	0.120345936184448	0.019389901849542	0.175271799480955
"GRMZM2G070867"	1	1	1	1	1
"GRMZM2G070873"	1	1	0.838978315429304	1	1
"GRMZM2G070881"	0.818321194381231	1	0.699159134474518	1	1
"GRMZM2G070885"	1	1	1	1	1
"GRMZM2G070890"	0.640956561673198	1	1	1	0.972246787537663
"GRMZM2G070898"	1	0.798392923872688	1	0.132627709315618	1
"GRMZM2G070899"	1	1	1	0.220525567013224	1
"GRMZM2G070904"	1	1	1	1	1
"GRMZM2G070912"	1	1	1	0.0659964736601947	1
"GRMZM2G070913"	1	1	1	1	1
"GRMZM2G070931"	0.989896612251182	0.531105699743635	0.440986358408241	0.00754849738944374	0.787914865500444
"GRMZM2G070937"	1	1	1	0.950672424510167	1
"GRMZM2G070943"	1	1	0.80704425973112	0.743129097989887	1
"GRMZM2G070952"	1	1	1	1	1
"GRMZM2G070956"	1	1	1	0.220453371921481	1
"GRMZM2G070961"	1	1	1	1	1
"GRMZM2G070978"	1	1	0.416026394373229	1	1
"GRMZM2G070990"	1	1	1	1	1
"GRMZM2G070991"	1	1	1	0.587097582917164	1
"GRMZM2G070998"	1	1	1	0.840982438127983	1
"GRMZM2G071010"	0.966366071971841	0.0496766452817242	0.130517852460418	0.0854104952046879	0.813187606179008
"GRMZM2G071013"	1	1	1	0.0497228811504777	1
"GRMZM2G071015"	1	1	1	1	1
"GRMZM2G071020"	1	1	1	1	1
"GRMZM2G071021"	0.176676889073659	0.761672942495053	0.646468707756749	0.380217308006781	1
"GRMZM2G071023"	1	1	1	0.509123946437288	1
"GRMZM2G071025"	1	1	0.973730976228552	0.896951322759005	0.629038892341199
"GRMZM2G071030"	1	1	1	1	1
"GRMZM2G071034"	1	1	1	0.492370048332203	1
"GRMZM2G071042"	1	0.31888680297214	0.400503250256762	0.00409100548158637	0.312578245383159
"GRMZM2G071052"	1	1	1	1	1
"GRMZM2G071055"	0.701722664151202	1	1	1	1
"GRMZM2G071059"	1	1	1	1	1
"GRMZM2G071065"	1	1	1	1	1
"GRMZM2G071071"	1	1	1	0.316350915507228	1
"GRMZM2G071074"	0.82086172895375	1	1	0.583709135302596	0.942692398078967
"GRMZM2G071076"	1	1	1	1	1
"GRMZM2G071086"	1	1	1	1	1
"GRMZM2G071087"	1	0.953117509996715	0.102409243741397	0.226781718685348	0.139907027379479
"GRMZM2G071089"	1	1	0.710820901125461	1	1
"GRMZM2G071100"	1	0.000464366354488779	7.22029001969257e-05	9.76153476877221e-07	0.000699620672571507
"GRMZM2G071101"	1	1	1	1	1
"GRMZM2G071112"	1	1	1	0.496734997027806	1
"GRMZM2G071113"	1	0.790733356299949	1	1	1
"GRMZM2G071119"	1	1	0.85742439279356	0.000413234890693563	0.592960611261989
"GRMZM2G071133"	1	1	1	0.496734997027806	1
"GRMZM2G071145"	1	1	1	0.864420158500032	0.0685392543327945
"GRMZM2G071147"	1	0.0200939779236608	0.687691371877287	0.840982438127983	0.308390571509322
"GRMZM2G071152"	1	1	1	1	1
"GRMZM2G071154"	0.16554221887635	0.977224409568833	1	1	1
"GRMZM2G071157"	1	0.761835989953528	1	0.297023780021772	1
"GRMZM2G071162"	1	1	1	0.245193066777475	1
"GRMZM2G071163"	1	1	1	0.595598882852499	1
"GRMZM2G071166"	0.197984722554146	0.814453607852269	1	0.0910017450488373	0.858093421799805
"GRMZM2G071172"	0.107585479547961	0.00101155043759471	2.72706695981434e-05	6.30505219626804e-05	3.31465297101717e-06
"GRMZM2G071174"	1	1	1	1	1
"GRMZM2G071180"	1	1	1	1	0.15306465585094
"GRMZM2G071196"	1	0.82817465978504	1	0.214284671615761	0.475069972671378
"GRMZM2G071206"	0.950087812330614	1	1	1	1
"GRMZM2G071208"	1	1	1	0.00164890366968459	0.192515690841665
"GRMZM2G071214"	1	0.787552087081816	1	1	0.976629679415112
"GRMZM2G071217"	1	1	1	1	1
"GRMZM2G071219"	1	1	1	1	1
"GRMZM2G071223"	1	1	1	1	1
"GRMZM2G071226"	1	1	1	1	1
"GRMZM2G071228"	1	1	1	1	1
"GRMZM2G071249"	1	1	1	1	1
"GRMZM2G071253"	1	1	1	1	0.362178749104165
"GRMZM2G071260"	1	1	1	0.242739807947765	1
"GRMZM2G071264"	1	1	1	0.760152304703992	1
"GRMZM2G071268"	1	1	1	0.239763946726315	1
"GRMZM2G071270"	1	1	1	1	1
"GRMZM2G071272"	1	1	0.984541063639782	0.563153364460431	1
"GRMZM2G071277"	1	1	1	0.988848149167158	1
"GRMZM2G071288"	1	1	1	0.940160933465804	0.350325217491619
"GRMZM2G071292"	0.132852913895775	1	0.99367060763464	1	0.0836158422905537
"GRMZM2G071294"	1	1	1	0.658847720879667	1
"GRMZM2G071301"	1	1	1	1	0.575539895106823
"GRMZM2G071304"	1	1	1	1	1
"GRMZM2G071305"	1	1	1	1	1
"GRMZM2G071307"	1	0.757585666525544	1	0.0328231996992625	1
"GRMZM2G071310"	1	1	1	1	1
"GRMZM2G071319"	1	1	1	0.679410502603337	1
"GRMZM2G071322"	1	1	1	1	1
"GRMZM2G071325"	1	0.636162135687361	1	1	1
"GRMZM2G071327"	1	1	1	1	1
"GRMZM2G071330"	1	1	1	1	1
"GRMZM2G071333"	1	1	1	0.809898973091571	1
"GRMZM2G071339"	0.716332386408283	0.129691390784415	0.437219221835439	1	0.328117590763339
"GRMZM2G071343"	1	1	1	1	1
"GRMZM2G071347"	1	0.682287182476584	3.81397023507069e-06	0.0454941999946085	1.79588426816267e-08
"GRMZM2G071349"	1	1	1	0.64824879270908	1
"GRMZM2G071355"	1	1	1	1	1
"GRMZM2G071360"	1	0.744502617337649	0.0251634371503793	0.00313006386315615	0.160677581117611
"GRMZM2G071362"	1	1	1	1	0.880494839848982
"GRMZM2G071364"	1	1	1	1	1
"GRMZM2G071370"	1	0.815075037358072	1	0.299764034763637	0.308983160368294
"GRMZM2G071374"	1	1	0.680681685663783	0.911341951214705	0.0856432588663901
"GRMZM2G071378"	1	0.741535853614279	0.507117578728626	1	0.588190381698496
"GRMZM2G071385"	1	1	1	1	1
"GRMZM2G071387"	1	1	1	0.849413824955123	1
"GRMZM2G071390"	1	1	1	1	1
"GRMZM2G071396"	1	0.74190653743229	1	0.0337339092824247	1
"GRMZM2G071401"	1	1	1	1	1
"GRMZM2G071405"	1	1	1	0.593016364069713	0.956765908060679
"GRMZM2G071412"	1	1	1	1	1
"GRMZM2G071413"	1	1	1	1	1
"GRMZM2G071433"	1	1	1	1	1
"GRMZM2G071436"	1	1	1	0.327407551660552	1
"GRMZM2G071441"	1	1	1	0.13767740935849	1
"GRMZM2G071448"	1	0.0559196079213508	0.240134295751873	0.000253295623467808	0.046558527421443
"GRMZM2G071450"	1	1	0.961099726982018	1	1
"GRMZM2G071461"	1	1	1	0.942131208258135	0.827997219016237
"GRMZM2G071468"	1	1	1	0.154747386186893	1
"GRMZM2G071475"	1	1	1	1	1
"GRMZM2G071478"	0.342472063432223	1	0.904578966925652	0.889369261774646	1
"GRMZM2G071484"	0.951605423017784	1	1	1	0.654823907066063
"GRMZM2G071491"	1	1	1	0.311367469960426	1
"GRMZM2G071494"	1	1	1	0.865739351547555	1
"GRMZM2G071502"	1	1	1	1	1
"GRMZM2G071518"	1	1	1	0.0815692082962101	0.677432218401013
"GRMZM2G071528"	1	1	1	1	1
"GRMZM2G071532"	1	1	1	1	1
"GRMZM2G071569"	1	1	1	1	1
"GRMZM2G071573"	1	1	0.859833341167457	0.851883392138643	0.85295517772422
"GRMZM2G071575"	1	1	1	0.86637131680692	1
"GRMZM2G071578"	1	1	1	1	1
"GRMZM2G071579"	1	1	1	1	1
"GRMZM2G071582"	1	1	1	0.637574431781276	1
"GRMZM2G071589"	1	0.740843871496565	1	0.269305810365029	0.839861649981553
"GRMZM2G071599"	1	1	0.387954555839747	0.205912109840105	0.207848055813905
"GRMZM2G071602"	1	1	1	0.438255959464272	1
"GRMZM2G071613"	1	0.755924852365415	1	0.110215279299635	1
"GRMZM2G071617"	1	1	1	1	1
"GRMZM2G071620"	1	1	1	0.547430244290316	1
"GRMZM2G071626"	1	1	1	0.874902138360532	1
"GRMZM2G071628"	1	1	1	1	1
"GRMZM2G071630"	0.00247056204104228	3.65309006273019e-08	3.4109867510754e-09	5.61591357013927e-10	5.86164802495857e-06
"GRMZM2G071635"	1	1	1	1	1
"GRMZM2G071638"	1	0.876828081652183	1	0.804212547573135	0.901961078996179
"GRMZM2G071645"	1	0.946704966467567	1	0.247988596299387	1
"GRMZM2G071648"	1	1	1	1	1
"GRMZM2G071652"	1	0.993432868911904	1	0.496734997027806	1
"GRMZM2G071654"	1	1	1	0.849500757757036	1
"GRMZM2G071659"	1	0.996648533803547	1	0.840982438127983	1
"GRMZM2G071664"	1	1	0.837662227461909	0.991384964118391	1
"GRMZM2G071666"	1	1	1	1	1
"GRMZM2G071675"	1	1	1	0.904839156348329	1
"GRMZM2G071680"	1	1	1	1	1
"GRMZM2G071685"	1	1	1	1	0.897800691076393
"GRMZM2G071688"	1	0.814453607852269	0.408827900684572	0.583584704879394	1
"GRMZM2G071702"	1	1	1	0.923559351587704	0.80667857306263
"GRMZM2G071704"	0.97997708524879	0.00144532889755107	0.17243413772269	1.18766110151288e-05	0.0341564582543094
"GRMZM2G071705"	1	1	0.0432907887178551	0.00118990863469367	0.495113845794257
"GRMZM2G071708"	1	1	1	1	1
"GRMZM2G071714"	0.849667698660981	0.291112142494024	1	0.987344678303356	1
"GRMZM2G071720"	0.371657017414719	0.243262542290327	1	1	1
"GRMZM2G071735"	1	1	1	0.840982438127983	1
"GRMZM2G071739"	1	1	1	1	1
"GRMZM2G071744"	1	0.996648533803547	1	1	0.946209075041119
"GRMZM2G071745"	1	0.125907129332404	0.331823799651322	0.598981872722932	1
"GRMZM2G071750"	1	1	1	1	0.51073793939456
"GRMZM2G071754"	1	1	1	0.840982438127983	1
"GRMZM2G071758"	1	1	1	0.883828891130324	1
"GRMZM2G071768"	1	1	1	0.270127840297685	1
"GRMZM2G071771"	0.746095458870211	0.0150680708275197	0.121267272200765	0.00875489957105496	0.0989950596477992
"GRMZM2G071786"	1	1	1	1	1
"GRMZM2G071790"	0.986278740360605	1	1	0.209589913482275	1
"GRMZM2G071806"	1	1	1	1	1
"GRMZM2G071808"	1	1	1	1	1
"GRMZM2G071832"	1	1	0.205044605250371	1	1
"GRMZM2G071840"	1	1	1	1	1
"GRMZM2G071844"	1	1	1	0.849500757757036	1
"GRMZM2G071846"	0.225565588163927	1	1	1	0.575539895106823
"GRMZM2G071854"	1	1	1	1	1
"GRMZM2G071869"	1	1	1	0.782210052013805	1
"GRMZM2G071871"	0.186920038033104	0.238340369262248	6.72746687846623e-08	0.0179307787062558	0.00457213067811268
"GRMZM2G071873"	1	1	1	1	1
"GRMZM2G071877"	0.573487907505379	1	1	0.317550537790636	1
"GRMZM2G071880"	0.778214958099256	1	1	0.417725305737863	1
"GRMZM2G071883"	1	1	1	1	1
"GRMZM2G071892"	1	1	1	1	1
"GRMZM2G071900"	1	1	1	1	1
"GRMZM2G071907"	1	0.802514759688133	1	0.000681742732413966	0.704151266208941
"GRMZM2G071910"	1	1	1	1	1
"GRMZM2G071917"	1	1	1	1	0.0254045054013189
"GRMZM2G071924"	1	1	1	0.130765755761777	1
"GRMZM2G071928"	1	1	1	1	1
"GRMZM2G071933"	1	1	1	1	1
"GRMZM2G071946"	1	1	1	1	1
"GRMZM2G071959"	1	1	1	1	1
"GRMZM2G071962"	1	1	1	1	1
"GRMZM2G071970"	1	1	1	1	0.995586064860313
"GRMZM2G071971"	1	1	1	1	1
"GRMZM2G071977"	1	0.96852226175655	1	0.132415453336291	1
"GRMZM2G071986"	0.524981996767557	0.765091700513938	1	0.303642015814495	1
"GRMZM2G071987"	1	1	1	1	1
"GRMZM2G071996"	1	1	1	1	1
"GRMZM2G071997"	1	1	1	0.199425721359926	1
"GRMZM2G072000"	1	1	1	1	1
"GRMZM2G072028"	1	1	1	0.207890537062835	1
"GRMZM2G072029"	1	0.99644114782394	1	0.00137114433312582	0.0135104686131195
"GRMZM2G072034"	1	1	1	1	1
"GRMZM2G072041"	1	1	1	1	0.533091706442291
"GRMZM2G072044"	1	1	1	1	1
"GRMZM2G072048"	1	0.830576346314077	1	1	1
"GRMZM2G072052"	1	1	1	1	0.917912147694839
"GRMZM2G072054"	0.27475133634441	0.0228965072107943	0.000140299040241969	0.00427440448386996	0.163909469703616
"GRMZM2G072065"	1	1	1	0.868811043938411	1
"GRMZM2G072071"	1	0.124776030769293	1	0.0019568226277436	0.668056932529988
"GRMZM2G072080"	1	1	1	0.219417195217887	1
"GRMZM2G072088"	0.945773729958543	1	1	1	0.914274039973914
"GRMZM2G072089"	1	1	1	1	0.830245154654432
"GRMZM2G072091"	0.000157573117450929	0.000301996961365392	2.81975766021461e-09	1.22105050786826e-05	1.35303079101422e-06
"GRMZM2G072099"	1	1	1	1	1
"GRMZM2G072105"	1	1	1	1	1
"GRMZM2G072107"	1	1	1	0.786268158822292	1
"GRMZM2G072115"	1	1	1	0.930401262344385	1
"GRMZM2G072117"	0.671553858138966	1	0.537267051368553	0.715567560590045	0.337588441622264
"GRMZM2G072119"	1	1	1	1	1
"GRMZM2G072121"	1	1	1	1	0.766866890062452
"GRMZM2G072133"	0.509626115449753	1	0.986217487469883	0.593497914260557	0.304585999999461
"GRMZM2G072142"	1	0.844704095638761	1	0.00410065553240189	0.119934636923746
"GRMZM2G072146"	1	1	1	1	1
"GRMZM2G072156"	1	1	1	0.24019416806406	1
"GRMZM2G072174"	1	1	1	0.538508323935483	1
"GRMZM2G072205"	1	1	0.33203614691181	0.0863015738992229	0.541426697488244
"GRMZM2G072210"	1	1	1	0.218776166132417	1
"GRMZM2G072212"	1	1	1	0.840982438127983	1
"GRMZM2G072216"	1	1	1	1	1
"GRMZM2G072218"	1	1	1	0.717452155169067	1
"GRMZM2G072219"	1	1	1	1	1
"GRMZM2G072223"	1	1	1	1	1
"GRMZM2G072227"	1	1	0.752659252611978	0.455587557055034	0.556301097615586
"GRMZM2G072231"	1	1	1	0.10218725023775	1
"GRMZM2G072235"	1	1	1	1	1
"GRMZM2G072238"	0.649604596381395	0.122672744079832	0.00302121430104587	0.00672367637477487	0.00146375868533041
"GRMZM2G072240"	1	1	1	1	1
"GRMZM2G072261"	0.864924250189103	1	1	0.353652619378447	1
"GRMZM2G072264"	1	1	1	0.823652302271527	1
"GRMZM2G072274"	1	1	1	1	1
"GRMZM2G072280"	1	1	1	0.443124099128171	0.954823002491031
"GRMZM2G072292"	1	1	0.792098576970578	0.702675936993976	1
"GRMZM2G072296"	1	1	1	1	0.88667680477884
"GRMZM2G072298"	0.023473949197096	0.553186618401729	0.891447273240427	0.840982438127983	1
"GRMZM2G072300"	1	1	1	0.0854520128070506	0.253874492938146
"GRMZM2G072315"	1	0.134882658959125	0.11866951660869	0.576040023493743	1
"GRMZM2G072322"	1	0.666991796536037	1	1	1
"GRMZM2G072337"	1	1	0.361232061560168	1	1
"GRMZM2G072339"	1	1	1	0.739260394360039	0.944879917465993
"GRMZM2G072342"	0.955997197685151	1	1	1	1
"GRMZM2G072350"	0.769782978095736	0.0401930601351623	1.349601250051e-06	8.74849775066377e-07	0.00043783830983671
"GRMZM2G072370"	1	1	1	1	1
"GRMZM2G072371"	1	1	1	1	1
"GRMZM2G072376"	1	1	1	1	1
"GRMZM2G072383"	0.00504694830341835	3.4590548787934e-09	3.48175422111695e-08	1.55569667096712e-06	0.0108400368799746
"GRMZM2G072388"	1	1	0.622302994576424	1	0.849526455976167
"GRMZM2G072395"	1	1	1	1	1
"GRMZM2G072406"	0.390300977360133	1	1	0.316851762414011	1
"GRMZM2G072407"	1	0.562430609891355	1	0.138291766716955	0.0156406457386263
"GRMZM2G072415"	1	0.610213376691257	1	1	1
"GRMZM2G072417"	1	1	1	1	1
"GRMZM2G072419"	1	1	1	1	1
"GRMZM2G072424"	1	1	1	0.562727173255388	1
"GRMZM2G072427"	1	1	1	0.103711182417552	1
"GRMZM2G072432"	1	1	1	0.0349170898370373	0.0789141087843843
"GRMZM2G072435"	1	1	1	0.246015861518842	1
"GRMZM2G072445"	1	1	1	1	1
"GRMZM2G072448"	1	1	1	1	1
"GRMZM2G072456"	1	1	1	1	1
"GRMZM2G072459"	1	1	1	1	1
"GRMZM2G072462"	1	1	1	1	1
"GRMZM2G072485"	1	1	1	1	1
"GRMZM2G072488"	0.671553858138966	1	1	1	1
"GRMZM2G072492"	1	1	1	1	1
"GRMZM2G072493"	0.396917848341994	1	0.770474439410429	1	1
"GRMZM2G072500"	0.850380221394573	1	0.734464078361067	1	1
"GRMZM2G072506"	1	1	1	1	1
"GRMZM2G072513"	1	1	1	0.120313038866516	0.61317080674773
"GRMZM2G072518"	0.246869623241594	0.585381679835327	0.672326291030822	0.849500757757036	0.695025092980097
"GRMZM2G072526"	1	1	1	0.752915708175034	0.419044133721935
"GRMZM2G072529"	1	0.993432868911904	1	0.270799942721015	0.560086648874431
"GRMZM2G072547"	1	1	1	1	1
"GRMZM2G072550"	0.249893354362702	1	1	1	1
"GRMZM2G072553"	1	1	1	0.501852787692138	1
"GRMZM2G072569"	1	1	1	1	0.724560735743537
"GRMZM2G072573"	0.0724115205052894	1	1	1	1
"GRMZM2G072578"	1	1	1	1	1
"GRMZM2G072582"	1	1	1	1	1
"GRMZM2G072584"	0.959531918704062	1	1	1	1
"GRMZM2G072586"	1	1	1	1	1
"GRMZM2G072589"	1	1	1	1	1
"GRMZM2G072596"	1	1	1	1	1
"GRMZM2G072600"	1	1	1	0.778950561754618	1
"GRMZM2G072606"	1	1	1	1	1
"GRMZM2G072608"	1	1	1	1	1
"GRMZM2G072609"	1	1	1	1	1
"GRMZM2G072612"	0.020867775605186	0.390793383148075	0.482492687983848	0.0897302960549607	0.140666036597009
"GRMZM2G072614"	1	1	1	1	1
"GRMZM2G072621"	1	1	1	1	1
"GRMZM2G072625"	1	1	1	1	1
"GRMZM2G072632"	1	1	0.956993791196945	0.408004918940961	1
"GRMZM2G072634"	1	1	1	0.916152852308246	1
"GRMZM2G072645"	1	1	1	1	1
"GRMZM2G072652"	0.838743178430229	1	0.258746410497798	1	1
"GRMZM2G072653"	0.597538959238969	1	1	0.872142167811004	1
"GRMZM2G072655"	1	1	1	1	1
"GRMZM2G072658"	1	1	0.994260896759684	0.0211231104288877	1
