""	"LMD_S14.vs.total_S14"
"GRMZM2G090647"	1
"GRMZM2G090649"	0.00857495867431863
"GRMZM2G090652"	1
"GRMZM2G090657"	1
"GRMZM2G090660"	1
"GRMZM2G090669"	1
"GRMZM2G090675"	1
"GRMZM2G090689"	0.559730565237292
"GRMZM2G090693"	1
"GRMZM2G090697"	1
"GRMZM2G090708"	1
"GRMZM2G090712"	1
"GRMZM2G090715"	3.9740031678646e-09
"GRMZM2G090718"	2.45400084028092e-07
"GRMZM2G090719"	1
"GRMZM2G090722"	0.955189966553387
"GRMZM2G090723"	1
"GRMZM2G090725"	1
"GRMZM2G090728"	0.909578176003077
"GRMZM2G090732"	1
"GRMZM2G090733"	0.213562236338957
"GRMZM2G090736"	1
"GRMZM2G090738"	0.751722682414687
"GRMZM2G090739"	1
"GRMZM2G090744"	1
"GRMZM2G090747"	0.456797716905866
"GRMZM2G090752"	1
"GRMZM2G090753"	1
"GRMZM2G090756"	1
"GRMZM2G090759"	0.475669963112844
"GRMZM2G090779"	0.264401607668342
"GRMZM2G090788"	0.00602226151432215
"GRMZM2G090792"	0.731526141194842
"GRMZM2G090797"	1
"GRMZM2G090801"	1
"GRMZM2G090808"	1
"GRMZM2G090809"	1
"GRMZM2G090814"	1
"GRMZM2G090821"	1
"GRMZM2G090824"	0.0107635846429289
"GRMZM2G090837"	1
"GRMZM2G090842"	1
"GRMZM2G090849"	0.494339644365135
"GRMZM2G090865"	1
"GRMZM2G090868"	0.703253536247468
"GRMZM2G090869"	1
"GRMZM2G090872"	0.475669963112844
"GRMZM2G090873"	1
"GRMZM2G090875"	0.390017414612504
"GRMZM2G090887"	8.44381327359407e-08
"GRMZM2G090900"	1
"GRMZM2G090904"	1
"GRMZM2G090905"	0.00116612545989836
"GRMZM2G090910"	1
"GRMZM2G090928"	1
"GRMZM2G090929"	6.14408236217555e-08
"GRMZM2G090935"	1
"GRMZM2G090940"	1
"GRMZM2G090950"	1
"GRMZM2G090958"	1
"GRMZM2G090962"	1
"GRMZM2G090963"	0.000246173744080579
"GRMZM2G090971"	0.0731058073791176
"GRMZM2G090974"	1
"GRMZM2G090980"	0.145424241370396
"GRMZM2G090981"	1
"GRMZM2G091003"	0.943378320016699
"GRMZM2G091006"	0.473391633517154
"GRMZM2G091020"	0.127465695739367
"GRMZM2G091031"	1
"GRMZM2G091039"	1
"GRMZM2G091041"	1
"GRMZM2G091044"	0.649568898417518
"GRMZM2G091047"	0.308183318819492
"GRMZM2G091054"	1
"GRMZM2G091061"	1
"GRMZM2G091069"	0.31746862292471
"GRMZM2G091072"	1
"GRMZM2G091074"	1
"GRMZM2G091086"	0.731526141194842
"GRMZM2G091088"	0.153838344126982
"GRMZM2G091092"	1
"GRMZM2G091118"	1
"GRMZM2G091119"	0.000166049167637737
"GRMZM2G091121"	1
"GRMZM2G091124"	1
"GRMZM2G091143"	0.000873580495533245
"GRMZM2G091151"	0.424585043372737
"GRMZM2G091155"	1
"GRMZM2G091160"	1
"GRMZM2G091161"	1
"GRMZM2G091168"	1
"GRMZM2G091169"	1
"GRMZM2G091176"	0.570068170092408
"GRMZM2G091187"	0.797631747190183
"GRMZM2G091189"	0.361819777066036
"GRMZM2G091191"	0.363470843797303
"GRMZM2G091196"	1
"GRMZM2G091201"	0.00352241067633241
"GRMZM2G091226"	0.0438040300929258
"GRMZM2G091228"	0.000920342639971905
"GRMZM2G091230"	1
"GRMZM2G091232"	0.731526141194842
"GRMZM2G091233"	0.403807811191723
"GRMZM2G091235"	0.117666288092218
"GRMZM2G091243"	1
"GRMZM2G091245"	0.731526141194842
"GRMZM2G091247"	1
"GRMZM2G091251"	1
"GRMZM2G091258"	1
"GRMZM2G091265"	1
"GRMZM2G091276"	0.976325138860613
"GRMZM2G091278"	1
"GRMZM2G091283"	1
"GRMZM2G091285"	0.0688406330597717
"GRMZM2G091287"	0.705687289876248
"GRMZM2G091293"	1
"GRMZM2G091302"	0.450357403588793
"GRMZM2G091303"	1
"GRMZM2G091313"	1
"GRMZM2G091316"	0.380399145278081
"GRMZM2G091320"	0.629632104757668
"GRMZM2G091331"	1
"GRMZM2G091338"	0.745833954305782
"GRMZM2G091358"	1
"GRMZM2G091362"	0.947115145332527
"GRMZM2G091373"	1
"GRMZM2G091383"	1
"GRMZM2G091397"	1
"GRMZM2G091419"	0.581923500326573
"GRMZM2G091433"	1
"GRMZM2G091435"	1
"GRMZM2G091445"	1
"GRMZM2G091448"	1
"GRMZM2G091449"	0.809318064978555
"GRMZM2G091456"	0.39431297537129
"GRMZM2G091478"	0.357937151674791
"GRMZM2G091480"	1
"GRMZM2G091481"	1
"GRMZM2G091487"	1
"GRMZM2G091490"	0.0617277740862027
"GRMZM2G091494"	1
"GRMZM2G091500"	0.28961556247651
"GRMZM2G091503"	1
"GRMZM2G091510"	0.697603894350517
"GRMZM2G091511"	1
"GRMZM2G091519"	0.399898902144489
"GRMZM2G091527"	0.791873114728586
"GRMZM2G091534"	1
"GRMZM2G091535"	1
"GRMZM2G091540"	1
"GRMZM2G091541"	1
"GRMZM2G091543"	1
"GRMZM2G091558"	1
"GRMZM2G091560"	1
"GRMZM2G091563"	0.000546244201086414
"GRMZM2G091576"	0.731526141194842
"GRMZM2G091578"	1
"GRMZM2G091579"	1
"GRMZM2G091581"	0.155825011948057
"GRMZM2G091583"	0.753344696562478
"GRMZM2G091586"	1
"GRMZM2G091588"	1
"GRMZM2G091592"	1
"GRMZM2G091595"	1
"GRMZM2G091597"	0.210029156405712
"GRMZM2G091601"	0.355538755266625
"GRMZM2G091616"	1
"GRMZM2G091621"	0.115358362492193
"GRMZM2G091632"	9.4470589367459e-05
"GRMZM2G091634"	0.816408550335394
"GRMZM2G091635"	1
"GRMZM2G091643"	1
"GRMZM2G091648"	1
"GRMZM2G091652"	1
"GRMZM2G091653"	1
"GRMZM2G091656"	1
"GRMZM2G091666"	1
"GRMZM2G091672"	1
"GRMZM2G091677"	1
"GRMZM2G091679"	1
"GRMZM2G091687"	0.731526141194842
"GRMZM2G091694"	1
"GRMZM2G091696"	0.000333569653341826
"GRMZM2G091697"	1
"GRMZM2G091708"	1
"GRMZM2G091713"	1
"GRMZM2G091715"	1
"GRMZM2G091717"	1
"GRMZM2G091724"	0.731526141194842
"GRMZM2G091726"	0.320922524794787
"GRMZM2G091742"	0.0181512096138913
"GRMZM2G091743"	1
"GRMZM2G091756"	0.043450966463496
"GRMZM2G091766"	0.10217561175627
"GRMZM2G091774"	1
"GRMZM2G091776"	0.849959117749024
"GRMZM2G091777"	1
"GRMZM2G091782"	1
"GRMZM2G091790"	0.17128401456595
"GRMZM2G091791"	0.726889805406973
"GRMZM2G091799"	1
"GRMZM2G091811"	1
"GRMZM2G091819"	1
"GRMZM2G091822"	1
"GRMZM2G091825"	0.00823266617738727
"GRMZM2G091830"	1
"GRMZM2G091837"	0.455455907851727
"GRMZM2G091839"	1
"GRMZM2G091845"	1
"GRMZM2G091857"	1
"GRMZM2G091887"	1
"GRMZM2G091890"	1
"GRMZM2G091891"	0.853207089914885
"GRMZM2G091900"	1
"GRMZM2G091916"	1
"GRMZM2G091919"	1
"GRMZM2G091921"	1
"GRMZM2G091932"	1
"GRMZM2G091956"	1
"GRMZM2G091964"	1
"GRMZM2G091973"	0.731526141194842
"GRMZM2G091980"	1
"GRMZM2G091986"	1
"GRMZM2G091989"	1
"GRMZM2G091992"	0.697603894350517
"GRMZM2G091995"	0.000218062750129648
"GRMZM2G092000"	0.617498482437257
"GRMZM2G092001"	1
"GRMZM2G092003"	1
"GRMZM2G092008"	1
"GRMZM2G092016"	1
"GRMZM2G092018"	0.048069245340792
"GRMZM2G092021"	1
"GRMZM2G092024"	1
"GRMZM2G092026"	1
"GRMZM2G092038"	1
"GRMZM2G092072"	1.72505362330956e-05
"GRMZM2G092085"	6.1368780994302e-05
"GRMZM2G092091"	0.479312032846585
"GRMZM2G092101"	0.00084419775811232
"GRMZM2G092107"	1
"GRMZM2G092112"	1
"GRMZM2G092120"	1
"GRMZM2G092123"	1
"GRMZM2G092125"	1
"GRMZM2G092128"	1
"GRMZM2G092129"	0.77722903053367
"GRMZM2G092131"	1
"GRMZM2G092137"	1
"GRMZM2G092142"	1
"GRMZM2G092143"	1
"GRMZM2G092146"	1
"GRMZM2G092147"	1
"GRMZM2G092152"	0.78502565592771
"GRMZM2G092154"	1
"GRMZM2G092160"	0.0773482028431999
"GRMZM2G092165"	1
"GRMZM2G092167"	0.290382475962684
"GRMZM2G092169"	0.731526141194842
"GRMZM2G092174"	0.0628795786625936
"GRMZM2G092182"	1
"GRMZM2G092186"	1
"GRMZM2G092188"	0.697603894350517
"GRMZM2G092190"	0.731526141194842
"GRMZM2G092192"	0.665056576184124
"GRMZM2G092193"	1
"GRMZM2G092198"	0.0299772718304363
"GRMZM2G092214"	1
"GRMZM2G092216"	1
"GRMZM2G092223"	0.649864329834571
"GRMZM2G092232"	1
"GRMZM2G092244"	0.0488862603438935
"GRMZM2G092256"	0.765956505939463
"GRMZM2G092258"	0.00355075391263325
"GRMZM2G092261"	1.7480482861881e-05
"GRMZM2G092268"	0.355538755266625
"GRMZM2G092281"	0.799188105707115
"GRMZM2G092284"	0.0957412359977628
"GRMZM2G092286"	0.00947272341101196
"GRMZM2G092287"	0.697603894350517
"GRMZM2G092296"	1
"GRMZM2G092298"	1
"GRMZM2G092311"	1
"GRMZM2G092323"	1
"GRMZM2G092325"	1
"GRMZM2G092327"	1
"GRMZM2G092338"	1
"GRMZM2G092341"	1
"GRMZM2G092363"	1
"GRMZM2G092365"	1
"GRMZM2G092379"	0.737836284451126
"GRMZM2G092391"	0.475669963112844
"GRMZM2G092409"	1
"GRMZM2G092415"	0.134836781424453
"GRMZM2G092427"	1
"GRMZM2G092429"	1
"GRMZM2G092432"	0.220828100829423
"GRMZM2G092433"	0.520976646331182
"GRMZM2G092442"	1
"GRMZM2G092447"	1
"GRMZM2G092451"	0.989059657637374
"GRMZM2G092456"	1
"GRMZM2G092459"	0.0683699337450152
"GRMZM2G092465"	0.575831880382661
"GRMZM2G092468"	1
"GRMZM2G092474"	0.745394551325881
"GRMZM2G092475"	1
"GRMZM2G092477"	1
"GRMZM2G092481"	0.00123158248878235
"GRMZM2G092483"	1
"GRMZM2G092493"	0.0182781022801064
"GRMZM2G092497"	1
"GRMZM2G092517"	1
"GRMZM2G092525"	1
"GRMZM2G092533"	1
"GRMZM2G092535"	0.175459251856479
"GRMZM2G092542"	1
"GRMZM2G092550"	0.349462625994743
"GRMZM2G092556"	1
"GRMZM2G092568"	1
"GRMZM2G092569"	1
"GRMZM2G092571"	1
"GRMZM2G092575"	1
"GRMZM2G092581"	0.731526141194842
"GRMZM2G092586"	0.0724763567801014
"GRMZM2G092588"	1
"GRMZM2G092590"	1
"GRMZM2G092592"	1
"GRMZM2G092595"	1
"GRMZM2G092599"	6.25157356061334e-07
"GRMZM2G092604"	0.212062411293607
"GRMZM2G092607"	0.710372532590901
"GRMZM2G092609"	0.189160886205931
"GRMZM2G092616"	0.0946478677139809
"GRMZM2G092619"	1
"GRMZM2G092621"	1
"GRMZM2G092627"	2.6258171291258e-07
"GRMZM2G092632"	1
"GRMZM2G092641"	1
"GRMZM2G092644"	1
"GRMZM2G092648"	0.919881544506237
"GRMZM2G092652"	2.71717249527129e-05
"GRMZM2G092661"	0.0297540028191539
"GRMZM2G092663"	0.817390604372933
"GRMZM2G092666"	1
"GRMZM2G092669"	1
"GRMZM2G092672"	1
"GRMZM2G092674"	0.414132168405146
"GRMZM2G092679"	0.278958252511106
"GRMZM2G092682"	1
"GRMZM2G092689"	1
"GRMZM2G092694"	0.731526141194842
"GRMZM2G092704"	0.000591538899204465
"GRMZM2G092718"	1
"GRMZM2G092719"	1
"GRMZM2G092723"	0.00436591530364529
"GRMZM2G092733"	1
"GRMZM2G092739"	1
"GRMZM2G092741"	1
"GRMZM2G092743"	0.784329573394195
"GRMZM2G092746"	1
"GRMZM2G092747"	0.79838653556424
"GRMZM2G092749"	1
"GRMZM2G092752"	0.223704722745263
"GRMZM2G092758"	0.153838344126982
"GRMZM2G092759"	1
"GRMZM2G092762"	0.794612129493989
"GRMZM2G092768"	1
"GRMZM2G092773"	1
"GRMZM2G092776"	0.481440797754166
"GRMZM2G092778"	1
"GRMZM2G092780"	1
"GRMZM2G092793"	0.00607478148662675
"GRMZM2G092796"	1
"GRMZM2G092797"	0.210247312539014
"GRMZM2G092802"	1
"GRMZM2G092804"	0.0746934470485319
"GRMZM2G092813"	1
"GRMZM2G092817"	1
"GRMZM2G092823"	1
"GRMZM2G092825"	0.268228543124737
"GRMZM2G092835"	1
"GRMZM2G092862"	1
"GRMZM2G092867"	0.123941234887621
"GRMZM2G092877"	1
"GRMZM2G092879"	0.584863401857291
"GRMZM2G092888"	1
"GRMZM2G092895"	0.43610464645433
"GRMZM2G092899"	1
"GRMZM2G092910"	0.296635147932649
"GRMZM2G092913"	1
"GRMZM2G092916"	0.485318372850324
"GRMZM2G092917"	1
"GRMZM2G092923"	1
"GRMZM2G092925"	1
"GRMZM2G092929"	1
"GRMZM2G092941"	0.94130064368141
"GRMZM2G092945"	1
"GRMZM2G092947"	0.550064485924365
"GRMZM2G092954"	1
"GRMZM2G092959"	1
"GRMZM2G092968"	1
"GRMZM2G092973"	0.75015503099586
"GRMZM2G092975"	1
"GRMZM2G092981"	1
"GRMZM2G092988"	1
"GRMZM2G092991"	1
"GRMZM2G092997"	1
"GRMZM2G093001"	1
"GRMZM2G093010"	1
"GRMZM2G093020"	0.416233088287829
"GRMZM2G093022"	0.338076892818537
"GRMZM2G093027"	1
"GRMZM2G093032"	9.01767326479129e-06
"GRMZM2G093034"	1
"GRMZM2G093035"	1
"GRMZM2G093038"	0.146088543799979
"GRMZM2G093042"	1
"GRMZM2G093046"	0.207339571298148
"GRMZM2G093050"	0.389858537955865
"GRMZM2G093054"	1
"GRMZM2G093060"	0.00322405115684564
"GRMZM2G093065"	0.710764061723657
"GRMZM2G093070"	1
"GRMZM2G093072"	1
"GRMZM2G093073"	1
"GRMZM2G093076"	1
"GRMZM2G093079"	1
"GRMZM2G093083"	1
"GRMZM2G093090"	1
"GRMZM2G093092"	1
"GRMZM2G093096"	0.931486882883334
"GRMZM2G093098"	3.41318018292102e-05
"GRMZM2G093099"	1
"GRMZM2G093101"	0.00112123867789291
"GRMZM2G093104"	1
"GRMZM2G093111"	1
"GRMZM2G093119"	0.0430392419875172
"GRMZM2G093121"	1
"GRMZM2G093125"	1
"GRMZM2G093132"	1
"GRMZM2G093139"	1
"GRMZM2G093146"	1
"GRMZM2G093149"	1
"GRMZM2G093157"	1
"GRMZM2G093164"	1
"GRMZM2G093173"	1
"GRMZM2G093175"	1
"GRMZM2G093186"	0.731526141194842
"GRMZM2G093192"	1
"GRMZM2G093195"	0.000536173913609349
"GRMZM2G093197"	0.000306270681287509
"GRMZM2G093210"	0.549607616332803
"GRMZM2G093217"	0.713795460554758
"GRMZM2G093239"	1
"GRMZM2G093246"	0.886661460229983
"GRMZM2G093254"	1
"GRMZM2G093260"	1
"GRMZM2G093262"	1
"GRMZM2G093270"	0.522385685759275
"GRMZM2G093272"	0.501953254065799
"GRMZM2G093276"	0.503512705179076
"GRMZM2G093278"	1
"GRMZM2G093286"	0.824219998370626
"GRMZM2G093291"	0.0467970626834175
"GRMZM2G093297"	1
"GRMZM2G093300"	0.123036820316418
"GRMZM2G093305"	1
"GRMZM2G093312"	1
"GRMZM2G093313"	0.000941938038291786
"GRMZM2G093316"	0.000194540699435841
"GRMZM2G093320"	1
"GRMZM2G093323"	0.0299345729704581
"GRMZM2G093325"	1
"GRMZM2G093341"	1
"GRMZM2G093344"	0.475669963112844
"GRMZM2G093346"	1
"GRMZM2G093347"	1
"GRMZM2G093359"	1
"GRMZM2G093372"	1
"GRMZM2G093386"	0.715521445461063
"GRMZM2G093391"	0.0355842579265966
"GRMZM2G093399"	0.355538755266625
"GRMZM2G093404"	1
"GRMZM2G093405"	1
"GRMZM2G093408"	1
"GRMZM2G093412"	1
"GRMZM2G093418"	1
"GRMZM2G093422"	0.731526141194842
"GRMZM2G093432"	1
"GRMZM2G093436"	0.661558099232862
"GRMZM2G093440"	0.697603894350517
"GRMZM2G093441"	0.0257974143963892
"GRMZM2G093446"	1
"GRMZM2G093449"	1
"GRMZM2G093451"	1
"GRMZM2G093458"	0.439731610358224
"GRMZM2G093474"	0.922768489829215
"GRMZM2G093479"	1
"GRMZM2G093490"	0.445473024462738
"GRMZM2G093492"	1
"GRMZM2G093493"	0.697603894350517
"GRMZM2G093501"	1
"GRMZM2G093503"	0.00356304800656766
"GRMZM2G093524"	1
"GRMZM2G093526"	1
"GRMZM2G093535"	0.731526141194842
"GRMZM2G093554"	1
"GRMZM2G093557"	0.956223662338631
"GRMZM2G093574"	0.00501272492488917
"GRMZM2G093580"	1
"GRMZM2G093595"	1
"GRMZM2G093598"	1
"GRMZM2G093603"	0.0208824203089522
"GRMZM2G093606"	1
"GRMZM2G093622"	1
"GRMZM2G093623"	0.151866443547487
"GRMZM2G093625"	0.77722903053367
"GRMZM2G093632"	1
"GRMZM2G093643"	9.51220452730723e-05
"GRMZM2G093645"	1
"GRMZM2G093647"	1
"GRMZM2G093650"	1
"GRMZM2G093660"	0.731526141194842
"GRMZM2G093666"	0.0626992835554832
"GRMZM2G093670"	0.705485644650646
"GRMZM2G093703"	1
"GRMZM2G093705"	0.224273547394687
"GRMZM2G093708"	1
"GRMZM2G093712"	1
"GRMZM2G093716"	1
"GRMZM2G093720"	1
"GRMZM2G093725"	0.0489791308030031
"GRMZM2G093729"	1
"GRMZM2G093731"	0.583108426338558
"GRMZM2G093736"	0.0401210020426646
"GRMZM2G093744"	1
"GRMZM2G093753"	1
"GRMZM2G093755"	1
"GRMZM2G093760"	1
"GRMZM2G093761"	0.978645249193872
"GRMZM2G093766"	0.694196736802635
"GRMZM2G093772"	1
"GRMZM2G093776"	0.000849409079935756
"GRMZM2G093781"	1
"GRMZM2G093784"	1
"GRMZM2G093789"	0.583494421901555
"GRMZM2G093809"	3.92719371190771e-07
"GRMZM2G093815"	0.00115105125458504
"GRMZM2G093824"	0.225447310534701
"GRMZM2G093826"	0.000876794871091085
"GRMZM2G093828"	1
"GRMZM2G093832"	1
"GRMZM2G093838"	0.78154137106565
"GRMZM2G093840"	1
"GRMZM2G093849"	1
"GRMZM2G093855"	0.894900116619019
"GRMZM2G093858"	0.087280304148734
"GRMZM2G093880"	1
"GRMZM2G093895"	1
"GRMZM2G093900"	0.0812829699681172
"GRMZM2G093902"	1
"GRMZM2G093908"	0.0307068294039438
"GRMZM2G093913"	1
"GRMZM2G093925"	1
"GRMZM2G093944"	0.0440189737640279
"GRMZM2G093945"	0.0512892806595618
"GRMZM2G093947"	1
"GRMZM2G093950"	0.339788036703615
"GRMZM2G093951"	1
"GRMZM2G093962"	0.0978180152235221
"GRMZM2G093964"	1
"GRMZM2G093987"	0.709066299501091
"GRMZM2G093992"	3.05764789946466e-06
"GRMZM2G093997"	1
"GRMZM2G093999"	0.605417456649297
"GRMZM2G094003"	1
"GRMZM2G094005"	1
"GRMZM2G094017"	0.358895868912179
"GRMZM2G094022"	1
"GRMZM2G094028"	0.0198020942787729
"GRMZM2G094036"	0.0115256036697233
"GRMZM2G094038"	0.360664109214563
"GRMZM2G094039"	1
"GRMZM2G094047"	0.731526141194842
"GRMZM2G094050"	0.0320475791479089
"GRMZM2G094051"	0.697644361359698
"GRMZM2G094054"	1
"GRMZM2G094057"	1
"GRMZM2G094064"	1
"GRMZM2G094067"	1
"GRMZM2G094072"	0.697603894350517
"GRMZM2G094074"	1
"GRMZM2G094077"	1
"GRMZM2G094080"	1
"GRMZM2G094081"	1
"GRMZM2G094083"	1
"GRMZM2G094090"	0.00960267303461275
"GRMZM2G094100"	1
"GRMZM2G094105"	1
"GRMZM2G094121"	1
"GRMZM2G094123"	0.681700777994383
"GRMZM2G094126"	1
"GRMZM2G094127"	1
"GRMZM2G094158"	1
"GRMZM2G094159"	0.135109794571204
"GRMZM2G094165"	1
"GRMZM2G094168"	0.105596456694391
"GRMZM2G094189"	1
"GRMZM2G094210"	1
"GRMZM2G094224"	1
"GRMZM2G094236"	0.791766932956083
"GRMZM2G094240"	1
"GRMZM2G094241"	1
"GRMZM2G094252"	1
"GRMZM2G094255"	1
"GRMZM2G094269"	1
"GRMZM2G094273"	1
"GRMZM2G094286"	1
"GRMZM2G094296"	1
"GRMZM2G094300"	1
"GRMZM2G094304"	0.486976157150949
"GRMZM2G094309"	1
"GRMZM2G094322"	1
"GRMZM2G094328"	1
"GRMZM2G094350"	1
"GRMZM2G094352"	0.266913326862218
"GRMZM2G094353"	1
"GRMZM2G094356"	0.735611872774852
"GRMZM2G094360"	1
"GRMZM2G094375"	1
"GRMZM2G094388"	1
"GRMZM2G094390"	1
"GRMZM2G094396"	1
"GRMZM2G094398"	0.0153352956613657
"GRMZM2G094404"	1
"GRMZM2G094418"	0.100219374500493
"GRMZM2G094428"	0.0120287803183185
"GRMZM2G094444"	1
"GRMZM2G094452"	1
"GRMZM2G094473"	1
"GRMZM2G094490"	0.498298573769248
"GRMZM2G094497"	0.917048686665085
"GRMZM2G094500"	0.126139755084594
"GRMZM2G094510"	1
"GRMZM2G094514"	1
"GRMZM2G094523"	1
"GRMZM2G094526"	1
"GRMZM2G094532"	1
"GRMZM2G094535"	1
"GRMZM2G094541"	1
"GRMZM2G094543"	0.257245397439125
"GRMZM2G094558"	1
"GRMZM2G094563"	1
"GRMZM2G094579"	1
"GRMZM2G094581"	6.00322906024909e-06
"GRMZM2G094586"	0.718284032882374
"GRMZM2G094589"	0.588926354577284
"GRMZM2G094592"	0.748980099204117
"GRMZM2G094595"	1
"GRMZM2G094599"	0.190719931505606
"GRMZM2G094602"	0.972979139749751
"GRMZM2G094614"	0.0223516538923958
"GRMZM2G094620"	1
"GRMZM2G094632"	1
"GRMZM2G094639"	1
"GRMZM2G094641"	1
"GRMZM2G094655"	1
"GRMZM2G094662"	1
"GRMZM2G094664"	0.000915446772633764
"GRMZM2G094666"	0.463973074168732
"GRMZM2G094692"	1
"GRMZM2G094698"	1
"GRMZM2G094699"	2.27471937049693e-06
"GRMZM2G094703"	1
"GRMZM2G094705"	1
"GRMZM2G094712"	0.034863473596138
"GRMZM2G094713"	1
"GRMZM2G094716"	1
"GRMZM2G094723"	0.751637457283726
"GRMZM2G094736"	0.581923500326573
"GRMZM2G094738"	1.00411768487371e-05
"GRMZM2G094742"	1
"GRMZM2G094744"	1
"GRMZM2G094757"	1
"GRMZM2G094762"	1
"GRMZM2G094765"	0.731526141194842
"GRMZM2G094768"	0.0562470058049449
"GRMZM2G094771"	0.221543878237299
"GRMZM2G094781"	0.252739908587076
"GRMZM2G094783"	1
"GRMZM2G094792"	2.11742959862359e-14
"GRMZM2G094808"	0.821653245805377
"GRMZM2G094811"	1
"GRMZM2G094828"	0.731526141194842
"GRMZM2G094831"	1
"GRMZM2G094837"	1
"GRMZM2G094850"	1
"GRMZM2G094856"	1
"GRMZM2G094860"	1
"GRMZM2G094863"	0.825862480537993
"GRMZM2G094867"	1
"GRMZM2G094871"	0.989942327864522
"GRMZM2G094873"	1
"GRMZM2G094879"	1
"GRMZM2G094884"	0.664273015160979
"GRMZM2G094886"	1
"GRMZM2G094892"	0.220828100829423
"GRMZM2G094893"	0.697603894350517
"GRMZM2G094900"	0.0876355918744701
"GRMZM2G094928"	6.24329089562655e-06
"GRMZM2G094934"	1
"GRMZM2G094935"	0.0319109452019278
"GRMZM2G094937"	0.759003889428538
"GRMZM2G094939"	1
"GRMZM2G094941"	1
"GRMZM2G094944"	1
"GRMZM2G094951"	0.00490443763168477
"GRMZM2G094955"	1
"GRMZM2G094959"	0.084121379448871
"GRMZM2G094978"	1
"GRMZM2G094988"	0.784121356437025
"GRMZM2G094990"	1
"GRMZM2G094996"	0.316511386024416
"GRMZM2G094999"	1
"GRMZM2G095005"	0.522283588275187
"GRMZM2G095020"	0.00332841128284921
"GRMZM2G095025"	0.700540153421181
"GRMZM2G095037"	1
"GRMZM2G095039"	0.936391582709609
"GRMZM2G095043"	1
"GRMZM2G095068"	0.731526141194842
"GRMZM2G095069"	0.391123153151564
"GRMZM2G095078"	1
"GRMZM2G095082"	0.793633263514624
"GRMZM2G095084"	0.897705019029505
"GRMZM2G095090"	1
"GRMZM2G095094"	0.785142945486924
"GRMZM2G095095"	1
"GRMZM2G095104"	0.846530070604097
"GRMZM2G095114"	1
"GRMZM2G095115"	1
"GRMZM2G095124"	0.697603894350517
"GRMZM2G095126"	0.0226462665603753
"GRMZM2G095141"	1
"GRMZM2G095144"	0.00744079475717565
"GRMZM2G095147"	0.843191646478854
"GRMZM2G095164"	0.51890845288342
"GRMZM2G095185"	0.0106681490057934
"GRMZM2G095194"	0.000180883890520648
"GRMZM2G095201"	1
"GRMZM2G095204"	1
"GRMZM2G095206"	0.326928196241312
"GRMZM2G095209"	1
"GRMZM2G095211"	1
"GRMZM2G095219"	0.00126921552716922
"GRMZM2G095239"	1
"GRMZM2G095244"	1
"GRMZM2G095252"	1
"GRMZM2G095254"	1
"GRMZM2G095255"	1
"GRMZM2G095261"	0.697603894350517
"GRMZM2G095265"	1
"GRMZM2G095280"	0.269950344892315
"GRMZM2G095286"	1
"GRMZM2G095287"	0.201205579469976
"GRMZM2G095289"	1
"GRMZM2G095299"	1
"GRMZM2G095302"	0.00156215365289109
"GRMZM2G095305"	1
"GRMZM2G095308"	1
"GRMZM2G095318"	0.697603894350517
"GRMZM2G095322"	1
"GRMZM2G095323"	1
"GRMZM2G095326"	9.79832476364669e-10
"GRMZM2G095327"	1
"GRMZM2G095331"	0.0822025239477545
"GRMZM2G095333"	1
"GRMZM2G095337"	1
"GRMZM2G095340"	1
"GRMZM2G095348"	1
"GRMZM2G095350"	0.243126500946528
"GRMZM2G095354"	1
"GRMZM2G095363"	0.994110610714136
"GRMZM2G095366"	1
"GRMZM2G095372"	1
"GRMZM2G095382"	1
"GRMZM2G095384"	1
"GRMZM2G095389"	0.697603894350517
"GRMZM2G095392"	1
"GRMZM2G095397"	0.35774798900375
"GRMZM2G095400"	1
"GRMZM2G095404"	0.35642044769985
"GRMZM2G095406"	1
"GRMZM2G095411"	0.142944677298737
"GRMZM2G095415"	1
"GRMZM2G095421"	1
"GRMZM2G095441"	1
"GRMZM2G095452"	1
"GRMZM2G095462"	1
"GRMZM2G095464"	0.179501760071527
"GRMZM2G095469"	1
"GRMZM2G095489"	1
"GRMZM2G095492"	0.00103065437142531
"GRMZM2G095510"	0.535013606289666
"GRMZM2G095511"	1
"GRMZM2G095519"	1
"GRMZM2G095523"	1
"GRMZM2G095525"	1
"GRMZM2G095534"	1
"GRMZM2G095535"	1
"GRMZM2G095538"	0.268157331810491
"GRMZM2G095540"	1
"GRMZM2G095541"	1
"GRMZM2G095552"	0.21067314027501
"GRMZM2G095562"	0.947166055265966
"GRMZM2G095568"	1
"GRMZM2G095576"	1
"GRMZM2G095579"	1
"GRMZM2G095588"	0.547975934333045
"GRMZM2G095593"	1
"GRMZM2G095595"	1
"GRMZM2G095598"	0.0521662341485143
"GRMZM2G095611"	1
"GRMZM2G095616"	0.773900824901157
"GRMZM2G095628"	1
"GRMZM2G095631"	1
"GRMZM2G095634"	0.761779393267814
"GRMZM2G095636"	1
"GRMZM2G095643"	1
"GRMZM2G095646"	1
"GRMZM2G095648"	1
"GRMZM2G095655"	0.0150125183105526
"GRMZM2G095657"	1
"GRMZM2G095663"	1
"GRMZM2G095666"	1
"GRMZM2G095670"	0.731526141194842
"GRMZM2G095689"	1
"GRMZM2G095695"	0.120025793475925
"GRMZM2G095698"	0.731526141194842
"GRMZM2G095699"	0.30966572344581
