""	"LMD_S14.vs.total_S14"
"GRMZM2G012160"	1
"GRMZM2G012167"	0.571004523710746
"GRMZM2G012174"	1
"GRMZM2G012176"	0.361856285629743
"GRMZM2G012178"	1
"GRMZM2G012179"	1
"GRMZM2G012183"	0.765862673328931
"GRMZM2G012192"	1
"GRMZM2G012200"	1
"GRMZM2G012209"	0.0389263366754396
"GRMZM2G012213"	0.155517991611434
"GRMZM2G012216"	0.557837629925103
"GRMZM2G012220"	0.626534261631669
"GRMZM2G012221"	0.880433660351828
"GRMZM2G012224"	0.965328362875257
"GRMZM2G012229"	0.00144902795744606
"GRMZM2G012232"	1
"GRMZM2G012233"	0.911339050485203
"GRMZM2G012236"	0.0115258193103281
"GRMZM2G012238"	1
"GRMZM2G012242"	1
"GRMZM2G012243"	0.724691372030401
"GRMZM2G012249"	1
"GRMZM2G012251"	1
"GRMZM2G012262"	1
"GRMZM2G012263"	0.235066218013293
"GRMZM2G012269"	0.37961022557381
"GRMZM2G012273"	1
"GRMZM2G012276"	1
"GRMZM2G012280"	1
"GRMZM2G012284"	0.570068170092408
"GRMZM2G012290"	1
"GRMZM2G012306"	0.224421002180018
"GRMZM2G012319"	0.897917557307291
"GRMZM2G012324"	0.697603894350517
"GRMZM2G012326"	0.266511233169903
"GRMZM2G012328"	0.00951588596526604
"GRMZM2G012340"	1
"GRMZM2G012342"	0.834763567290315
"GRMZM2G012348"	1
"GRMZM2G012355"	1
"GRMZM2G012380"	1
"GRMZM2G012384"	1
"GRMZM2G012391"	1
"GRMZM2G012393"	1
"GRMZM2G012397"	8.84196019336536e-06
"GRMZM2G012399"	1
"GRMZM2G012401"	1
"GRMZM2G012404"	0.648484749720901
"GRMZM2G012405"	1
"GRMZM2G012407"	1
"GRMZM2G012412"	1
"GRMZM2G012413"	0.953744864301257
"GRMZM2G012416"	0.896536102788486
"GRMZM2G012427"	1
"GRMZM2G012434"	1
"GRMZM2G012453"	0.262495928220147
"GRMZM2G012455"	0.697603894350517
"GRMZM2G012464"	1
"GRMZM2G012465"	1
"GRMZM2G012472"	1
"GRMZM2G012479"	1
"GRMZM2G012481"	1
"GRMZM2G012498"	1
"GRMZM2G012501"	0.0626992835554832
"GRMZM2G012504"	1
"GRMZM2G012508"	1
"GRMZM2G012530"	1
"GRMZM2G012537"	1
"GRMZM2G012539"	1
"GRMZM2G012544"	1
"GRMZM2G012546"	1
"GRMZM2G012550"	1
"GRMZM2G012566"	0.715522008403237
"GRMZM2G012584"	0.0201947171522298
"GRMZM2G012585"	0.384196026329878
"GRMZM2G012600"	1
"GRMZM2G012601"	0.606860019921553
"GRMZM2G012608"	1
"GRMZM2G012611"	0.214318856206938
"GRMZM2G012613"	1
"GRMZM2G012623"	0.731526141194842
"GRMZM2G012628"	1
"GRMZM2G012631"	1
"GRMZM2G012636"	1
"GRMZM2G012648"	1
"GRMZM2G012654"	1
"GRMZM2G012656"	0.295927352613695
"GRMZM2G012685"	1
"GRMZM2G012690"	1
"GRMZM2G012700"	1
"GRMZM2G012716"	1
"GRMZM2G012717"	0.513633152267997
"GRMZM2G012724"	0.731526141194842
"GRMZM2G012728"	0.825417400697292
"GRMZM2G012732"	0.101237319162829
"GRMZM2G012734"	1
"GRMZM2G012756"	0.560898015100756
"GRMZM2G012758"	0.183266716687886
"GRMZM2G012761"	9.65350161710709e-05
"GRMZM2G012771"	1
"GRMZM2G012796"	1
"GRMZM2G012806"	1
"GRMZM2G012807"	1
"GRMZM2G012814"	1
"GRMZM2G012821"	1
"GRMZM2G012832"	1
"GRMZM2G012834"	0.00867617321343154
"GRMZM2G012841"	0.397763931863479
"GRMZM2G012846"	1
"GRMZM2G012855"	1
"GRMZM2G012860"	1
"GRMZM2G012861"	1
"GRMZM2G012863"	1
"GRMZM2G012865"	1
"GRMZM2G012871"	1
"GRMZM2G012874"	2.25664972760663e-05
"GRMZM2G012877"	1
"GRMZM2G012879"	1
"GRMZM2G012891"	1
"GRMZM2G012898"	1
"GRMZM2G012901"	0.0122939757751746
"GRMZM2G012904"	1
"GRMZM2G012910"	1
"GRMZM2G012923"	1
"GRMZM2G012926"	0.14994910478173
"GRMZM2G012928"	1
"GRMZM2G012932"	2.24355162582266e-11
"GRMZM2G012933"	1
"GRMZM2G012942"	0.0371473248411994
"GRMZM2G012943"	0.0220850202934277
"GRMZM2G012958"	1
"GRMZM2G012964"	0.172734321353856
"GRMZM2G012966"	1
"GRMZM2G012970"	1
"GRMZM2G012977"	0.000147064848547677
"GRMZM2G012980"	1
"GRMZM2G012989"	0.839172031035399
"GRMZM2G012992"	1
"GRMZM2G012998"	1
"GRMZM2G012999"	1
"GRMZM2G013002"	1
"GRMZM2G013003"	1
"GRMZM2G013010"	1
"GRMZM2G013016"	1
"GRMZM2G013038"	0.220521970907551
"GRMZM2G013042"	0.00173334725972266
"GRMZM2G013044"	1
"GRMZM2G013045"	0.00184281511780988
"GRMZM2G013060"	0.101146796058435
"GRMZM2G013065"	0.00357005186711002
"GRMZM2G013079"	0.0249001969321685
"GRMZM2G013082"	1
"GRMZM2G013100"	7.08305681602574e-09
"GRMZM2G013114"	1
"GRMZM2G013115"	1
"GRMZM2G013123"	1
"GRMZM2G013128"	0.218798035134395
"GRMZM2G013131"	1
"GRMZM2G013152"	1
"GRMZM2G013170"	0.124108856320112
"GRMZM2G013176"	1
"GRMZM2G013187"	0.786020577289848
"GRMZM2G013191"	0.757507772113551
"GRMZM2G013196"	0.00810350502507074
"GRMZM2G013200"	0.189548469222686
"GRMZM2G013201"	1
"GRMZM2G013206"	1
"GRMZM2G013214"	2.74280431594463e-09
"GRMZM2G013220"	1
"GRMZM2G013236"	0.00381213350465261
"GRMZM2G013248"	1
"GRMZM2G013255"	0.694196736802635
"GRMZM2G013260"	1
"GRMZM2G013264"	0.75521760722138
"GRMZM2G013271"	1
"GRMZM2G013275"	1
"GRMZM2G013283"	6.39412336837644e-06
"GRMZM2G013299"	1
"GRMZM2G013302"	1
"GRMZM2G013318"	0.000743958362492277
"GRMZM2G013319"	1
"GRMZM2G013324"	1
"GRMZM2G013331"	1
"GRMZM2G013342"	1
"GRMZM2G013349"	0.731526141194842
"GRMZM2G013357"	0.434735172322391
"GRMZM2G013367"	1
"GRMZM2G013378"	1
"GRMZM2G013391"	0.086378828759544
"GRMZM2G013395"	0.731526141194842
"GRMZM2G013398"	0.378551337167854
"GRMZM2G013406"	0.267254074467727
"GRMZM2G013420"	1
"GRMZM2G013421"	1
"GRMZM2G013430"	1
"GRMZM2G013432"	1
"GRMZM2G013448"	1
"GRMZM2G013450"	1
"GRMZM2G013456"	1
"GRMZM2G013457"	2.97634603086257e-06
"GRMZM2G013461"	0.868009637299054
"GRMZM2G013463"	1
"GRMZM2G013465"	1
"GRMZM2G013471"	1
"GRMZM2G013474"	1
"GRMZM2G013478"	0.956212582080337
"GRMZM2G013481"	0.178068548779422
"GRMZM2G013496"	1
"GRMZM2G013508"	1
"GRMZM2G013519"	1
"GRMZM2G013524"	1
"GRMZM2G013530"	0.276005095943976
"GRMZM2G013534"	1
"GRMZM2G013536"	0.384424749482962
"GRMZM2G013538"	1
"GRMZM2G013540"	1
"GRMZM2G013546"	0.963312916158739
"GRMZM2G013555"	0.731526141194842
"GRMZM2G013558"	1
"GRMZM2G013563"	1
"GRMZM2G013568"	1
"GRMZM2G013572"	1
"GRMZM2G013581"	0.159590047189924
"GRMZM2G013583"	0.165672763810651
"GRMZM2G013588"	0.731526141194842
"GRMZM2G013592"	0.735700194648372
"GRMZM2G013593"	1
"GRMZM2G013600"	0.697603894350517
"GRMZM2G013607"	1
"GRMZM2G013612"	1
"GRMZM2G013613"	1
"GRMZM2G013617"	0.0045214912961225
"GRMZM2G013619"	0.000130114111866434
"GRMZM2G013625"	0.815400263880523
"GRMZM2G013630"	1
"GRMZM2G013634"	1
"GRMZM2G013639"	0.925393207600065
"GRMZM2G013642"	0.697603894350517
"GRMZM2G013647"	1
"GRMZM2G013650"	1
"GRMZM2G013652"	0.397567995910011
"GRMZM2G013655"	1
"GRMZM2G013657"	1
"GRMZM2G013663"	0.982726958877769
"GRMZM2G013668"	1
"GRMZM2G013671"	0.538490638300132
"GRMZM2G013677"	1
"GRMZM2G013682"	0.33716842680006
"GRMZM2G013688"	1
"GRMZM2G013695"	0.0266021974985394
"GRMZM2G013704"	1
"GRMZM2G013708"	1
"GRMZM2G013712"	0.697603894350517
"GRMZM2G013724"	1
"GRMZM2G013726"	0.296024144031829
"GRMZM2G013728"	0.565314992526591
"GRMZM2G013730"	1
"GRMZM2G013741"	1
"GRMZM2G013750"	1
"GRMZM2G013751"	1
"GRMZM2G013761"	0.231881969927126
"GRMZM2G013765"	0.982726958877769
"GRMZM2G013767"	1
"GRMZM2G013773"	0.011757774763981
"GRMZM2G013776"	0.534480436738141
"GRMZM2G013777"	1
"GRMZM2G013781"	0.073995753026314
"GRMZM2G013783"	0.572372239488237
"GRMZM2G013790"	0.0666755484166223
"GRMZM2G013792"	1
"GRMZM2G013794"	0.015250934659578
"GRMZM2G013798"	1
"GRMZM2G013801"	0.263799538274148
"GRMZM2G013811"	1
"GRMZM2G013814"	1
"GRMZM2G013821"	1
"GRMZM2G013826"	1
"GRMZM2G013832"	1
"GRMZM2G013842"	1
"GRMZM2G013848"	1
"GRMZM2G013849"	1
"GRMZM2G013853"	0.232501772555627
"GRMZM2G013855"	0.796959021621119
"GRMZM2G013884"	0.731526141194842
"GRMZM2G013890"	0.631708687355565
"GRMZM2G013892"	1
"GRMZM2G013908"	0.000176882587795825
"GRMZM2G013913"	1
"GRMZM2G013915"	0.250095792201656
"GRMZM2G013920"	1
"GRMZM2G013927"	1
"GRMZM2G013934"	1
"GRMZM2G013936"	5.64471558054441e-05
"GRMZM2G013949"	0.152666405860418
"GRMZM2G013956"	1
"GRMZM2G013957"	1
"GRMZM2G013960"	1
"GRMZM2G013967"	1
"GRMZM2G013970"	0.720827351766976
"GRMZM2G013971"	1
"GRMZM2G013978"	0.381787899055813
"GRMZM2G013981"	1
"GRMZM2G013986"	0.430404307825228
"GRMZM2G013987"	1
"GRMZM2G014004"	0.483996034075645
"GRMZM2G014005"	1
"GRMZM2G014009"	1
"GRMZM2G014022"	0.450652402612768
"GRMZM2G014023"	0.190938783072265
"GRMZM2G014026"	1
"GRMZM2G014034"	1
"GRMZM2G014043"	0.73678227358107
"GRMZM2G014055"	0.190442875808855
"GRMZM2G014066"	0.464577559436344
"GRMZM2G014069"	1
"GRMZM2G014071"	0.0043226079853843
"GRMZM2G014076"	1
"GRMZM2G014086"	1
"GRMZM2G014089"	1
"GRMZM2G014091"	0.821225663722678
"GRMZM2G014096"	1
"GRMZM2G014099"	0.000793768377041522
"GRMZM2G014106"	1
"GRMZM2G014114"	0.0251042255079401
"GRMZM2G014116"	1
"GRMZM2G014119"	1
"GRMZM2G014132"	1
"GRMZM2G014136"	0.635625992248796
"GRMZM2G014137"	1
"GRMZM2G014150"	1
"GRMZM2G014154"	1
"GRMZM2G014166"	1
"GRMZM2G014170"	1
"GRMZM2G014180"	0.302046617114691
"GRMZM2G014187"	1
"GRMZM2G014193"	0.708112562879713
"GRMZM2G014223"	1
"GRMZM2G014225"	1
"GRMZM2G014233"	0.731526141194842
"GRMZM2G014240"	0.0104244264617873
"GRMZM2G014256"	1
"GRMZM2G014276"	0.314975877135894
"GRMZM2G014282"	1
"GRMZM2G014284"	0.235170108145608
"GRMZM2G014285"	1
"GRMZM2G014295"	1
"GRMZM2G014300"	1
"GRMZM2G014303"	0.295082048244841
"GRMZM2G014313"	0.400863154135194
"GRMZM2G014323"	1
"GRMZM2G014329"	0.697603894350517
"GRMZM2G014341"	1
"GRMZM2G014346"	1
"GRMZM2G014356"	1
"GRMZM2G014366"	1
"GRMZM2G014367"	0.167469184407846
"GRMZM2G014376"	0.782750220160799
"GRMZM2G014380"	0.731526141194842
"GRMZM2G014382"	1
"GRMZM2G014387"	1
"GRMZM2G014392"	0.597933120230395
"GRMZM2G014394"	1
"GRMZM2G014395"	1
"GRMZM2G014397"	0.311517162083279
"GRMZM2G014400"	1
"GRMZM2G014409"	0.232501772555627
"GRMZM2G014419"	1
"GRMZM2G014427"	1
"GRMZM2G014432"	0.520718512554758
"GRMZM2G014435"	0.731526141194842
"GRMZM2G014441"	1
"GRMZM2G014444"	1
"GRMZM2G014448"	1
"GRMZM2G014452"	0.705485644650646
"GRMZM2G014454"	0.0191203975721137
"GRMZM2G014458"	1
"GRMZM2G014460"	1
"GRMZM2G014463"	1
"GRMZM2G014481"	0.731526141194842
"GRMZM2G014496"	0.527345350171866
"GRMZM2G014499"	1
"GRMZM2G014508"	0.987939790462945
"GRMZM2G014511"	1
"GRMZM2G014526"	0.623668746746636
"GRMZM2G014528"	0.00596910810927946
"GRMZM2G014534"	1
"GRMZM2G014537"	1
"GRMZM2G014551"	1
"GRMZM2G014558"	1
"GRMZM2G014560"	0.712173202453089
"GRMZM2G014571"	1
"GRMZM2G014573"	1
"GRMZM2G014577"	0.000781460731323199
"GRMZM2G014580"	1
"GRMZM2G014590"	1
"GRMZM2G014594"	0.789068332399111
"GRMZM2G014596"	1
"GRMZM2G014603"	0.358513398604163
"GRMZM2G014610"	1
"GRMZM2G014612"	9.15383510777925e-06
"GRMZM2G014618"	1
"GRMZM2G014635"	0.697603894350517
"GRMZM2G014642"	1
"GRMZM2G014646"	0.19059511177727
"GRMZM2G014651"	1
"GRMZM2G014653"	1
"GRMZM2G014672"	0.279619841510272
"GRMZM2G014676"	1
"GRMZM2G014695"	1
"GRMZM2G014704"	1
"GRMZM2G014705"	1
"GRMZM2G014709"	1
"GRMZM2G014716"	0.699593778721084
"GRMZM2G014720"	1
"GRMZM2G014723"	1
"GRMZM2G014729"	1
"GRMZM2G014750"	0.536884671607651
"GRMZM2G014768"	1
"GRMZM2G014770"	0.867406424143324
"GRMZM2G014780"	1
"GRMZM2G014781"	0.0235933947086876
"GRMZM2G014788"	0.786020577289848
"GRMZM2G014789"	1
"GRMZM2G014793"	0.316962675822545
"GRMZM2G014797"	0.164249032155216
"GRMZM2G014805"	1
"GRMZM2G014813"	1
"GRMZM2G014826"	1
"GRMZM2G014829"	1
"GRMZM2G014832"	1
"GRMZM2G014833"	0.00171013921900327
"GRMZM2G014836"	1
"GRMZM2G014839"	0.00330226332386065
"GRMZM2G014844"	1
"GRMZM2G014854"	1
"GRMZM2G014865"	1
"GRMZM2G014872"	0.486746909315988
"GRMZM2G014881"	0.559730565237292
"GRMZM2G014902"	0.24277375503591
"GRMZM2G014905"	1
"GRMZM2G014914"	1
"GRMZM2G014917"	4.85701204464941e-10
"GRMZM2G014932"	1
"GRMZM2G014934"	1
"GRMZM2G014945"	1
"GRMZM2G014951"	0.664060043172521
"GRMZM2G014955"	1
"GRMZM2G014959"	1
"GRMZM2G014971"	0.312422310823869
"GRMZM2G014975"	0.847274639512551
"GRMZM2G014977"	1
"GRMZM2G014979"	1
"GRMZM2G014981"	1
"GRMZM2G014986"	1
"GRMZM2G014988"	0.697603894350517
"GRMZM2G014994"	0.398540828159644
"GRMZM2G015005"	0.572372239488237
"GRMZM2G015011"	1
"GRMZM2G015021"	1
"GRMZM2G015024"	1
"GRMZM2G015033"	1
"GRMZM2G015037"	0.784905910234829
"GRMZM2G015040"	0.623930695751017
"GRMZM2G015049"	0.676375974741725
"GRMZM2G015067"	1
"GRMZM2G015073"	0.71085753610815
"GRMZM2G015080"	1
"GRMZM2G015090"	0.825541469660016
"GRMZM2G015097"	9.46726505871096e-07
"GRMZM2G015100"	1
"GRMZM2G015118"	1
"GRMZM2G015126"	0.890137723249544
"GRMZM2G015127"	0.78613063997073
"GRMZM2G015132"	0.697603894350517
"GRMZM2G015136"	0.357613804487187
"GRMZM2G015143"	0.000240564722505514
"GRMZM2G015147"	1
"GRMZM2G015153"	1
"GRMZM2G015159"	0.977775471480323
"GRMZM2G015161"	1
"GRMZM2G015186"	0.269772748165857
"GRMZM2G015190"	5.87663779092769e-07
"GRMZM2G015194"	1
"GRMZM2G015200"	1
"GRMZM2G015206"	1
"GRMZM2G015212"	0.390561882982128
"GRMZM2G015216"	0.456055757673334
"GRMZM2G015217"	1
"GRMZM2G015219"	0.356513012497897
"GRMZM2G015226"	1
"GRMZM2G015232"	1
"GRMZM2G015234"	0.697603894350517
"GRMZM2G015238"	0.399688098243485
"GRMZM2G015259"	1
"GRMZM2G015267"	1
"GRMZM2G015273"	1
"GRMZM2G015277"	0.0133155273774739
"GRMZM2G015280"	1
"GRMZM2G015281"	1
"GRMZM2G015285"	0.997910104865953
"GRMZM2G015287"	0.716258695665958
"GRMZM2G015289"	1
"GRMZM2G015291"	1
"GRMZM2G015295"	0.586013758336837
"GRMZM2G015314"	0.0101144173281626
"GRMZM2G015324"	1
"GRMZM2G015328"	1
"GRMZM2G015333"	0.385827233165036
"GRMZM2G015344"	1
"GRMZM2G015349"	1
"GRMZM2G015352"	1
"GRMZM2G015354"	1
"GRMZM2G015355"	1
"GRMZM2G015359"	1
"GRMZM2G015361"	1
"GRMZM2G015364"	1
"GRMZM2G015368"	1
"GRMZM2G015369"	1
"GRMZM2G015384"	1
"GRMZM2G015386"	1
"GRMZM2G015395"	1
"GRMZM2G015397"	1
"GRMZM2G015399"	1
"GRMZM2G015401"	0.850430288064612
"GRMZM2G015406"	0.00403013648518246
"GRMZM2G015409"	1
"GRMZM2G015418"	1
"GRMZM2G015419"	0.0775263786422559
"GRMZM2G015426"	0.753344696562478
"GRMZM2G015432"	0.196501027362408
"GRMZM2G015433"	1
"GRMZM2G015436"	1
"GRMZM2G015441"	1
"GRMZM2G015445"	1
"GRMZM2G015502"	0.296024144031829
"GRMZM2G015503"	0.201317512022002
"GRMZM2G015509"	1
"GRMZM2G015520"	0.753362865955382
"GRMZM2G015534"	1
"GRMZM2G015538"	1
"GRMZM2G015542"	1
"GRMZM2G015548"	1
"GRMZM2G015563"	0.414132168405146
"GRMZM2G015568"	1
"GRMZM2G015571"	0.928299582579593
"GRMZM2G015578"	1
"GRMZM2G015588"	1
"GRMZM2G015590"	1
"GRMZM2G015592"	0.238266082275951
"GRMZM2G015596"	0.777163951649389
"GRMZM2G015599"	0.657721961402577
"GRMZM2G015603"	1
"GRMZM2G015605"	0.201976964614595
"GRMZM2G015610"	1
"GRMZM2G015637"	1
"GRMZM2G015642"	1
"GRMZM2G015645"	0.731526141194842
"GRMZM2G015648"	1
"GRMZM2G015654"	1
"GRMZM2G015666"	1
"GRMZM2G015681"	0.479476957301012
"GRMZM2G015692"	0.513203718932105
"GRMZM2G015703"	0.731526141194842
"GRMZM2G015708"	1
"GRMZM2G015709"	0.415392616860174
"GRMZM2G015714"	1
"GRMZM2G015717"	1
"GRMZM2G015719"	1
"GRMZM2G015725"	1
"GRMZM2G015727"	0.826264246136142
"GRMZM2G015730"	0.341574080959129
"GRMZM2G015734"	1
"GRMZM2G015735"	1
"GRMZM2G015739"	0.731018668514233
"GRMZM2G015741"	0.844055300042388
"GRMZM2G015746"	1
"GRMZM2G015753"	0.161254483865501
"GRMZM2G015767"	0.161667975482005
"GRMZM2G015784"	1
"GRMZM2G015788"	0.381725502577827
"GRMZM2G015793"	1
"GRMZM2G015795"	1
"GRMZM2G015801"	1
"GRMZM2G015804"	1
"GRMZM2G015805"	1
"GRMZM2G015818"	1
"GRMZM2G015821"	1
"GRMZM2G015832"	0.444853681604525
"GRMZM2G015833"	1
"GRMZM2G015844"	0.0207448805599775
"GRMZM2G015854"	0.757123854705355
"GRMZM2G015856"	1
"GRMZM2G015859"	1
"GRMZM2G015861"	1
"GRMZM2G015869"	1
"GRMZM2G015872"	0.777273151568885
"GRMZM2G015875"	0.495513519642859
"GRMZM2G015880"	0.696408859742618
"GRMZM2G015881"	1
"GRMZM2G015886"	0.731526141194842
"GRMZM2G015889"	1
"GRMZM2G015892"	1
"GRMZM2G015902"	0.789068332399111
"GRMZM2G015903"	0.0427130461008472
"GRMZM2G015906"	1
"GRMZM2G015908"	1
"GRMZM2G015912"	0.472430591565883
"GRMZM2G015918"	1
"GRMZM2G015923"	1
"GRMZM2G015925"	0.195964013542199
"GRMZM2G015933"	1
"GRMZM2G015940"	0.197494595801964
"GRMZM2G015941"	0.0270269670110845
"GRMZM2G015943"	1
"GRMZM2G015945"	1
"GRMZM2G015955"	0.0850291036370902
"GRMZM2G015959"	1
"GRMZM2G015967"	1
"GRMZM2G015972"	1
"GRMZM2G015976"	1
"GRMZM2G015977"	1
"GRMZM2G015979"	0.395825246602943
"GRMZM2G015983"	0.250221106203823
"GRMZM2G015985"	1
"GRMZM2G015989"	0.132071523217284
"GRMZM2G015992"	1
"GRMZM2G015996"	0.174730321322749
"GRMZM2G016004"	1
"GRMZM2G016008"	1
"GRMZM2G016020"	1
"GRMZM2G016028"	1
"GRMZM2G016039"	1
"GRMZM2G016066"	1
"GRMZM2G016068"	1
"GRMZM2G016079"	1
"GRMZM2G016084"	1
"GRMZM2G016088"	1
"GRMZM2G016097"	1
"GRMZM2G016106"	1
"GRMZM2G016115"	1
"GRMZM2G016145"	1
"GRMZM2G016150"	0.257420967122393
"GRMZM2G016153"	0.394856559438772
"GRMZM2G016168"	1
"GRMZM2G016173"	0.778328652918106
"GRMZM2G016176"	1
"GRMZM2G016180"	1
"GRMZM2G016184"	0.791766932956083
"GRMZM2G016189"	1
"GRMZM2G016210"	0.812774991466149
"GRMZM2G016212"	0.351418133349776
"GRMZM2G016232"	1
"GRMZM2G016236"	0.211126782860802
"GRMZM2G016240"	1
"GRMZM2G016241"	1
"GRMZM2G016250"	1
"GRMZM2G016254"	1
"GRMZM2G016259"	1
"GRMZM2G016261"	1
"GRMZM2G016264"	1
"GRMZM2G016275"	1
"GRMZM2G016281"	1
"GRMZM2G016287"	1
"GRMZM2G016290"	0.260467072133211
"GRMZM2G016296"	0.422606021595635
"GRMZM2G016312"	0.00172795956107356
"GRMZM2G016318"	1
"GRMZM2G016323"	0.365027639757109
"GRMZM2G016330"	1
"GRMZM2G016332"	1
"GRMZM2G016338"	1
"GRMZM2G016346"	0.0148975439146943
"GRMZM2G016351"	0.493068802195839
"GRMZM2G016357"	1
"GRMZM2G016362"	0.762459504775388
"GRMZM2G016368"	1
"GRMZM2G016370"	0.116880931052125
"GRMZM2G016382"	0.0545820880106362
"GRMZM2G016385"	0.964422753491854
"GRMZM2G016393"	1
"GRMZM2G016434"	0.424398247391263
"GRMZM2G016435"	0.602599679711306
"GRMZM2G016439"	0.87534549173357
"GRMZM2G016443"	0.785895296349639
"GRMZM2G016447"	1
"GRMZM2G016449"	1
"GRMZM2G016457"	0.434967632683083
"GRMZM2G016462"	0.961201943245266
"GRMZM2G016477"	1
"GRMZM2G016480"	1.40511533081471e-07
"GRMZM2G016487"	1
"GRMZM2G016503"	1
"GRMZM2G016511"	1
"GRMZM2G016513"	0.370793957669242
"GRMZM2G016516"	0.752976513660346
"GRMZM2G016521"	1
"GRMZM2G016546"	1
"GRMZM2G016551"	1
"GRMZM2G016558"	1
"GRMZM2G016561"	1
"GRMZM2G016564"	0.785895296349639
"GRMZM2G016574"	1
"GRMZM2G016576"	1
"GRMZM2G016583"	1
"GRMZM2G016586"	0.0328885898639454
"GRMZM2G016590"	1
"GRMZM2G016598"	1
"GRMZM2G016602"	1
"GRMZM2G016605"	1
"GRMZM2G016613"	1
"GRMZM2G016622"	0.723163902709062
"GRMZM2G016637"	0.21500453606835
"GRMZM2G016640"	1
"GRMZM2G016642"	1
"GRMZM2G016649"	0.57780205342936
"GRMZM2G016655"	8.07159544536570e-11
"GRMZM2G016657"	1
"GRMZM2G016660"	0.00122455344659456
"GRMZM2G016668"	0.731526141194842
"GRMZM2G016671"	0.426969801205418
"GRMZM2G016677"	0.114080784262283
"GRMZM2G016705"	1
"GRMZM2G016707"	1
"GRMZM2G016720"	1
"GRMZM2G016722"	1
"GRMZM2G016727"	1
"GRMZM2G016732"	1
"GRMZM2G016734"	1
"GRMZM2G016738"	1
"GRMZM2G016741"	1
"GRMZM2G016744"	1
"GRMZM2G016749"	1
"GRMZM2G016754"	1
"GRMZM2G016756"	0.000367981115972578
"GRMZM2G016774"	1
"GRMZM2G016777"	1
"GRMZM2G016802"	0.869905102591236
"GRMZM2G016805"	1
"GRMZM2G016817"	1
"GRMZM2G016819"	0.0884109717579415
"GRMZM2G016827"	0.524527095921136
"GRMZM2G016836"	0.819151408650024
"GRMZM2G016841"	1
"GRMZM2G016844"	1
"GRMZM2G016845"	0.697603894350517
"GRMZM2G016855"	1
"GRMZM2G016858"	3.58528106231959e-10
"GRMZM2G016861"	1
"GRMZM2G016866"	0.697603894350517
"GRMZM2G016875"	0.906780400054687
"GRMZM2G016878"	1
"GRMZM2G016886"	1
"GRMZM2G016890"	1
"GRMZM2G016892"	1
"GRMZM2G016894"	0.0860679136733766
"GRMZM2G016915"	1
"GRMZM2G016922"	0.731526141194842
"GRMZM2G016923"	0.16453968629542
"GRMZM2G016926"	1
"GRMZM2G016928"	1
"GRMZM2G016930"	0.84547543235946
"GRMZM2G016933"	0.427843824384106
"GRMZM2G016936"	1
"GRMZM2G016939"	0.115770665188664
"GRMZM2G016941"	1
"GRMZM2G016948"	0.908678224307149
"GRMZM2G016958"	1
"GRMZM2G016971"	1
"GRMZM2G016973"	1
"GRMZM2G016990"	1
"GRMZM2G016992"	1
"GRMZM2G016997"	1
"GRMZM2G016999"	0.731526141194842
"GRMZM2G017001"	0.694932724125912
"GRMZM2G017008"	1
"GRMZM2G017010"	1
"GRMZM2G017011"	1
"GRMZM2G017013"	0.086378828759544
"GRMZM2G017016"	1
"GRMZM2G017022"	0.367046871977722
"GRMZM2G017026"	1
"GRMZM2G017031"	1
"GRMZM2G017033"	1
"GRMZM2G017044"	0.39036325644257
"GRMZM2G017045"	1
"GRMZM2G017047"	0.00309109720264748
"GRMZM2G017052"	1
"GRMZM2G017054"	1
"GRMZM2G017060"	1
"GRMZM2G017068"	1
"GRMZM2G017077"	1
"GRMZM2G017080"	0.879739330131287
"GRMZM2G017081"	1
"GRMZM2G017086"	1
"GRMZM2G017087"	0.475669963112844
"GRMZM2G017089"	1
"GRMZM2G017091"	0.731526141194842
"GRMZM2G017103"	1
"GRMZM2G017106"	1
"GRMZM2G017110"	1
"GRMZM2G017113"	0.257245397439125
"GRMZM2G017116"	1
"GRMZM2G017137"	1
"GRMZM2G017142"	0.00964372108226806
"GRMZM2G017145"	1
"GRMZM2G017148"	1
"GRMZM2G017157"	1
"GRMZM2G017159"	1
"GRMZM2G017164"	0.087280304148734
"GRMZM2G017170"	1
"GRMZM2G017186"	1
"GRMZM2G017187"	1
"GRMZM2G017193"	0.912536126126822
"GRMZM2G017197"	0.0992186394564467
"GRMZM2G017204"	0.475669963112844
"GRMZM2G017223"	0.755371919742597
"GRMZM2G017229"	8.83132303340004e-05
"GRMZM2G017232"	1
"GRMZM2G017237"	1
"GRMZM2G017244"	0.739372009359768
"GRMZM2G017249"	0.806157225321312
"GRMZM2G017254"	1
"GRMZM2G017257"	0.894607266519
"GRMZM2G017266"	1
"GRMZM2G017268"	0.158411955956452
"GRMZM2G017269"	1
"GRMZM2G017271"	1
"GRMZM2G017285"	1
"GRMZM2G017290"	0.731526141194842
"GRMZM2G017299"	0.0970803569851951
"GRMZM2G017305"	1
"GRMZM2G017318"	1
"GRMZM2G017319"	1
"GRMZM2G017321"	1
"GRMZM2G017324"	1
"GRMZM2G017326"	0.979507534467333
"GRMZM2G017328"	1
"GRMZM2G017329"	1
"GRMZM2G017334"	6.42480834708033e-05
"GRMZM2G017337"	1
"GRMZM2G017340"	1
"GRMZM2G017349"	0.764155776447401
"GRMZM2G017351"	1
"GRMZM2G017355"	1
"GRMZM2G017365"	1
"GRMZM2G017368"	0.0583714655736583
